,Wmc,Wmc2,Wmc3,Wmc4,Wmc5,Wmc6,Wmc7,Wmc8,Wmc9,Wmc10,Wmc11,Wmc12,Wmc13,Wmc14,Wmc15,Wmc16,Wmc17,Wmc18,Wmc19,Wmc20,Wmc21,Wmc22,Wmc23,Wmc24,Wmc25,Wmc26,Wmc27,Wmc28,Wmc29,Wmc30,Wmc31,Wmc32,Wmc33,Wmc34,Wmc35,Wmc36,Wmc37,Wmc38,Wmc39,Wmc40,Wmc41,Wmc42,Wmc43,Wmc44,Wmc45,Wmc46,Wmc47,Wmc48,Wmc49,Wmc50,Wmc51,Wmc52,Wmc53,Wmc54,Wmc55,Wmc56,Wmc57,Wmc58,Wmc59,Wmc60,Wmc61,Wmc62,Wmc63,Wmc64,Wmc65,Wmc66,Wmc67,Wmc68,Wmc69,Wmc70,Wmc71,Wmc72,Wmc73,Wmc74,Wmc75,Wmc76,Wmc77,Wmc78,Wmc79,Wmc80,Wmc81,Wmc82,Wmc83,Wmc84,Wmc85,Wmc86,Wmc87,Wmc88,Wmc89,Wmc90,Wmc91,Wmc92,Wmc93,Wmc94,Wmc95,Wmc96,Wmc97,Wmc98,Wmc99,Wmc100,Wmc101,Wmc102,Wmc103,Wmc104,Wmc105,Wmc106,Wmc107,Wmc108,Wmc109,Wmc110,Wmc111,Wmc112,Wmc113,Wmc114,Wmc115,Wmc116,Wmc117,Wmc118,Wmc119,Wmc120,Wmc121,Wmc122,Wmc123,Wmc124,Wmc125,Wmc126,Wmc127,Wmc128,Wmc129,Wmc130,Wmc131,Wmc132,Wmc133,Wmc134,Wmc135,Wmc136,Wmc137,Wmc138,Wmc139,Wmc140,Wmc141,Wmc142,Wmc143,Wmc144,Wmc145,Wmc146,Wmc147,Wmc148,Wmc149,Wmc150
783,1,1,0,0,0,0,0,0,1,0,1,0,3,1,0,1,3,0,0,3,2,1,4,4,7,3,8,11,7,7,11,17,10,20,20,19,13,24,18,38,32,41,40,44,67,59,90,109,98,132,150,161,184,237,260,307,390,460,586,680,836,939,1245,1605,1794,2328,2827,3587,4359,5680,7849,9440,11432,16161,26515,67688,342788,72460,28779,16716,11804,8804,6870,5428,4323,3517,2898,2327,1876,1499,1174,974,820,615,498,422,350,255,243,213,169,150,122,112,91,84,54,64,53,46,37,29,28,25,24,28,17,19,10,19,10,6,9,9,7,4,6,5,3,3,3,1,3,2,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,1
782,1,0,0,0,0,0,1,1,0,0,1,1,0,2,5,0,2,1,2,5,3,6,7,7,15,10,14,14,11,17,19,26,16,28,40,34,43,40,45,62,57,63,86,92,112,130,141,165,189,211,242,277,334,387,389,490,550,654,746,971,1056,1229,1487,1774,2100,2569,3004,3749,4756,5669,7274,9520,12646,17362,24989,37070,64453,151099,1294184,197636,74037,40777,25906,17949,12856,9753,7576,5836,4705,3768,3263,2582,2162,1776,1395,1209,1046,892,746,657,532,491,409,342,303,250,249,225,189,149,123,124,107,83,85,77,59,60,54,56,42,29,34,26,27,32,22,19,11,14,18,11,11,5,10,7,3,8,6,2,0,5,3,1,0,0,0,1,2,2
781,1,0,2,0,0,2,0,0,1,1,1,0,1,1,0,0,3,0,2,3,3,3,6,1,8,7,5,6,3,10,16,8,15,15,23,10,20,29,35,29,40,28,33,51,50,68,59,74,86,99,113,121,159,143,220,231,315,347,417,507,655,789,914,1128,1399,1643,1965,2390,2911,3564,4362,5698,7509,10048,14332,21822,34263,67132,264991,1382775,104886,45159,25511,17046,11567,8287,6121,4435,3239,2540,1987,1484,1235,937,742,621,570,433,402,318,277,229,207,190,151,146,113,107,97,81,82,88,65,61,49,45,26,38,40,25,24,15,20,22,15,22,12,9,17,12,5,11,7,8,6,8,5,5,3,5,1,2,2,2,0,0,0,1,1,2
780,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,5,2,1,0,2,6,2,2,7,6,6,3,2,8,7,10,9,12,12,20,18,16,17,31,23,22,31,25,32,39,49,29,44,59,68,79,103,90,129,145,174,198,241,310,362,433,557,665,860,990,1163,1582,1832,2235,2788,3483,4370,5607,7269,9678,13160,18318,25514,42760,95833,1366597,276174,70774,35614,22217,15032,10739,7725,5828,4560,3345,2648,2068,1594,1302,1039,824,629,540,427,344,285,249,191,164,144,114,111,86,74,81,61,41,47,52,30,35,35,19,19,22,15,23,11,15,13,6,5,10,8,6,7,10,4,7,4,2,5,1,1,3,0,0,2,1,1,0,1
779,2,0,0,0,1,0,0,1,0,1,0,1,1,2,1,2,1,0,2,4,4,2,6,5,4,9,11,7,8,15,11,13,15,15,22,17,36,36,38,44,35,52,53,59,66,92,108,108,133,131,201,204,235,308,357,504,511,628,768,935,1205,1430,1722,2242,2856,3616,4688,6237,8188,10990,15693,22382,31864,51839,106507,1283329,294952,80979,41886,26902,18067,12419,9029,6507,4649,3626,2707,2148,1666,1278,1044,818,687,519,451,359,341,259,235,212,182,149,124,98,107,77,81,50,57,54,48,25,34,37,23,12,17,8,13,11,7,6,6,3,2,4,2,0,0,5,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2,2,2,3,1,9,12,6,19,21,37,49,81,83,128,245,612,394,1072,1090,533,529,465,596,718,879,1546,1537,2208,2274,3071,3776,5219,6634,8712,11962,17101,25605,41245,82798,154409,405735,1002098,276598,126176,61642,34742,21465,14241,9630,6707,4876,3752,2977,2405,1913,1399,1026,868,737,594,426,360,309,222,231,144,143,93,86,62,49,47,60,111,217,309,216,131,79,53,58,21,17,1,0,3
777,1,1,0,0,0,0,0,0,2,1,2,3,3,2,1,0,3,5,9,10,10,7,19,15,17,27,25,38,27,32,36,33,58,52,64,65,92,81,89,128,127,143,149,183,191,215,217,285,324,392,468,532,647,812,947,1120,1388,1702,2190,2608,3268,3947,4982,6097,7805,9803,13080,17818,25907,38663,80079,1052721,576148,81625,39932,25098,16944,12017,8638,6430,4918,3729,2955,2321,1883,1607,1333,1103,900,796,713,568,506,436,379,334,283,253,232,194,177,141,119,137,114,104,84,67,70,65,53,57,40,35,34,26,33,26,26,15,19,18,14,9,8,9,10,6,6,9,4,3,1,6,3,2,1,1,0,0,1,1,0,0,0,1,1,0,0,1
776,2,1,1,0,1,0,0,4,2,0,4,1,0,4,1,4,4,3,8,6,4,11,9,10,10,15,11,23,24,25,26,30,33,20,43,55,45,60,72,67,78,102,109,125,138,179,167,194,222,287,319,341,442,518,646,699,835,979,1254,1435,1630,1960,2365,2709,3207,3778,4555,5306,6405,7909,9922,13069,17342,22664,32536,47295,80230,192274,1163221,184872,80962,46612,31097,22175,16203,12247,9369,7341,5787,4573,3648,2954,2490,2044,1703,1501,1255,1113,993,797,620,641,556,457,426,376,294,250,264,189,201,173,141,135,126,114,103,83,73,85,55,58,57,42,24,40,30,27,23,19,12,20,13,7,8,9,6,5,3,4,4,2,1,2,0,0,0,0,0,1
775,1,1,0,2,0,2,0,0,1,1,4,6,1,5,3,5,2,4,3,5,7,4,6,6,9,9,15,17,13,11,19,18,20,26,35,24,42,35,55,48,76,82,70,124,106,154,173,184,240,273,343,427,464,513,648,806,1000,1171,1443,1739,2127,2513,3174,3949,5070,6316,8211,11020,15129,22721,37363,73815,266221,1310629,133713,53823,30115,18569,12835,9450,7276,5658,4382,3683,2894,2384,1800,1518,1157,970,775,611,480,378,320,286,229,199,154,163,122,92,100,70,65,49,59,57,45,34,36,39,22,17,24,18,18,17,13,14,14,14,7,3,10,10,4,4,10,3,6,5,1,3,0,5,2,1,1,0,2,1,0,1,0,0,0,0,0,1
774,1,0,0,1,0,1,0,0,1,1,0,0,3,1,3,1,4,2,5,12,7,7,5,10,7,8,8,9,14,18,14,17,22,30,39,28,45,40,43,43,49,55,56,101,107,114,132,138,199,217,247,325,339,474,500,594,719,803,1011,1167,1403,1728,1959,2407,2881,3537,4240,5308,6893,8808,11397,16256,22096,29903,46984,96620,1388774,207420,66468,38615,25498,18138,13171,9683,7440,5600,4362,3393,2737,2184,1781,1387,1119,897,770,621,494,430,374,301,266,207,180,149,127,109,84,72,59,80,48,40,44,37,30,28,19,14,14,19,13,13,13,5,16,7,4,0,6,5,4,2,2,2,2,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1
773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,3,4,10,21,72,154,291,352,450,543,802,948,2649,1756,1250,795,911,1198,1423,1406,1747,2107,2371,2774,3170,3080,3960,5449,7234,10039,13446,18669,29256,45213,82698,147403,367309,936618,213994,104639,56014,35910,24003,15314,10939,8363,6898,5498,3813,2513,1942,2228,2244,1593,917,546,517,505,438,553,530,400,296,668,626,589,148,42,23,12,9,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
772,1,0,0,0,0,0,0,2,0,1,0,0,3,0,0,1,1,3,2,0,2,1,3,1,5,4,8,10,7,10,13,14,14,21,16,21,22,26,34,43,44,44,61,85,79,105,93,114,128,146,177,215,245,272,341,422,505,584,757,893,1087,1450,1782,2311,2831,3706,4688,6121,8119,10833,15236,23057,35336,58683,141704,1355483,204026,69368,37221,23846,15926,11419,8067,5937,4291,3156,2347,1792,1473,1116,929,742,658,460,411,365,280,246,209,191,139,138,109,98,74,58,65,53,44,42,22,37,24,25,23,25,26,17,10,7,8,7,8,4,3,9,2,11,3,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
771,1,0,1,0,2,0,3,2,1,0,2,4,2,3,5,5,5,4,5,5,9,8,5,18,13,20,17,28,24,30,27,45,43,43,46,68,64,83,95,106,99,149,141,170,199,217,308,358,382,387,423,462,586,659,698,900,1008,1244,1379,1642,1898,2582,2949,3375,7138,4717,5906,7213,8424,11921,13989,19494,30801,48804,118230,457815,1069344,119150,55005,34029,21734,15734,11145,8207,6359,5549,4228,3537,3035,2531,2261,1848,1546,1327,1064,992,878,731,651,552,476,437,346,304,293,241,202,188,156,133,120,115,108,84,62,52,51,43,33,31,22,25,23,20,9,15,17,19,13,9,4,8,7,6,1,1,4,3,1,1,1,2,1,2,0,1,2,0,1,1
770,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,5,1,2,3,0,2,1,6,1,8,11,9,20,33,41,63,83,93,114,122,144,143,187,224,212,255,255,2182,349,384,504,622,720,917,1028,1234,1455,1763,2200,2690,3417,4921,7017,10633,18394,57230,714836,33250,15956,10298,6698,4338,2884,1983,1493,1084,823,718,584,501,389,316,227,212,178,148,107,123,108,117,90,98,115,87,64,83,43,29,28,21,11,8,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
769,2,1,0,0,0,0,2,0,2,1,1,2,5,3,2,2,3,2,3,5,3,15,9,13,12,15,10,14,15,15,24,28,40,38,50,55,63,70,88,108,189,165,172,182,228,292,334,445,530,680,837,981,1188,1543,4728,2333,2974,3561,4631,5881,7239,9674,12882,16956,22011,30219,42671,70612,250904,1324247,70329,41354,28809,21146,16222,12622,10039,8269,6677,5604,4612,3946,3230,2802,2420,1980,1726,1471,1270,1069,899,744,613,568,488,417,375,338,317,287,241,226,235,201,179,159,131,134,124,125,141,94,111,93,67,66,54,69,54,51,58,48,41,31,29,20,31,23,20,13,10,19,3,10,10,6,6,4,3,2,1,2,1,0,0,0,0,0,0,1
768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,4,3,6,3,3,4,5,7,9,8,10,2306,17,19,24,32,41,897,922,61,1800,118,138,218,942,341,408,516,997,935,2280,2202,2291,3717,4747,10286,11682,25843,1174986,21871,9291,8187,4572,4544,3017,2585,1054,771,534,929,533,309,207,197,154,104,84,72,222,629,184,148,21,31,21,17,5,9,4,10,920,6,2,5,2,3,2,2,4,7,919
767,1,0,0,1,1,2,1,1,1,0,0,0,3,3,2,9,5,5,10,7,6,7,5,6,7,13,14,16,26,28,39,21,43,45,35,39,55,69,81,79,103,101,142,135,157,219,199,238,294,338,416,492,624,717,852,1112,1292,1735,2137,2667,3230,4063,4977,9041,7901,11210,14057,17703,25435,36715,64919,116269,774800,353961,112640,59430,35992,24567,19253,14578,9702,7458,5851,4294,3397,2826,2121,1760,1505,1202,893,764,635,552,429,376,333,257,202,184,145,129,130,96,74,76,59,55,57,48,35,28,26,13,10,16,6,14,11,6,4,6,4,4,2,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,2,0,1,5,2,3,3,7,2,7,5,12,5,14,15,20,18,30,45,42,65,58,90,109,112,150,200,2415,239,312,370,466,513,601,765,1022,1335,1832,2312,3069,4472,6376,10038,17127,36720,159824,877407,41694,19521,11115,7095,4819,3461,2557,1902,1440,1041,927,694,518,446,337,328,222,203,202,152,99,96,89,71,81,63,36,31,36,28,16,22,13,6,9,9,3,2,1,1,1,1,1,0,3,0,2,2,4,0,3,2,1,5,1,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,3,7,2,2,4,4,8,8,8,11,16,18,14,15,24,27,25,37,32,35,49,80,96,125,2095,150,176,211,276,454,582,555,623,746,952,1146,1581,1859,2572,3393,4806,6763,9901,15296,25172,47903,127732,525110,69997,33181,18612,11896,8044,5797,3980,3021,2363,1825,1428,1226,917,759,662,558,486,427,380,341,321,225,150,114,119,93,82,71,59,48,50,64,53,53,50,48,53,54,50,67,53,58,39,30,22,8,14,7,3,1,2,0,0,0,0,0,2
764,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,10,15,1935,15,15,31,22,31,47,43,41,40,46,59,49,85,157,141,226,327,443,1425,1141,1199,1801,2645,3836,6097,11785,20614,47770,690163,69691,23104,13216,7069,4083,2868,1824,1403,966,872,473,336,303,222,170,113,91,84,79,88,40,47,41,30,34,34,32,27,13,25,18,10,9
763,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1912,1,3,1,3,16,17,27,35,43,49,75,96,126,149,168,221,250,275,309,496,584,945,1054,1784,2919,5206,9000,20806,65229,667915,87515,22476,10503,5687,3524,2180,1431,955,669,518,405,313,269,268,232,170,180,120,154,154,136,77,51,26,14,7,1,7,0,2
762,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,1,2,3,0,0,5,2,1,0,0,1,5,5,10,0,5,5,4,7,8,5,10,8,15,11,11,30,47,39,28,29,53,41,32,47,40,1994,68,83,83,93,119,134,175,185,250,266,311,388,455,552,710,1003,1347,2106,2584,4035,7478,27977,840447,29462,7949,4833,3395,2328,1768,1242,848,619,476,395,324,236,221,179,155,161,160,102,81,75,66,58,49,30,28,17,9,13,8,3,7,4,2,2,2,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
761,1,0,0,1,0,1,2,0,1,1,4,2,2,6,2,2,7,9,8,6,3,9,9,18,11,25,21,23,37,34,39,41,53,43,62,76,70,83,105,101,119,144,161,181,219,238,275,290,354,417,432,530,653,758,959,1061,1308,1496,1756,2119,2505,2928,3586,4364,5211,6536,8228,10624,13733,19801,26811,42412,87706,1199910,401022,78087,40005,25018,17862,13099,9747,7484,5880,4552,3680,3033,2377,1970,1622,1334,1127,917,812,648,543,486,406,341,309,263,207,221,197,171,149,137,127,98,112,81,83,44,63,61,59,46,44,41,30,30,26,22,21,22,20,13,17,6,10,10,6,10,11,5,11,3,1,2,1,4,2,1,2,0,2,0,2,1,0,1
760,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,5,2,1,2,8,4,4,6,12,9,8,11,12,15,26,26,43,41,46,50,64,69,2207,109,147,158,219,230,265,324,370,427,546,602,677,906,1040,1349,1682,2005,2787,3743,4929,6944,10812,17841,34848,134495,762619,49428,22136,13933,9098,5828,4086,2974,2246,1774,1675,1178,791,604,472,391,304,291,193,173,111,108,70,69,61,33,29,23,20,13,17,6,5,2,4,6,2,1,1,2,2,0,2,0,0,0,0,0,1
759,1,0,1,1,0,1,0,1,1,0,1,2,1,3,3,4,4,4,4,0,4,6,8,9,10,12,14,17,17,14,16,24,30,14,25,33,40,42,47,39,38,62,52,66,84,84,81,108,93,131,156,163,179,199,237,270,300,321,404,465,582,632,773,843,1007,1163,1383,1667,2092,2570,3225,3960,4939,6774,9444,12117,18237,29576,74826,349698,55581,26649,16333,11336,8221,6199,4826,3702,3060,2425,1930,1621,1259,1055,940,748,607,595,444,409,342,300,246,190,153,151,136,113,98,81,71,61,50,35,33,36,33,32,36,27,23,25,13,8,10,16,5,8,3,4,6,7,4,5,2,6,3,5,2,4,2,2,0,1,2,2,0,1,0,1
758,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,1,2,2,4,3,5,5,4,3,6,12,14,14,21,23,20,26,1995,57,48,55,85,115,142,154,196,256,336,416,548,669,848,1102,1564,2313,3359,5132,8839,16256,39449,694468,120266,28090,12940,7412,4705,3067,2027,1433,1058,823,644,517,457,346,353,274,194,194,167,144,130,93,85,58,46,28,23,27,20,9,9,13,10,15,7,9,4,9,7,14,4,2,6,5,0,0,0,1,0,1,1,0,0,0,0,0,1
757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,5,1,3,1,8,2,7,12,10,5,8,11,13,17,15,16,16,23,23,31,31,33,36,33,36,49,1860,56,65,82,74,98,111,123,143,159,222,408,329,620,663,617,843,1567,2205,3567,6660,13975,67580,694750,17782,7465,3901,2403,1515,888,716,521,376,322,193,191,160,112,95,77,71,107,99,63,63,42,56,56,49,44,58,58,50,43,22,24,20,13,13,15,14,11,10,9,8,3,6,10,3,9,48,159,2,1,1,3,3,2,8,100,66,5,2,1
756,1,0,0,0,1,1,0,2,0,4,1,1,4,2,2,2,3,2,2,3,4,2,5,9,7,3,5,9,6,12,13,8,18,26,26,38,37,37,50,56,66,53,84,93,118,144,168,197,230,268,322,358,390,491,553,619,720,883,1082,3011,1380,1626,1918,2358,2898,3311,4143,5181,6390,8168,10311,13498,18581,26578,43801,387111,91744,39883,25145,17366,13074,9885,7519,6008,4838,3895,3251,2655,2145,1967,1564,1392,1188,1089,870,777,689,595,538,464,392,310,269,252,199,150,144,115,110,73,89,62,44,37,36,29,28,19,20,15,19,15,10,6,3,6,6,8,9,4,4,3,2,3,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
755,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,5,4,5,10,13,10,10,12,15,13,41,42,54,94,162,72,44,83,87,122,127,127,157,196,201,228,215,277,333,380,426,455,544,2237,631,733,747,863,940,1114,1377,1437,1667,2095,2982,3102,3178,3773,4793,5855,7833,11090,14864,27900,520296,22757,15533,9586,8326,5631,4417,4087,3392,2614,2200,1635,1510,1154,1008,948,1020,1590,624,506,459,414,352,360,310,238,244,213,195,132,130,132,92,72,69,52,56,48,41,120,181,256,210,221,124,10,14,6,5,7,3,5,6,3,5,1,0,1,2,0,3,0,0,0,0,0,0,1
754,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,4,3,3,3,4,0,7,3,3,8,11,14,14,16,25,24,22,40,54,69,43,62,72,102,125,649,840,286,263,374,663,727,673,676,830,978,1206,1471,1780,2244,2780,3455,4498,6071,7675,10599,15025,22296,38239,76131,615707,138101,54447,29471,18481,12871,9248,6924,5515,4168,3327,2701,2082,1641,1377,1074,868,652,563,449,379,325,258,217,154,129,143,107,77,71,67,60,49,28,30,16,20,14,8,8,9,5,2,4,2,3,2,2,0,1,2
753,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,7,4,3,4,10,6,12,18,25,14,17,12,14,14,9,11,24,13,27,1809,30,20,30,30,34,21,37,59,70,67,88,113,160,221,275,352,511,839,1407,2183,3877,6545,13468,44475,597047,78285,19732,8152,4813,2817,1725,1229,796,470,385,259,168,126,116,80,74,55,35,27,30,42,24,25,23,22,25,28,32,29,20,19,27,28,24,21,19,22,12,3,14,11,8,4,4,0,2,1,0,0,0,1
752,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,0,2,3,2,6,4,1,8,3,4,9,10,13,16,13,17,19,32,40,46,55,67,74,103,2124,155,184,206,256,265,351,477,593,722,916,1195,1488,1934,2758,3807,5579,7958,12356,22210,59432,736257,88730,28097,14613,9111,5979,4346,3373,2487,1837,1392,1124,860,696,543,447,373,330,297,245,214,176,150,119,126,79,90,76,57,55,53,39,34,29,27,23,22,23,16,10,7,4,5,7,7,3,6,6,7,3,3,4,3,8,4,6,1,2,2,11,2,4,4,6,1,1,2,1
751,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,1,0,1944,4,2,4,8,278,281,76,34,21,39,22,40,111,258,386,186,117,122,156,176,335,398,1051,876,1341,2270,3948,10976,102189,787502,15775,4827,3067,1695,1403,1052,663,695,644,310,157,127,120,177,242,335,65,34,13,13,12,16,29,40,33,15,5,1,1,0,0,2
750,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,6,11,11,14,2908,29,58,144,152,145,235,289,428,514,553,622,826,1111,1309,1720,1970,2472,3501,4962,7357,11533,19101,38122,106446,1578435,175268,48172,22589,12682,7673,4807,3243,2306,1822,1617,1227,991,835,686,533,414,343,289,242,199,155,96,82,64,62,58,34,28,21,11,16,63,52,74,43,77,186,78,80,93,128,73,58,192,106,544,40,122,18,3,4
749,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,2,4,3,4,3,2,5,9,13,17,20,18,38,34,45,73,84,114,139,154,162,1790,237,243,332,358,393,525,531,679,817,1002,1133,1495,1932,2528,3316,4389,5930,8286,12646,20909,39479,400743,58787,26387,15317,9939,7078,5234,3967,3149,2501,2111,1676,1447,1188,978,871,755,700,563,531,502,456,404,286,325,299,239,201,156,168,145,121,110,84,66,48,49,41,34,35,21,17,12,16,12,10,11,4,4,10,1,2,3,1,1,1,2,0,1,0,0,2
748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,3,1,0,0,0,0,1,0,0,1,2,5,1,4,4,7,5,21,18,8,14,11,2435,28,29,38,87,341,224,127,163,199,169,149,194,271,503,750,881,2011,2124,3121,5717,19021,128328,1214995,58976,11712,4434,2704,1708,1198,886,986,440,261,294,390,389,214,255,282,220,146,82,46,54,99,259,413,361,151,126,69,103,20,5,2,5,3,2,1,3,2,0,0,4,0,1,4,4,10,10,19,36,63,124,164,477,527,289,204,84,26,3,1
747,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,3,5,0,1,2,1,8,21,17,23,31,39,61,54,44,47,50,50,57,85,98,108,1841,150,209,202,237,284,289,348,385,372,429,536,622,743,945,1247,1521,2143,2818,4180,6329,10900,22505,539632,77414,18683,9589,5724,3925,2664,2059,1587,1199,1127,880,658,523,513,353,332,306,267,229,239,191,181,162,111,87,64,72,51,72,63,40,33,31,23,20,23,22,17,15,19,23,8,8,3,5,1,6,3,3,5,1,0,0,0,0,0,0,2
746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1,1,0,1,6,2,0,5,7,7,7,7,9,19,23,23,24,17,32,21,20,36,35,45,36,75,71,86,107,125,2446,220,260,316,386,512,650,743,942,1267,1747,2188,2991,3951,5489,7947,11638,17494,28799,55158,141764,799857,110342,46989,26347,15899,10591,7124,4964,3610,2603,1813,1519,1112,859,647,487,424,327,229,210,196,142,121,82,94,77,68,55,46,30,33,18,22,19,15,13,7,18,8,9,2,0,1,4,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
745,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,4,2,3,0,2,4,3,4,3,0,4,2,10,7,7,10,8,7,9,15,16,8,9,20,22,27,29,30,33,36,45,52,48,55,62,72,86,104,107,138,137,177,240,264,354,387,466,537,632,786,940,1289,1443,1698,2175,2619,3114,3880,4870,6361,8248,11246,17327,24166,40227,102308,1408611,259457,62330,31127,19655,13457,9893,7325,5225,3902,2973,2219,1782,1305,1118,949,763,620,564,420,348,347,252,233,176,157,124,113,120,116,102,86,61,58,61,52,44,33,42,31,31,37,31,31,25,30,19,20,15,15,13,12,7,5,9,10,6,3,8,2,4,1,8,2,2,1,1,1
