,Hue,Saturation,like_rate
0,0.14950246199029688,0.682825119464835,0.15573207514713394
1,0.42256515646091547,0.6591049327166492,0.16666417401565967
2,0.24242091066960797,0.5439237541887297,0.14782133367529185
3,0.611565250964937,0.6972911681809817,0.2583101838877561
4,0.527047921435568,0.6944041770149271,0.19807885683819296
5,0.4600915035181923,0.5656683152912266,0.3998007337770851
6,0.34678231122638253,0.4047356245580806,0.3188620587691408
7,0.29008233942225325,0.44330152814152135,0.33405253496180465
8,0.5624778992801456,0.5300719727489266,0.2445787277504609
9,0.49146695994160344,0.5656226697444728,0.27608236571316935
10,0.26911940264958223,0.38324971482074216,0.14309128966225382
11,0.256113410658641,0.5937450798603929,0.25306158605131523
12,0.33201798963729023,0.1844740349493375,0.09965320749586788
13,0.31061908717529674,0.47281377100557115,0.12642055632959143
14,0.25482556327970785,0.4256405684546551,0.09844161175771186
15,0.45310988998441915,0.12969611722350513,0.12613688414637178
16,0.11184813429452584,0.08134244362640626,0.05511633415960983
17,0.5378256431293461,0.1496094333578895,0.12370244756955508
18,0.41471941211659724,0.15885546877331946,0.12397734189748782
19,0.4606928671681116,0.3377930500018866,0.10583431625395298
20,0.11893607083459591,0.39698391567580205,0.1096811634514562
21,0.47656243252191605,0.4184608242519961,0.16837987655487432
22,0.403564651998813,0.6125495252355644,0.4605287804958346
23,0.5071474415021314,0.24382523190193545,0.12294018898326924
24,0.09505696867651622,0.764085055980479,0.135096072837795
25,0.14325082341877513,0.19757251064388232,0.14808076695512887
26,0.46955180208960384,0.23813733032706563,0.09089285882133866
27,0.47471360684749364,0.5332886965303133,0.21864327694204438
28,0.4393975472147305,0.37798189114013436,0.11327752687197382
29,0.6118995711435083,0.1053973310644356,0.0767185206443443
30,0.10998517179134684,0.30645910764936224,0.11495002735132637
31,0.3348708082362327,0.176324767202073,0.08662900611984063
32,0.6820099305180944,0.424668020036302,0.1333319545047525
33,0.3500999134951411,0.2485813213224164,0.09269215208785492
34,0.2039154639750942,0.07577463938320762,0.08851682992173486
35,0.1472267756957268,0.1458000392748668,0.08678623095317801
36,0.5712196738182548,0.11791161720805718,0.046602252634021714
37,0.6481768714594193,0.2710501044949473,0.13003981872727038
38,0.19011006186876034,0.5228223322262427,0.35686185893568134
39,0.15304373328926646,0.11792539120455163,0.21681312335237068
40,0.4044377976615811,0.570954744755341,0.3933692924590706
41,0.3293585910373776,0.043287103298893875,0.1960451880260183
42,0.24574037108630267,0.33198917145998313,0.07057479238546216
43,0.2959687043464627,0.20514427417254735,0.08738485951146546
44,0.1284849363478572,0.3322842887149056,0.07667316705522106
45,0.4590772209770632,0.09512992867713362,0.10541045326264266
46,0.6607269906675557,0.26343295306600645,0.07460686236283576
47,0.32663618204151035,0.1212445818433751,0.13762705291932162
48,0.5889329025655504,0.45618243244268886,0.11956096058236852
49,0.6465601933149542,0.3497447436129361,0.17055852670754862
50,0.5339944402291137,0.8332458797276195,0.19941953131036033
51,0.4461100795375402,0.22781296851156654,0.16360752487048946
52,0.38516472426105486,0.3578658976932356,0.2008168751448547
53,0.13569906199605786,0.02839157995294263,0.08542945750585752
54,0.1791409780168559,0.10584232141784913,0.11675359192467175
55,0.13598382479072033,0.10342464840443234,0.11789265135808316
56,0.3699305683160917,0.5153190814151553,0.3843930338026789
57,0.5589706772406293,0.5213665937186663,0.11019986516045693
58,0.3569417130507276,0.22311454164691188,0.08707502298948036
59,0.7498357072606868,0.4566729934648918,0.08472168831252057
60,1.0,0.5142776930074113,0.08149521992172189
61,0.137715555932406,0.14223915615364519,0.12425151488065408
62,0.4253953866166337,0.3453823250241961,0.1802077398269072
63,0.70676747749688,0.28360748401829905,0.09867805945618618
64,0.2802013436476153,0.03001850348844221,0.23331751084247002
65,0.14754553368501308,0.5030689320523023,0.1303705158456742
66,0.3531839848658034,0.2553402640011418,0.08646262102665053
67,0.33181814477061106,0.358963932779718,0.1121989864827442
68,0.5489151252586606,0.11428518149939795,0.10439132505224429
69,0.5934978842378493,0.022014315713980118,0.36152781548169477
70,0.4769301701917256,0.367645654028526,0.07885771115558997
71,0.33144198181610707,0.8452163485713649,0.42271535820940354
72,0.16461544208389906,0.14750594704808193,0.13800099452228265
73,0.4176451279520956,0.1121612088591365,0.16670288203847156
74,0.555251015433637,0.14013610616346614,0.09679197556536952
75,0.17964608193166384,0.13770841786905358,0.12324263555470498
76,0.136545616043648,0.224215124881603,0.13138130016680766
77,0.19151694335551872,0.16674097779043426,0.13981063137220023
78,0.4379270089574878,0.2754040704664646,0.15124608549437754
79,0.7225777986523306,0.3604572695022556,0.18445797964174684
80,0.47027427965043467,0.06769896862301795,0.2823843099114687
81,0.4351340194080394,0.27070581263165266,0.11636818014839656
82,0.9668621337546316,0.7258565147704629,0.07450414652592008
83,0.4281043783338732,0.3230092103017286,0.06719981843514358
84,0.4451110963831186,0.5230356933381266,0.06807633780603735
85,0.5014330010566822,0.053578302502291966,0.08473020585300768
86,0.5469990627222001,0.4850747117109129,0.17663748538259252
87,0.5348485817194278,0.11504861175523445,0.18454662651912593
88,0.09581111575670861,0.23810727470671086,0.07136724926625863
89,0.18294280025013862,0.3776599850071797,0.11454002968658836
90,0.698816805342325,0.3558996715194243,0.10073648764743513
91,0.4787351423953103,0.08428755512567719,0.11953280021138861
92,0.5227749931579726,0.04536575749396801,0.10482663297461559
93,0.6347444833297263,0.38908037662078704,0.08598139558592037
94,0.6185023086915499,0.03629593254746872,0.0974652121196569
95,0.5580894510685552,0.24809448908141954,0.10775695098703318
96,0.6312383737408269,0.6086949180400236,0.13905075045176138
97,0.32798897995445814,0.08784977422021609,0.10864262455679005
98,0.5378902421274405,0.44768311615593426,0.14017517917613423
99,0.13161123389861434,0.1404763421126852,0.1511549559050988
100,0.40794932434011777,0.2905017481505285,0.11218228313088492
101,0.382824229896139,0.7289547538840101,0.16983632043192448
102,0.4086923728215829,0.08162800134954584,0.15580408915114605
103,0.42385213205202993,0.6398256619063394,0.19548851922058855
104,0.2694877051846797,0.04462485901002482,0.22344770860944144
105,0.25866989100684973,0.09498632668716589,0.08464875814322918
106,0.742552092403989,0.11744997593177829,0.15823036416172595
107,0.5209691512500494,0.2816969740722276,0.12505819379527114
