,laplacian0,laplacian1,laplacian2,laplacian3,laplacian4,laplacian5,laplacian6,laplacian7,laplacian8,laplacian9,laplacian10,laplacian11,laplacian12,laplacian13,laplacian14,laplacian15,laplacian16,laplacian17,laplacian18,laplacian19,laplacian20,laplacian21,laplacian22,laplacian23,laplacian24,laplacian25,laplacian26,laplacian27,laplacian28,laplacian29,laplacian30,laplacian31,laplacian32,laplacian33,laplacian34,laplacian35,laplacian36,laplacian37,laplacian38,laplacian39,laplacian40,laplacian41,laplacian42,laplacian43,laplacian44,laplacian45,laplacian46,laplacian47,laplacian48,laplacian49
0,-0.40642352056720726,-0.07522026438859546,-0.06582451532951324,-0.3161900970581603,-0.35908688426399493,-0.08904364306760053,0.6274121723792337,0.4303314279123016,0.23220679510844652,0.007081374545907708,-0.005568019272603402,0.24841684005671952,-0.06533115573173576,0.09046241286964189,-0.034990800805381105,0.07322478536806319,-0.11219283107583633,-0.27004795907198753,-0.5631042368953798,-0.10531435609224478,0.13588387767015114,-0.008922730028988335,0.09851920589191163,0.01251539499203384,-0.023139839248253653,0.029087341054026414,-0.014488522368947815,-0.342706825927962,0.22656730646021195,-0.17966185439036367,0.20667533020075662,0.26102194988662325,0.42369730563903607,-0.10012757319825426,-0.11852134905329431,0.07278015972938934,0.2914952788160315,-0.0028545551857923662,0.2973341439279463,-0.30006898562656964,-0.1796550799846187,0.4589090309421384,0.19264606160798828,-0.47388168598645186,0.00897385637184855,0.0255172513134421,-0.24709711607039797,-0.32019315683943994,0.28611594378878674,-0.11520214098132303
1,0.21013438258832018,0.12190577713234184,1.3172228656127276,1.1122113924276202,-0.6181524234046138,-1.0502600095163501,0.17330290928661102,0.24346351133745653,-0.6333335909080946,0.16636622065951326,-0.27547294413279194,-0.2405624761122661,-0.6548559476528183,-0.18256639685545265,-0.04128563643171499,-0.4079307623997024,-0.6416871312903945,-0.2552835410535839,0.3973657811942242,0.6432903594304955,1.0176551702068757,0.23718880641246265,-0.23774582228751692,-0.30871042913035573,0.7731635431549337,0.22587302786933494,0.7829346034310327,-0.6288599238364466,-0.6784365700429545,0.4423080480652051,-0.3329026093469172,0.1439165263476852,-0.34332494991471674,-0.28753159073446316,-0.530635951676199,-0.08010880887947118,-0.12000460049024056,0.20852655289411537,-0.4452584177324786,0.16969349862643518,-0.4430616628514412,-0.5017663656566713,0.23275949093621653,0.10069004855499118,-0.8937058779524797,-0.013901292395758488,0.3354921117743247,-0.25246245800008654,0.4388322653563782,-0.04130003398291761
2,-0.42586760930852935,-0.03561202226749054,0.0309704507621827,-0.7283171918042814,-1.3098813237151343,-0.05583276257679771,0.9822514179830922,-0.38236139864450996,-0.058552109837065915,-0.26467822127869733,-0.5124844736859181,0.42976025007416346,-0.352589083079984,-0.013201282166620358,0.7237104052475629,-0.012111128182241278,0.14216913880729212,-0.1387424886423385,0.34849222112057016,0.07582323518579795,-0.0021983978819156737,0.36517247125755686,0.12477282868175137,0.3909887126503798,-0.17991069571156423,0.10708933676792144,-0.059983074551108906,-0.3131706846753993,-0.1720117074677139,-0.17923788482356443,-0.004308690125194404,0.2210859952536413,-0.7497117845462703,0.35882563896188396,0.09944762952739988,0.5277938469323803,0.534825692743738,0.12525314159039488,-0.28561897085904225,0.21588114130046526,0.10739658864716758,0.5181801539757631,-0.04583222753709602,0.43212812605602857,-0.33255417570367307,0.05208371080574797,0.5867508611388131,0.043507786763259754,0.6700591835823437,0.5653372459540973
3,0.396075864187289,-0.6166967691664402,-0.13145766003580486,-0.11947146509380616,-0.43922812848893367,-0.10679984334316313,0.13317934293653516,-0.22996779997811456,0.4261654111833171,0.8867985174698315,-0.63068784165884,-0.4384144776054457,0.5181858803903868,0.8438313398809318,-0.3428832771491461,0.44644296787716226,0.8525528246997914,-0.18416684792587512,0.30510970104560053,-0.5267082908629473,-0.12196569444879939,0.31549301309378497,-0.38998792067905946,0.5317761976355219,-0.18050995155047853,-1.1997168016924629,-0.3124160450720927,0.13273582799906022,-1.3744942204770065,0.2707981130992412,0.7618327377177307,0.05700076275159174,-0.41597333582539325,-0.29882355561321094,0.39344558095965465,-0.13958294419779138,-0.7251563279109373,1.0688907412603499,-0.0833871711787767,0.1096138704520969,0.9355743881358687,-0.4498746846755204,0.5347990338272904,-0.09497605365510903,-0.35496005189625157,0.653276591357089,0.20891558049336184,-0.17183893756483473,-0.5789232519057195,-0.15539914195576862
4,0.20318041321169714,-0.29158504811079744,0.011749846767713136,0.2158032832191965,-0.26263114816251276,-0.18059313463016594,0.2667270587601199,0.028698688798451586,-0.04411948028712198,0.49383317353190875,-0.078937569782313,0.19879344668900814,-0.07331013529336884,-0.06166990336477109,0.2179849033464401,0.0746250252568823,-0.3339414017171167,-0.1280445293532037,-0.08787868890434608,-0.5518556418206626,0.07402842674377207,0.2698983216608213,0.09607402448422425,0.5141806288722901,0.09908982185933186,-0.05729014369876657,-0.3560338540925811,0.06529543390335805,-0.10153962905091549,-0.4534207673320086,-0.03859445246111542,0.3877000965248874,-0.2703090659739608,0.31796013046721383,-0.07349713282552295,0.029490904148123963,-0.4730685142702045,0.043557359745863285,0.2569322143180307,-0.15677464726834248,0.3211077841900366,0.49324921949933836,-0.23231747755795784,0.004258763268016196,0.29453663014842774,-0.06032762256425541,0.3274418688833385,0.13309887903695822,0.693386851996134,0.2567330159849091
5,-0.1020544583900926,0.0692288084679737,-0.018034388002390312,-0.16578682642848092,-0.16701400063089278,0.10058075082072858,-0.2673871041777372,0.08708966092613288,0.5572191160197216,0.3743254463808184,0.0032439661703747577,-0.11948150976623065,0.2183712505943021,-0.041957077619456475,0.20987437365000086,-0.03404455008469649,-0.23255693636300306,0.6418084114626593,0.21983640544036295,0.4810347219866039,0.08379389953559264,-0.14175533687738429,-0.032435758985310995,0.6324382838064346,0.01496498752409655,0.22587586702074297,0.04592012695144181,-0.34458005417483056,-0.45439647289649465,0.54737692992182,0.1214062304481573,0.4696394961063687,-0.03856456955277479,-0.3795583274166399,-0.8024911141756128,-0.68896505056032,-0.24486435794526218,0.3603510293804873,0.5450019281162987,0.24812761510873468,-0.2866296772546115,0.46215769712986804,0.6975293523420226,0.3375216360682263,0.11637372624858996,-0.10017122489264847,-0.09370425305557595,0.33720235730694503,-0.06013343772474478,0.018125141104845848
6,-0.5668000564010439,-0.005497217045793579,0.006270847840490124,-0.6773152382881259,-0.9067369198632117,-0.0786048265145321,0.9435880300880879,-0.4908939629662815,-0.4029207691158813,-0.5087097902232915,-0.1956142611367161,0.19725139606332903,-0.11543974650028667,0.23717095347066505,0.4251073549199211,0.3594393243638017,-0.2914910427829812,0.07286774296046356,-0.042242631598083315,0.2653802089127944,0.1623460062229102,-0.028478774393475865,0.25194499551421323,0.34051122168732256,0.41785728968482955,-0.33854990869029905,0.18546112468691853,0.2922803456978407,-0.15681874807265228,0.1330700793674164,0.0012994044418077643,-0.37901270001384774,-0.06003346821845948,0.08273233633964962,0.04038362439872661,-0.6467499868435813,0.21919151234106765,0.45416910809134575,0.2737363693017212,-0.10703221175050949,-0.027009480744914792,0.3755300241312501,0.17258183835450977,-0.36751798005548686,0.16280226222233846,-0.4287876617355186,0.9737765032524182,-0.6506601594525483,-0.7158077981680694,0.9535268905821046
7,-0.5307519461571129,-0.1389619934268235,-0.011086320330752866,-0.9612106387506689,-1.334183816861554,-0.07239364141559859,1.4461343622924336,-0.5190759137265327,-0.32443207552702225,-0.09376526894396152,-0.07555355855655278,0.5011397433295401,-0.17638768996790694,-0.3695212751100385,0.0776845759306263,-0.5645748622263927,-1.077335536213761,0.6783029992509082,0.015200533091387951,0.21132819624997068,-0.13565805412462634,0.15754072863080718,-0.11939916314612653,0.4420156770428106,-0.622987090805896,0.3584503998445266,0.3286405125560353,-0.10121081042272927,0.9383403297908972,-0.22998264227864998,0.3321515803684245,-0.7193071457031468,-0.2500135067196978,-0.8707320541638324,-0.11627811904978796,0.47860429643326957,-0.04080304369338156,1.1915495974184003,-0.5591531382719005,-0.25692461617661005,-0.6190671631488832,0.18696075535789256,-1.003294408000694,0.7648175891553348,-0.1376113186442151,0.2874531253979588,-0.8100118893957468,0.16000433226678148,-0.4474879382849211,-0.3097930667057121
8,-0.35131473869689006,0.05452257363913424,-0.28942452867298346,-0.28265977119664437,-0.3671132812392464,0.1600543198285947,-0.1644016065928277,0.14450885892646928,0.5034983219235891,0.4351652007043248,-0.08280446711650338,-0.3411734687708774,-0.00022689351839493715,0.06574302726456414,-0.16501595096501065,-0.13159599506900274,-0.15429981217118074,-0.25915806282403336,-0.13987277428404774,-0.6252863383307314,0.022952168551047793,0.15082044894353663,0.028635226527277867,0.13209604143530315,0.09840389589249017,-0.3669442319058557,0.4582252812984842,-0.10758276133072629,0.06080918081873381,-0.20613543451629093,-0.10589978265658317,-0.3124996896984665,-0.27324090693031194,-0.14884655439872344,0.044599278094825064,0.32082449841503485,-0.3004208226427977,-0.4348756956499828,-0.22475021154510888,-0.31478590388618266,-0.20406106057819695,0.6573492592546082,0.5285062996959334,-0.35532635370386256,0.16440821860272786,0.21069230555159554,-0.2923668871907555,-0.3658219367482976,-0.45319996515994465,-0.25207820042509765
9,-0.34468085579304825,0.052771708564176796,0.24389267162564662,-1.097580100387019,-0.424876592933722,-0.6059854795763606,0.6041778138986147,-0.15499131943882324,-0.7531344331378945,-0.017971526709019872,0.6202898647902578,0.16139772056293564,0.3904340548830537,-0.048199338375155956,0.1560975384486772,-0.14298346274377588,0.6426698504271414,-0.09143795941467865,-0.007835447725658848,-0.11776957187967974,-0.07281031406082063,-0.34879760380666636,0.046013641201224476,-0.13455330027823217,-0.22975342736166796,0.9120426288599135,-0.6227416683727253,-0.556428961777572,0.3043432924320167,-0.16955414168860886,-0.22968520390920655,0.2387341603160494,0.1926402973500207,-0.6057360910830812,-0.18391626198018504,-0.0883174306875009,-0.3379908334663109,0.05782588727076238,-0.4703798659006228,-0.8644037911850395,-0.25279534810186516,-0.18885047637623037,0.01121137291309134,-0.04207659285012744,-0.5381461001959511,0.3690339987411414,0.38767166116040186,0.5243772129833629,0.48770581198507024,0.4342900783765381
