id,dominant_hue_1,dominant_sat_1,dominant_val_1,dominant_hue_2,dominant_sat_2,dominant_val_2,dominant_hue_3,dominant_sat_3,dominant_val_3,hue_contrast_c1_c2,hue_contrast_c1_c3,hue_contrast_c1_c4,hue_contrast_c1_c5,hue_contrast_c2_c3,hue_contrast_c2_c4,hue_contrast_c2_c5,hue_contrast_c3_c4,hue_contrast_c3_c5,hue_contrast_c4_c5,like_rate_segmentation
,40.0,59.067357512953365,75.68627450980392,23.83561643835617,86.9047619047619,65.88235294117646,32.85714285714287,19.81132075471698,83.13725490196077,16.16438356164383,7.142857142857132,8.421052631578949,8.799999999999997,9.0215264187867,7.743330930064882,7.364383561643834,1.278195488721817,1.6571428571428657,0.3789473684210485,0.0
,5.179856115107913,79.42857142857143,68.62745098039215,202.5,25.0,25.09803921568628,34.11764705882352,71.83098591549296,83.52941176470588,197.32014388489208,28.93779094371561,3.5474166121648185,203.3516124163606,168.38235294117646,193.77272727272728,6.0314685314685335,25.390374331550788,174.413821472645,199.8041958041958,0.0
,229.0909090909091,29.72972972972972,14.509803921568626,20.000000000000018,17.97235023041475,85.09803921568627,34.920634920634924,82.89473684210526,89.41176470588235,209.0909090909091,194.17027417027413,203.4521425710853,229.0909090909091,14.920634920634908,5.638766519823772,20.000000000000018,9.281868400811137,34.920634920634924,25.63876651982379,0.0
,348.3333333333333,62.06896551724138,68.23529411764706,83.99999999999999,29.411764705882355,6.666666666666667,287.4418604651163,20.873786407767,80.7843137254902,264.3333333333333,60.89147286821702,99.7619047619048,16.93146417445479,203.4418604651163,164.57142857142856,247.40186915887853,38.870431893687766,43.96000869376224,82.83044058745,0.0
,359.4642857142857,53.08056872037914,82.74509803921568,302.0869565217391,92.74193548387098,97.25490196078432,351.06382978723406,38.84297520661158,94.90196078431372,57.3773291925466,8.400455927051667,15.644060995184589,50.05252100840335,48.97687326549493,41.73326819736201,7.324808184143251,7.243605068132922,41.65206508135168,34.40846001321876,0.0
,208.69565217391303,47.91666666666666,56.47058823529412,232.5,12.060301507537687,78.03921568627452,342.3529411764706,23.287671232876708,28.627450980392155,23.80434782608694,133.65728900255755,10.234113712374636,194.2275670675301,109.8529411764706,34.038461538461576,218.03191489361703,143.89140271493218,327.8848560700876,183.99345335515545,0.0
,32.14285714285711,12.962962962962957,84.70588235294117,241.8181818181818,100.0,12.941176470588234,214.66666666666669,84.90566037735849,62.35294117647059,209.6753246753247,182.5238095238096,164.01098901098902,153.43853820598008,27.151515151515127,45.66433566433568,56.23678646934462,18.51282051282056,29.08527131782949,10.57245080500894,0.0
,23.333333333333336,16.822429906542062,83.92156862745098,208.0,19.48051948051948,30.19607843137255,34.12844036697247,56.18556701030928,76.07843137254902,184.6666666666666,10.795107033639134,191.0144927536232,18.47619047619048,173.87155963302746,6.347826086956559,203.14285714285708,180.219385719984,29.27129750982961,209.49068322981364,0.0
,256.3636363636363,17.741935483870964,24.31372549019608,223.125,14.545454545454543,86.27450980392157,196.3636363636364,51.29533678756476,75.68627450980392,33.23863636363632,59.99999999999997,240.3291536050156,49.64094728800603,26.76136363636365,207.0905172413793,16.402310924369715,180.32915360501568,10.35905271199394,190.6882063170096,0.0
,196.271186440678,35.54216867469879,65.09803921568627,61.38248847926268,90.7949790794979,93.72549019607844,37.24137931034484,14.871794871794863,76.47058823529412,134.8886979614153,159.02980713033315,1.4752924325614742,29.05807168657961,24.14110916891784,136.3639903939768,105.8306262748357,160.5050995628946,129.97173544375352,30.533364119141083,0.0
,27.200000000000006,49.66887417218543,59.21568627450981,38.57142857142853,14.893617021276604,73.72549019607844,39.23076923076923,27.95698924731182,36.47058823529412,11.371428571428527,12.030769230769229,16.098969072164945,94.25161290322582,0.6593406593406996,4.727540500736417,82.8801843317973,4.068199841395717,82.2208436724566,78.15264383106087,0.0
,28.695652173913047,88.46153846153845,10.196078431372548,23.636363636363605,14.932126696832576,86.66666666666667,35.3932584269663,77.7292576419214,89.80392156862746,5.059288537549442,6.697606253053252,187.01863354037263,14.225063938618932,11.756894790602692,192.0779220779221,9.16577540106949,180.3210272873194,20.922670191672182,201.2436974789916,0.0
,100.0,1.874999999999993,62.74509803921568,204.00000000000003,10.752688172043005,36.47058823529412,205.4237288135593,81.37931034482759,56.86274509803921,104.00000000000004,105.42372881355932,213.33333333333348,80.0,1.4237288135592792,109.33333333333346,24.00000000000003,107.90960451977418,25.423728813559308,133.33333333333348,0.0
,7.999999999999971,5.905511811023623,99.6078431372549,41.999999999999886,5.49450549450549,71.37254901960785,31.73553719008265,57.345971563981045,82.74509803921568,33.999999999999915,23.73553719008268,13.290322580645192,16.07185628742518,10.26446280991724,20.709677419354723,17.928143712574734,10.445214609437482,7.663680902657493,2.781533706779989,0.0
,5.7142857142857135,68.85245901639344,71.76470588235294,13.333333333333348,36.73469387755102,19.215686274509803,180.0,0.3921568627450966,100.0,7.619047619047635,174.28571428571428,350.3061224489796,8.880308880308881,166.66666666666666,342.687074829932,1.2612612612612466,176.0204081632653,165.40540540540542,341.4258135686707,0.0
,0.0,2.1097046413502154,92.94117647058825,0.0,16.666666666666664,18.823529411764707,334.2857142857142,11.413043478260876,72.15686274509804,0.0,334.2857142857142,325.4545454545455,330.90909090909093,334.2857142857142,325.4545454545455,330.90909090909093,8.831168831168725,3.376623376623286,5.454545454545439,0.0
,0.0,5.063291139240512,92.94117647058825,32.85714285714285,20.48780487804879,80.3921568627451,0.0,100.0,0.392156862745098,32.85714285714285,0.0,7.8082191780821875,31.401869158878505,32.85714285714285,25.04892367906066,1.4552736982643424,7.8082191780821875,31.401869158878505,23.59364998079632,0.0
,266.6666666666667,9.374999999999996,37.64705882352941,42.00000000000005,4.608294930875573,85.09803921568627,252.00000000000003,22.727272727272712,25.882352941176467,224.66666666666663,14.666666666666655,2.342342342342363,266.6666666666667,210.0,222.32432432432427,42.00000000000005,12.324324324324294,252.00000000000003,264.3243243243243,0.0
,180.0,18.269230769230774,40.78431372549019,60.0,1.843317972350224,85.09803921568627,144.0,30.303030303030305,64.70588235294117,120.0,36.0,117.0,168.57142857142858,84.0,2.999999999999986,48.57142857142858,81.00000000000001,132.57142857142858,51.57142857142857,0.0
,121.5,95.61752988047807,98.4313725490196,12.631578947368382,9.844559585492222,75.68627450980392,9.411764705882357,35.17241379310344,56.86274509803921,108.8684210526316,112.08823529411762,195.64285714285705,221.7,3.219814241486027,304.51127819548867,330.5684210526316,307.7310924369747,333.7882352941176,26.05714285714293,0.0
,35.9999999999999,4.048582995951414,96.8627450980392,35.593220338983045,35.54216867469879,65.09803921568627,33.5593220338983,41.54929577464789,55.68627450980392,0.4067796610168557,2.440677966101603,3.599999999999909,4.69565217391294,2.0338983050847474,3.1932203389830534,4.288872512896084,1.159322033898306,2.254974207811337,1.095652173913031,0.0
,133.84615384615384,16.66666666666668,30.58823529411765,350.0,28.436018957345965,82.74509803921568,180.0,50.0,0.7843137254901961,216.15384615384616,46.15384615384616,208.4073672806068,11.868131868131854,170.0,7.746478873239425,204.2857142857143,162.25352112676055,34.285714285714306,196.53923541247488,0.0
,354.54545454545456,10.000000000000002,86.27450980392157,10.726256983240225,90.86294416243656,77.25490196078432,250.90909090909088,44.0,19.607843137254903,343.8191975622144,103.63636363636368,153.3065164923572,148.83116883116887,240.18283392585064,190.5126810698572,194.98802873104543,49.67015285599351,45.194805194805184,4.475347661188323,0.0
,148.0,7.772020725388604,75.68627450980392,195.0,5.88235294117647,26.666666666666668,15.789473684210522,49.56521739130435,90.19607843137256,46.99999999999994,132.21052631578948,210.68131868131863,30.45493562231757,179.21052631578942,163.68131868131871,16.545064377682365,342.89184499710814,162.66546193810706,180.22638305900108,0.0
,169.99999999999997,97.7777777777778,52.94117647058824,8.500000000000002,76.43312101910828,61.5686274509804,34.28571428571427,6.481481481481485,84.70588235294117,161.49999999999997,135.7142857142857,12.641509433962227,160.85714285714283,25.78571428571427,148.85849056603774,0.6428571428571423,123.07277628032348,25.142857142857125,148.2156334231806,0.0
,0.0,0.0,0.0,37.50000000000001,12.182741116751268,77.25490196078432,41.818181818181806,39.52095808383233,65.49019607843137,37.50000000000001,41.818181818181806,33.00000000000001,39.99999999999999,4.318181818181799,4.5,2.499999999999986,8.818181818181799,1.818181818181813,6.999999999999986,0.0
