,0,1,2,3,4,5,6,7,8,9,10,11
0,0.09394002567589915,0.09707345644169743,0.0987299866592048,0.10091544127168842,0.1033620061483635,0.10584483683871904,0.10792510307048171,0.10890493792519351,0.10668965153585083,0.09965032386148508,0.09483804383432483,0.09295005817199227
1,0.2624307377097545,0.2654330332951983,0.2628910489338972,0.26098288151356025,0.2593372063145085,0.2587405328930872,0.2619275698721847,0.27132011174829856,0.2789210003265963,0.27276375143019593,0.26691764222631686,0.26301170765950155
2,0.2027068415140078,0.20670923774712316,0.20679892605847314,0.207736593934661,0.2091988309263174,0.2112540717124943,0.21444358648947537,0.21898038640844514,0.21988503833213638,0.21104366767898602,0.20492856204143486,0.20206546677134157
3,0.16984072122186752,0.17413901811798937,0.1740724890401036,0.17422346790123458,0.17451570202289063,0.17497992014035788,0.17577158230362716,0.1769890730708079,0.175840817447855,0.16885825885093872,0.16607967976615445,0.1668074758599497
4,0.17287728126141652,0.1760669143560391,0.1758520372091632,0.17661261550760396,0.17817073174483408,0.18050943348849705,0.183635813322661,0.18717628753989551,0.18725399627432324,0.17931508069950217,0.1741439065721336,0.17207135359561407
5,0.13631609591518992,0.13533300158538003,0.13283093771142784,0.1324540720849538,0.13419769340580187,0.13825416510271513,0.1447313869069168,0.1526341634026649,0.15671194843453798,0.15117590566643346,0.14494039320330065,0.13962267924546604
6,0.2587886121996446,0.26197954925361333,0.25834828141962646,0.2548943103337216,0.2517422023090237,0.2497528214867789,0.2512553717644838,0.2581574609085615,0.26387844772901187,0.2590572216969294,0.2569715837394513,0.25705483918846284
7,0.36586281639429274,0.3717032935946943,0.36893501592364747,0.36740420120212197,0.3670997259584604,0.3686603954260748,0.3735240254411982,0.3822014166887218,0.3860588105215796,0.3736222515175078,0.36599568137930893,0.36364924132205145
8,0.1328694696555543,0.13626748969151092,0.13888891237438666,0.1425989594586176,0.1466423117577491,0.15085874846952552,0.15547487749922526,0.16011672587971076,0.15998990712505004,0.15023141529509035,0.1409906684558382,0.13455694282176145
9,0.22284033355316152,0.22864196027323722,0.22921063423876298,0.23036727357525477,0.23191746250762155,0.23380318921503898,0.2359396389436008,0.23798795745108636,0.236018024825473,0.2254203647005816,0.2199917673596583,0.21952776582239075
10,0.1798735850484316,0.17776361363203347,0.1725856018328496,0.16923597298291426,0.16804354304510022,0.1698511179523582,0.1763824119952709,0.18825677701381668,0.19761344299229425,0.19476212240722068,0.18970512091552094,0.18418842633716287
11,0.2566362743535236,0.26144562927610066,0.2610102300549431,0.26162435497621334,0.26298970520524156,0.2653761056352483,0.2697604741181602,0.27632219790261847,0.27805432674112507,0.26691006569141545,0.2590916148622317,0.25566028437874916
