,Wmc,Wmc2,Wmc3,Wmc4,Wmc5,Wmc6,Wmc7,Wmc8,Wmc9,Wmc10,Wmc11,Wmc12,Wmc13,Wmc14,Wmc15,Wmc16,Wmc17,Wmc18,Wmc19,Wmc20,Wmc21,Wmc22,Wmc23,Wmc24,Wmc25,Wmc26,Wmc27,Wmc28,Wmc29,Wmc30,Wmc31,Wmc32,Wmc33,Wmc34,Wmc35,Wmc36,Wmc37,Wmc38,Wmc39,Wmc40,Wmc41,Wmc42,Wmc43,Wmc44,Wmc45,Wmc46,Wmc47,Wmc48,Wmc49,Wmc50,Wmc51,Wmc52,Wmc53,Wmc54,Wmc55,Wmc56,Wmc57,Wmc58,Wmc59,Wmc60,Wmc61,Wmc62,Wmc63,Wmc64,Wmc65,Wmc66,Wmc67,Wmc68,Wmc69,Wmc70,Wmc71,Wmc72,Wmc73,Wmc74,Wmc75,Wmc76,Wmc77,Wmc78,Wmc79,Wmc80,Wmc81,Wmc82,Wmc83,Wmc84,Wmc85,Wmc86,Wmc87,Wmc88,Wmc89,Wmc90,Wmc91,Wmc92,Wmc93,Wmc94,Wmc95,Wmc96,Wmc97,Wmc98,Wmc99,Wmc100,Wmc101,Wmc102,Wmc103,Wmc104,Wmc105,Wmc106,Wmc107,Wmc108,Wmc109,Wmc110,Wmc111,Wmc112,Wmc113,Wmc114,Wmc115,Wmc116,Wmc117,Wmc118,Wmc119,Wmc120,Wmc121,Wmc122,Wmc123,Wmc124,Wmc125,Wmc126,Wmc127,Wmc128,Wmc129,Wmc130,Wmc131,Wmc132,Wmc133,Wmc134,Wmc135,Wmc136,Wmc137,Wmc138,Wmc139,Wmc140,Wmc141,Wmc142,Wmc143,Wmc144,Wmc145,Wmc146,Wmc147,Wmc148,Wmc149,Wmc150
563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,1,1,0,1,2,0,1,3,1,2,3,6,7,6,8,5,10,11,13,17,18,18,16,21,28,36,47,56,53,73,76,91,86,111,149,152,182,245,299,325,418,552,595,712,870,1089,1328,1543,2004,2455,3097,3994,4868,6378,8372,10768,14633,20482,29430,44745,72070,146279,940681,288881,103625,57471,36198,24498,16942,12055,8872,6494,4997,3778,2920,2289,1808,1483,1198,983,799,617,536,450,346,317,251,212,190,148,127,115,100,73,83,63,51,50,29,38,34,32,25,28,21,22,13,5,12,9,11,1,2,5,1,1,1,1,3,2,2,1,3,0,1,1,0,1,1
562,2,0,0,0,1,0,0,0,0,1,0,1,1,1,1,4,2,3,0,0,1,0,1,0,4,1,6,5,8,1,6,11,9,6,9,13,10,13,16,27,26,16,31,31,38,38,45,50,71,72,72,91,112,154,166,212,213,311,413,544,646,755,811,1063,1398,1972,2994,4609,8270,19973,65252,19637,8167,4481,2951,1944,1411,1079,835,617,476,410,336,237,217,189,157,149,119,100,71,79,48,50,53,29,37,25,29,24,22,13,10,9,11,9,6,10,2,4,3,5,3,4,0,4,3,1,2,0,3,1,0,0,2,1,0,1,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
561,1,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,1,0,3,3,4,1,1,2,2,2,3,5,8,5,10,10,18,9,19,21,21,34,42,35,39,55,38,40,69,61,92,92,127,127,144,172,189,237,272,289,357,405,526,621,716,877,1095,1210,1425,1717,2105,2450,3035,3726,4548,5773,7360,9594,12494,16997,23775,36149,58770,116425,771100,201992,79166,45368,28772,19312,13412,9516,7213,5637,4267,3514,2783,2321,1857,1595,1315,1182,974,833,655,585,493,412,346,320,272,238,199,182,143,128,101,87,93,84,64,64,40,54,67,43,32,22,34,18,20,20,17,11,13,9,6,5,8,1,1,4,5,0,0,0,1,2,2,1,0,0,0,1
560,1,0,1,1,1,0,3,2,3,2,2,1,0,0,0,1,1,4,3,3,7,1,4,8,3,5,13,17,6,13,19,13,13,21,23,26,24,30,28,34,34,55,52,65,64,70,77,105,102,119,143,144,183,236,251,358,728,855,469,590,592,771,872,1119,1374,1664,2130,2730,3632,5208,7814,13080,30360,119455,36106,14427,8254,5230,3741,2695,2144,1727,1405,1110,940,778,722,630,504,494,394,335,308,280,254,203,210,191,170,169,146,126,97,112,75,98,86,66,63,54,48,40,44,32,22,29,20,23,18,24,14,15,15,6,9,5,6,8,7,5,4,2,6,1,1,4,2,1,2,0,3,0,1,2,1,3,1,3,0,2
559,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,1,2,0,3,2,2,3,8,5,8,7,4,11,6,6,6,9,16,8,18,20,23,33,54,60,69,115,169,199,183,151,154,173,179,222,211,283,324,385,465,597,701,914,1191,1508,2049,2759,3700,5291,7703,11473,21451,54093,114305,36009,16409,9760,6400,4660,3426,2472,1849,1558,1130,903,712,571,523,378,332,261,215,164,144,106,111,90,94,67,53,54,50,30,35,32,27,32,18,20,18,19,7,4,12,9,6,5,4,6,8,7,5,7,4,5,2,0,1,1,1,1
558,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,1,0,1,0,1,0,3,1,8,3,6,19,6,7,5,16,7,12,19,16,27,703,447,101,43,31,22,35,24,27,53,48,47,53,62,89,100,118,241,288,427,416,611,847,1614,5707,148057,32179,3545,1705,923,584,501,373,353,289,168,118,73,42,68,43,41,48,25,20,24,21,18,12,15,16,8,15,10,4,9,4,3,4,5,8,1,3,3,3,2,0,2,0,1,0,1,1,1,0,0,0,1,1
557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,3,17,11,39,16,12,14,42,350,179,108,146,287,228,149,121,105,168,178,147,224,241,999,1108,609,984,634,672,718,938,1084,1466,1763,2510,2902,3586,4927,6310,8102,11537,15429,21862,33777,55344,103482,233709,608350,239361,102753,56094,35086,22116,15826,11085,7840,5460,4487,3720,2793,2057,1564,1836,1160,921,892,1076,533,402,384,308,246,219,249,216,188,202,365,420,436,310,547,103,160,38,10,19,4,4,0,0,2,8,1,0,3,1,2,12,4,9,4,3,0,1
556,1,1,0,0,0,0,3,2,0,2,3,2,0,6,5,5,8,6,15,17,12,16,34,23,25,30,34,35,49,54,55,73,90,106,98,115,128,158,190,215,219,237,261,310,340,350,447,487,565,680,763,934,973,1107,1256,1446,1648,2039,2370,2683,3095,3678,4199,4805,5750,6516,7877,9373,11444,13719,17352,21855,28130,38130,55921,83059,153402,801224,184201,92048,59469,41011,29662,22382,17382,13862,11371,9162,7555,6380,5342,4593,3933,3418,2878,2470,2090,1880,1558,1414,1122,1016,926,811,657,584,493,474,439,361,310,272,287,243,185,162,177,116,131,120,88,54,72,62,59,47,38,38,24,23,25,10,11,13,16,5,6,7,4,6,3,6,1,1,0,0,0,1,1,2
555,3,1,0,1,1,0,0,0,2,1,0,1,0,1,0,0,1,2,4,3,0,2,3,3,4,3,4,1,5,7,8,9,7,12,4,12,14,14,9,22,28,24,22,31,29,39,40,51,46,57,58,70,111,108,132,126,150,197,233,272,330,353,480,504,600,633,783,924,1113,1661,2093,3269,2440,4019,3555,4413,7066,8882,10125,14040,18891,25875,37310,58008,98513,264828,830656,286574,103737,60210,39857,27553,18888,14886,10198,7602,5976,4506,3697,2926,2255,1816,1461,1223,959,761,678,531,451,404,296,273,214,175,157,124,100,78,67,44,36,46,32,33,33,14,15,16,10,13,5,5,11,4,6,4,4,5,1,3,0,2,0,3,1,2,0,1,1,1
554,1,0,0,0,0,0,1,0,6,3,2,3,6,5,3,4,2,2,2,7,4,4,2,5,1,6,11,7,13,7,10,12,15,14,17,16,19,19,24,32,25,41,43,42,53,48,50,64,76,83,96,121,109,139,140,168,188,247,246,288,342,371,471,522,622,722,817,946,1129,1377,1692,1995,2470,2960,3754,4765,6103,8164,10750,14026,20089,30979,54287,150696,373601,72037,37889,23601,15783,11529,8546,6479,5224,4079,3336,2670,2082,1817,1540,1220,1072,853,756,642,539,408,394,309,274,215,201,161,129,120,89,82,69,69,62,52,45,42,33,20,24,19,12,15,16,9,7,9,2,7,1,2,2,5,3,3,1,0,0,0,3,1,0,0,2,1
553,2,0,0,1,0,0,0,0,0,0,1,0,3,4,3,2,5,4,6,11,6,12,5,9,12,9,13,19,24,24,29,23,37,27,37,50,46,53,66,64,68,86,102,113,130,111,159,159,185,201,265,276,348,343,429,544,596,707,843,938,1220,1417,1735,2180,2643,3313,3997,5072,6355,8371,10991,14147,19293,28308,42524,75401,209882,759218,119207,57239,34500,23631,16689,12267,9054,6940,5472,4323,3395,2649,2212,1764,1474,1218,1018,846,643,594,463,363,371,276,246,203,188,148,130,122,111,101,67,67,56,53,51,40,27,33,28,18,16,13,16,18,10,11,7,7,5,11,4,5,4,3,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1
552,3,0,0,0,0,0,0,0,1,0,3,1,3,1,1,1,2,2,1,4,1,2,3,2,5,7,9,13,5,10,13,11,10,12,18,11,23,25,26,34,33,37,47,35,63,66,87,75,112,104,117,139,166,215,209,228,293,347,391,401,489,587,634,732,820,920,1117,1271,1508,1717,2108,2432,2845,3680,5545,5536,6806,8903,11328,15022,20605,28958,45096,78433,186023,605879,120208,63565,38303,25971,18901,14024,11029,8724,6986,5580,4363,3401,2685,2198,1699,1486,1197,1006,757,639,586,460,362,320,287,261,199,177,132,112,90,84,84,70,60,49,43,32,34,24,18,14,13,22,12,8,4,10,6,2,2,4,1,1,4,6,3,5,1,2,1,1,0,1
551,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,3,1,2,5,2,1,2,1,5,11,9,9,17,16,13,23,18,24,28,45,49,54,55,63,63,81,92,112,116,153,185,198,230,263,309,366,407,503,577,641,747,939,1046,1259,1454,1568,1903,2200,2592,3096,3610,4110,4917,5657,6827,8045,9558,13727,13839,16774,20962,26051,33608,44567,63491,103679,233364,514162,147036,80721,55607,40807,31217,24951,20074,15902,12970,10555,8618,7143,5916,4987,3955,3341,2734,2342,1943,1556,1306,1120,938,753,632,529,444,397,324,252,221,181,167,132,111,76,63,54,58,49,42,24,34,17,11,18,15,7,10,15,4,6,7,6,5,1,3,2,0,0,1,1,0,0,0,2
550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,0,2,6,1,7,9,5,4,10,17,9,10,19,26,16,14,21,29,44,70,92,128,149,175,301,237,159,77,62,91,76,88,111,138,128,141,179,196,222,302,341,432,523,709,897,1367,2394,5238,25810,197787,19074,4533,2327,1377,924,666,528,413,329,238,187,198,150,97,94,79,81,71,58,47,62,56,39,29,31,27,28,24,21,20,23,14,11,9,10,3,15,9,8,5,11,8,7,0,1,0,1,1,2,1,1,0,1,1,1,2
549,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,2,1,4,3,1,2,2,2,4,3,6,3,5,2,4,7,8,15,15,10,12,16,20,16,15,25,18,25,33,33,41,44,46,54,65,75,99,119,106,131,146,195,215,226,226,332,373,437,483,589,2444,746,913,1122,1321,1539,1782,2062,2487,2844,3391,4039,4796,5942,7323,9287,11809,16290,22296,33544,54734,103038,349265,89240,50708,31491,22807,16030,12298,9081,7128,5604,4367,3417,2591,2137,1675,1334,1046,871,640,537,454,341,251,221,174,139,122,83,69,56,58,42,32,25,25,14,11,10,3,6,7,3,2,2,2,3,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,1
548,2,0,1,4,1,3,1,3,3,2,7,5,8,4,9,7,13,15,18,20,25,28,34,32,37,43,37,54,52,79,93,98,109,134,125,167,146,215,223,269,281,360,395,413,515,554,689,765,904,1013,1216,1316,1644,1900,2164,2710,3151,3768,4509,5455,6350,7728,9474,11767,14359,18139,23181,30451,38619,53855,83230,160764,919102,271932,108438,66667,45971,33776,25878,19883,15630,12570,9958,8109,6592,5385,4507,3656,3042,2526,2060,1685,1420,1245,977,819,708,625,498,417,388,306,305,244,234,178,138,144,115,108,91,94,78,63,51,40,41,34,24,22,25,22,22,22,14,12,8,10,9,7,6,8,6,1,1,0,0,2,0,1,0,2,2,1,0,0,0,0,0,1
547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,28,19,8,4,4,5,4,5,6,7,9,5,16,24,20,7,13,9,5,6,11,7,11,9,9,10,12,10,18,1963,33,39,48,64,78,97,134,182,248,294,376,566,723,1190,1592,2396,3241,4077,6391,10855,20811,59412,793434,131982,30927,13656,7797,4726,3278,2237,1758,1289,1002,908,570,460,389,274,224,136,90,88,48,45,24,17,11,13,15,9,7,11,7,13,7,10,14,32,26,62,169,140,155,97,63,46,37,45,60,60,54,79,124,223,126,75,25,2
546,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,1,1,1,2,1,3,5,4,5,10,9,14,13,13,15,18,15,19,15,17,24,28,17,40,37,29,47,36,51,35,56,67,59,70,73,89,122,134,130,181,291,413,369,465,449,542,462,552,622,773,928,1099,1288,1493,1898,2434,3021,4120,5249,7312,10909,18077,38775,190105,77638,27471,14942,9644,6736,5046,3915,2946,2374,1935,1579,1335,1027,958,760,583,486,449,359,327,257,220,185,173,153,101,123,101,76,72,71,53,61,50,50,36,26,41,21,22,14,13,11,16,15,13,13,11,5,9,4,3,2,1,1,2,2,1,0,2,0,1
545,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,5,1,2,3,1,2,3,2,5,1,9,8,7,11,10,13,10,5,9,13,14,19,26,43,145,83,53,33,45,47,60,63,79,100,115,123,139,161,229,275,367,420,584,726,981,1467,2342,4579,12701,4340,2298,1395,1002,758,574,389,311,268,208,148,149,108,101,82,83,64,55,42,45,33,38,27,25,18,19,17,12,8,13,14,13,8,11,6,11,7,7,5,4,4,11,2,3,0,4,0,2,3,1,0,1,1,0,1
544,2,1,1,0,1,0,1,0,2,1,1,0,1,3,1,6,6,2,3,5,7,12,9,16,15,19,19,17,21,34,30,40,45,48,53,53,63,94,94,112,89,134,122,137,192,203,188,237,278,317,383,411,477,522,669,722,858,975,1152,1294,1513,1808,2140,2549,3022,3638,4540,5457,6954,8885,11196,15022,20470,31046,57140,407113,148696,49552,28564,18761,13440,10125,7751,6023,4786,3720,3118,2524,2125,1746,1450,1167,1039,898,712,629,496,446,353,317,269,266,215,201,156,152,141,132,105,103,98,87,81,68,56,65,51,45,25,30,36,18,26,7,20,19,15,9,9,16,6,7,8,1,6,2,2,1,2,1,2,0,1,1,0,0,0,1,0,1
543,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,0,0,2,0,1,2,0,1,0,2,1,1,2,5,5,5,2,4,5,7,6,15,13,17,25,33,31,37,56,47,73,96,80,105,120,142,162,189,230,252,326,408,539,583,768,877,1093,1415,1624,2217,2711,3330,4540,5382,7228,9223,13127,17792,25163,38941,66925,158037,84561,46095,28033,19125,13859,10302,7905,6341,4656,3628,2867,2284,1869,1539,1204,925,841,634,518,447,377,306,236,201,160,148,117,114,106,77,63,67,64,44,31,26,32,16,17,9,13,8,4,8,2,1,2,4,2,2,1,1,1,1,0,0,1,0,1,1,0,0,0,2,2,0,0,1,0,0,0,1
542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,3,2,0,1,0,0,0,0,0,4,0,1,1,4,5,2,3,8,25,28,16,19,24,43,51,39,40,64,42,49,46,57,1080,49,65,86,112,134,176,180,287,333,455,594,845,1047,1276,1626,2035,2694,3799,5865,8788,16886,43717,110477,23260,12192,6978,4577,3335,2310,1719,1386,995,741,649,527,443,321,282,205,201,160,151,117,72,73,54,51,46,46,28,10,14,11,12,1,2,4,1,3,3,3,0,3,3,2,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1
541,1,0,0,0,0,0,0,1,0,0,1,1,2,1,0,2,1,4,1,4,6,4,3,1,3,4,7,13,11,14,16,18,12,22,22,25,34,32,26,32,49,44,57,65,80,74,83,94,110,159,167,178,218,261,292,367,390,463,566,677,769,993,1053,1409,1664,2014,2622,3307,4167,5358,7123,9744,14136,23138,44858,215791,105537,36600,20104,12891,9082,6413,4770,3653,2803,2195,1705,1376,1133,917,715,664,524,416,372,255,260,206,209,157,134,124,108,94,77,69,66,61,43,41,37,36,25,30,17,18,17,9,15,10,9,7,4,7,7,3,5,8,5,3,3,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,1
540,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,1,1,0,1,2,0,2,3,1,1,3,4,6,4,10,5,14,4,6,12,11,17,21,25,34,27,55,61,70,80,88,118,155,159,247,295,406,507,759,1467,988,1191,1557,2035,2534,3107,4036,5320,7301,9727,13465,19517,29361,49397,129160,97707,48706,29548,19334,13268,9679,7047,5216,3845,3012,2260,1721,1426,1071,853,709,534,393,351,284,234,209,174,132,105,78,57,38,59,39,29,22,17,12,15,13,13,7,8,10,4,2,5,2,4,2,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
539,1,0,0,1,1,0,0,1,0,0,0,4,4,2,2,5,3,4,8,3,6,8,6,10,13,9,15,12,18,18,22,21,35,56,45,40,59,78,79,78,120,116,143,158,179,177,217,289,271,347,398,490,537,633,755,901,1047,1190,1458,1635,2029,2358,2888,3337,4049,4959,6047,7477,9099,11566,14830,19675,27157,40387,63667,163675,801091,103362,54110,34009,23147,16580,12261,9347,7183,5754,4465,3669,2924,2394,1944,1628,1396,1166,1030,827,775,643,525,456,408,377,295,207,215,186,156,142,142,109,98,84,84,62,61,49,48,43,37,30,20,34,23,15,19,20,19,15,10,13,6,11,4,2,4,6,3,2,1,4,5,2,1,2,1,0,0,0,0,1
538,2,0,0,1,0,0,0,0,0,1,2,0,1,1,1,1,0,0,2,1,3,0,1,3,1,2,0,3,3,7,5,11,11,12,15,20,25,36,26,32,26,41,39,45,71,69,86,97,138,166,210,267,379,350,415,460,503,693,820,1031,1273,1493,1802,2413,3168,4464,6882,11657,23067,97238,129291,27623,12044,7427,4898,3239,2447,1824,1335,1021,764,609,506,425,370,323,282,258,229,191,173,149,103,116,100,88,89,74,64,58,36,46,57,37,32,21,29,28,24,17,21,17,17,8,8,7,5,8,2,4,7,1,3,4,2,3,0,3,1,3,0,0,1,1,1,0,0,0,0,1,0,1,0,0,4,0,2,0,0,2
537,1,1,0,0,0,0,0,2,3,3,4,2,2,3,3,4,9,2,10,19,13,20,26,22,25,23,41,36,43,43,52,56,77,87,89,114,125,138,157,168,188,194,242,263,303,321,352,394,482,517,571,667,810,877,1039,1238,1377,1661,1865,2398,2863,3212,3861,4684,5618,6938,8481,10590,13413,16909,22053,30459,44919,81576,425870,135435,58173,36414,25811,19294,14693,11248,8799,6992,5787,4577,3948,3241,2686,2303,1983,1645,1370,1182,1052,900,723,649,537,447,388,322,283,287,243,236,185,155,156,133,104,101,110,83,60,55,54,47,39,37,42,36,30,27,14,22,24,15,19,8,15,8,3,7,4,9,5,3,4,2,1,1,0,2,2,1,3,2,2,3
536,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,2,1,0,6,1,1,0,2,0,1,3,5,1,3,3,2,3,4,6,6,3,6,8,6,6,8,10,9,16,11,17,18,17,24,26,27,23,46,43,32,40,55,38,55,59,66,53,80,106,107,128,139,166,187,215,295,288,345,443,590,720,954,1291,1801,3279,7310,3500,1888,1233,996,667,497,452,342,283,231,222,180,174,133,136,112,105,61,78,79,55,46,41,38,30,37,30,22,42,27,18,22,17,15,14,11,13,7,10,8,5,4,10,8,3,5,4,5,3,2,2,1,2,3,1,1,1,1,2,1,1,1
535,1,0,0,0,2,1,0,1,0,0,0,1,3,3,2,6,2,3,4,1,7,4,4,10,10,16,12,7,17,18,20,10,16,30,36,28,47,51,41,53,71,60,102,102,120,151,168,189,222,246,279,338,369,437,515,600,738,890,1074,1253,1645,2038,2494,3156,4282,5678,8425,15236,31534,16106,8076,5247,4142,3113,2472,1879,1535,1247,948,775,653,545,476,377,328,291,268,235,199,167,170,154,144,126,129,95,91,94,91,67,72,70,69,52,43,42,53,39,36,33,35,37,17,20,21,14,25,16,19,15,10,15,8,8,4,6,6,8,3,10,6,1,3,3,4,1,1,1,0,1,0,0,1,0,1,0,2,0,1,1
534,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,3,5,9,9,9,13,6,11,9,13,9,18,14,21,18,25,29,27,39,26,56,58,61,59,56,70,79,84,99,109,104,126,131,129,165,181,197,238,268,316,328,393,491,503,633,717,834,1005,1174,1433,1699,2082,2518,3209,4039,6026,6926,8711,12381,15831,21637,32036,52024,101251,837653,288740,84012,45897,29379,19771,14081,10238,7714,5917,4398,3510,2814,2166,1869,1520,1249,1018,848,756,598,529,454,421,351,275,237,198,189,156,132,139,118,110,77,75,61,55,44,34,46,37,28,19,24,21,12,23,9,15,9,8,5,8,4,7,4,2,6,3,4,0,1,1,0,0,0,1,1
533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,0,0,0,0,0,1,4,2,3,2,1,4,0,1,0,0,1,0,0,0,1,4,10,7,8,13,7,14,19,20,37,30,92,76,88,129,239,251,314,364,417,456,559,660,792,968,1101,1329,1609,1717,2325,2757,3655,4842,6492,8640,12132,20483,207492,95956,20031,12158,8949,6534,4921,3902,2902,2287,1934,1555,1262,1110,906,764,620,490,401,305,258,209,161,126,93,71,72,46,37,21,11,11,11,11,9,7,2,5,0,0,1,2,0,0,0,0,1
532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,6,8,8,12,13,16,12,15,17,17,27,30,38,45,42,51,74,90,106,112,127,156,179,235,272,325,1319,431,523,610,741,934,1145,1361,1634,2102,2656,3407,4654,5847,8249,11723,17259,32067,109880,515667,52607,24393,14717,10069,7146,5196,3854,2939,2274,1751,1415,1102,826,757,613,474,397,364,264,257,253,260,191,167,136,110,105,81,58,46,71,43,25,36,31,23,26,9,8,3,6,7,3,2,9,4,3,4,6,1,1,1,6,0,0,0,6,3,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
531,2,0,0,0,0,0,1,0,1,1,0,0,2,1,1,4,3,2,10,8,12,5,11,15,18,19,33,37,31,43,51,45,80,89,104,120,157,155,164,198,249,282,368,382,406,483,567,660,823,920,1045,1159,1396,1508,1758,2047,2333,2749,3172,3630,4295,4957,5868,6974,8066,9634,11478,13822,17284,22050,28179,38313,55313,101164,258463,187751,80512,49709,35532,26997,20884,16702,13566,11081,9113,7650,6551,5481,4794,4034,3465,3046,2670,2206,1938,1642,1486,1199,1054,878,797,689,625,503,462,353,316,253,243,205,175,161,126,99,92,69,68,53,35,58,35,31,21,24,9,12,6,7,2,5,4,1,5,2,1,2,3,0,2,0,2,1,0,0,1,0,0,0,0,1
530,2,0,0,0,2,0,0,0,1,0,1,1,3,1,3,0,2,2,3,3,0,8,1,8,7,9,7,11,9,9,13,12,14,15,24,23,42,29,35,39,42,36,31,45,72,50,75,82,96,122,136,169,155,213,214,232,262,296,361,424,474,565,673,776,1006,1087,1385,1708,2049,2499,3148,4053,5495,7604,10601,16230,28282,51373,30980,17613,11284,7765,5519,4203,3189,2539,2037,1648,1394,1197,950,746,651,557,494,418,345,302,268,224,181,183,141,115,126,90,98,80,57,67,53,61,37,35,30,31,17,27,14,24,13,10,18,12,10,14,11,3,7,4,7,5,2,3,3,3,0,0,1,1,1,1,2,0,1,1,0,0,0,1
529,1,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,2,1,3,2,4,5,2,3,6,3,7,6,9,10,8,11,13,20,15,12,23,36,37,46,35,45,69,58,71,88,124,116,139,181,196,633,330,349,430,494,604,702,822,1084,1275,1597,2008,2468,3219,4182,5660,7629,11297,16544,26526,49104,128795,144107,51591,28014,17069,11498,7924,5625,4216,3168,2363,1915,1512,1200,904,773,613,510,399,360,254,219,179,153,136,123,109,77,70,43,40,26,34,20,26,20,19,7,20,12,10,6,7,6,2,5,7,3,1,3,3,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
528,3,0,0,1,0,1,0,0,0,2,2,0,1,0,3,1,2,2,2,1,4,1,4,1,5,4,4,2,8,3,4,7,6,7,7,7,8,6,9,7,15,10,16,16,28,19,36,29,39,43,43,52,62,75,96,83,127,196,219,260,323,383,508,730,944,1395,1955,2921,4839,8890,27571,17052,6977,3974,2475,1741,1221,879,686,523,363,279,246,193,159,122,110,86,75,63,69,45,48,40,35,26,30,14,19,20,17,15,11,10,14,15,4,8,4,6,5,6,6,9,3,5,3,3,0,3,2,0,0,2,1,1,1,1,1,0,0,2,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1
527,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,3,0,3,3,8,3,1,4,3,2,1,3,1,5,4,9,3,6,7,9,2,9,18,12,12,19,26,37,51,74,96,326,279,245,181,150,152,160,209,229,334,450,591,744,1010,1548,2337,3510,5569,9314,18657,57248,254945,40961,16403,8466,4998,3203,2300,1703,1139,857,623,472,325,229,231,148,177,134,94,58,53,48,32,21,19,19,21,25,8,9,13,6,9,7,10,5,6,4,8,5,4,7,2,3,7,3,3,4,5,8,5,11,3,2,0,0,1,1,3,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
526,2,0,0,0,0,0,0,0,1,1,1,2,1,1,0,2,1,0,2,4,3,6,5,4,6,6,6,9,9,4,3,12,13,17,8,19,14,26,27,18,34,40,36,42,50,48,70,65,62,88,126,122,163,148,188,238,261,327,403,449,540,728,909,1238,1636,2173,3023,4812,13731,83825,8624,4046,2635,1903,1340,1121,794,609,508,435,363,241,207,180,145,118,101,81,75,79,57,50,45,36,32,25,25,18,24,17,12,14,11,8,6,12,6,6,4,6,2,5,5,3,6,2,3,1,5,1,1,0,0,2,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,3,753,6,2,6,14,11,24,40,31,72,47,72,87,90,104,147,163,156,172,224,351,412,556,596,613,849,1465,2040,3422,8031,120110,24082,5361,2614,1464,1027,750,528,311,280,193,175,149,147,120,147,239,202,177,140,97,92,54,41,40,38,45,27,5,3,1
