,Wmc,Wmc2,Wmc3,Wmc4,Wmc5,Wmc6,Wmc7,Wmc8,Wmc9,Wmc10,Wmc11,Wmc12,Wmc13,Wmc14,Wmc15,Wmc16,Wmc17,Wmc18,Wmc19,Wmc20,Wmc21,Wmc22,Wmc23,Wmc24,Wmc25,Wmc26,Wmc27,Wmc28,Wmc29,Wmc30,Wmc31,Wmc32,Wmc33,Wmc34,Wmc35,Wmc36,Wmc37,Wmc38,Wmc39,Wmc40,Wmc41,Wmc42,Wmc43,Wmc44,Wmc45,Wmc46,Wmc47,Wmc48,Wmc49,Wmc50,Wmc51,Wmc52,Wmc53,Wmc54,Wmc55,Wmc56,Wmc57,Wmc58,Wmc59,Wmc60,Wmc61,Wmc62,Wmc63,Wmc64,Wmc65,Wmc66,Wmc67,Wmc68,Wmc69,Wmc70,Wmc71,Wmc72,Wmc73,Wmc74,Wmc75,Wmc76,Wmc77,Wmc78,Wmc79,Wmc80,Wmc81,Wmc82,Wmc83,Wmc84,Wmc85,Wmc86,Wmc87,Wmc88,Wmc89,Wmc90,Wmc91,Wmc92,Wmc93,Wmc94,Wmc95,Wmc96,Wmc97,Wmc98,Wmc99,Wmc100,Wmc101,Wmc102,Wmc103,Wmc104,Wmc105,Wmc106,Wmc107,Wmc108,Wmc109,Wmc110,Wmc111,Wmc112,Wmc113,Wmc114,Wmc115,Wmc116,Wmc117,Wmc118,Wmc119,Wmc120,Wmc121,Wmc122,Wmc123,Wmc124,Wmc125,Wmc126,Wmc127,Wmc128,Wmc129,Wmc130,Wmc131,Wmc132,Wmc133,Wmc134,Wmc135,Wmc136,Wmc137,Wmc138,Wmc139,Wmc140,Wmc141,Wmc142,Wmc143,Wmc144,Wmc145,Wmc146,Wmc147,Wmc148,Wmc149,Wmc150
387,2,1,2,1,2,3,4,1,7,5,4,3,9,6,11,10,15,6,15,19,22,21,37,29,37,41,58,64,58,57,82,86,117,116,146,162,183,228,226,303,297,357,425,435,526,562,678,777,938,1074,1266,1398,1683,2014,2237,2641,3204,3856,4575,5445,6578,8064,10043,12482,16173,21136,28925,39638,56953,90911,192171,951536,189856,91805,56994,38932,27501,20622,15688,12377,9698,7861,6501,5206,4283,3437,2855,2279,1955,1647,1405,1233,1028,920,785,640,545,488,399,345,310,229,223,193,167,156,135,133,92,105,75,84,58,54,47,46,43,36,31,32,33,18,13,14,17,14,11,3,6,8,6,5,2,2,5,2,2,1,1,3,1,1,0,0,0,0,0,0,0,1
386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,1,5,2,0,1,2,2,1,1,3,5,2,4,4,6,9,9,17,15,23,30,55,115,202,293,325,320,246,177,164,208,199,257,284,360,430,1056,1163,1052,1907,1583,1745,1817,1778,2114,2448,3141,4036,5512,7319,8916,11759,15586,21785,31878,45656,75135,134216,355515,246997,112024,65820,41045,28686,20285,14560,10835,8128,6392,4660,3676,2858,2342,1924,1564,1259,1284,1484,1451,708,774,954,673,311,209,139,119,107,78,78,43,30,34,22,23,12,14,14,7,9,6,8,3,6,4,4,0,5,1,0,1,0,1,0,0,0,1
385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,1,0,3,3,4,7,4,7,9,19,8,18,23,28,31,53,83,1641,189,263,286,387,403,493,586,796,1290,1817,1712,2045,2143,3101,4512,4501,6432,9061,13653,20468,36031,70660,125657,423010,863313,157458,81116,39602,23100,13699,9600,7034,5238,3759,2687,2701,1941,1607,1095,878,674,629,606,399,317,221,203,106,90,64,61,47,34,32,17,11,16,8,6,10,3,6,1,4,0,1,1,1,0,0,2,1,0,1,0,0,1
384,3,0,1,1,1,2,3,4,2,11,11,12,12,18,14,12,20,27,31,24,36,33,34,38,47,40,51,67,76,76,105,81,104,127,145,159,174,196,211,212,232,274,326,355,383,465,494,580,670,774,884,970,1102,1304,1580,1790,2134,2587,3061,3595,4203,5150,5972,7337,8916,11269,13266,16555,22089,30630,47165,127900,397329,57247,35639,24570,18009,14005,11113,9163,7466,6044,5033,4206,3601,2892,2472,2097,1703,1423,1159,1054,910,802,682,567,497,426,376,277,264,245,197,201,196,148,147,96,115,106,86,71,83,85,75,64,55,53,42,44,33,26,35,26,15,18,17,19,20,14,15,3,15,11,2,6,3,2,2,5,3,1,4,2,0,0,0,1,0,1
383,1,0,1,0,0,1,1,1,3,4,2,3,0,2,0,3,3,4,8,3,5,13,7,12,3,15,15,18,11,27,18,21,30,27,32,51,51,53,57,51,57,53,72,80,114,97,128,132,152,161,178,201,243,312,321,372,456,527,595,706,782,973,1156,1391,1728,1986,2498,3119,4000,5830,7057,9063,12286,17751,27227,49577,150179,667870,83033,38192,22857,15103,10559,7805,5622,4493,3434,2659,2110,1738,1477,1141,980,838,617,550,528,382,348,287,268,218,218,184,127,111,106,94,78,80,57,56,47,45,38,25,23,32,23,19,11,13,10,15,11,8,10,2,8,3,6,4,8,8,9,6,3,4,1,2,3,0,2,0,1,1,1,1,0,1
382,1,0,0,0,0,0,0,0,1,0,1,1,2,1,2,1,4,2,0,3,5,5,6,4,7,2,12,7,7,19,9,9,13,14,16,11,13,22,29,32,35,36,50,51,53,57,88,81,99,119,124,133,152,171,196,247,260,307,327,407,451,527,601,695,851,965,1158,1470,1692,2100,2584,3303,4043,5008,6508,8436,11140,15613,22408,33587,54725,113637,1143286,380862,95149,48990,29390,19256,13497,9633,7070,5563,4198,3420,2758,2170,1750,1381,1211,1004,804,667,603,457,424,358,276,249,217,171,146,142,116,87,78,73,67,53,42,41,40,32,29,25,22,24,20,8,11,11,8,7,13,8,5,5,8,4,6,1,2,1,5,3,3,3,1,0,0,1
381,2,0,0,0,0,1,0,1,0,0,2,0,0,0,1,2,4,3,3,2,2,1,3,5,4,6,6,3,8,13,7,7,17,19,21,20,24,17,39,39,43,41,60,67,64,86,75,89,108,131,149,175,228,224,294,342,362,1588,569,632,813,909,1160,1406,3089,2185,3987,3572,4664,6189,8656,11937,19062,28162,41936,72061,182209,596007,314868,115976,58736,33231,21333,14590,11073,8277,5096,3805,2787,2293,1697,1229,1004,814,582,550,439,328,254,207,161,117,100,95,71,57,44,38,26,29,25,24,11,14,9,10,6,8,4,1,4,3,5,2,4,2,1,0,3,1,1,2,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
380,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,3,1,2,2,2,7,5,2,10,8,6,13,15,25,28,44,40,41,56,75,89,126,141,1710,266,630,1373,793,1407,635,839,964,1473,1953,2306,2271,2952,4055,6301,7639,10246,15230,23844,44044,87904,169823,950095,294761,110399,61113,29511,19406,12208,9006,6286,4341,3288,2488,2201,2015,1651,1430,929,693,590,486,491,365,256,198,150,120,76,65,61,32,32,37,26,20,18,15,10,8,7,10,5,8,10,1,2,0,4,1,1,0,0,2,2,1,0,2,3,4,5
379,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,1,2,1,0,0,2,3,4,4,6,4,8,11,11,20,10,19,27,21,25,32,26,45,46,49,47,55,74,76,96,117,115,150,138,171,201,226,276,314,383,399,468,587,739,797,961,1126,1301,1563,1864,2215,2648,3171,3885,4544,5908,7394,9652,12887,18130,25401,39711,67082,149271,1201602,256389,87857,47035,29021,19322,13714,10133,7746,5842,4761,3778,3101,2479,2120,1737,1463,1193,1006,855,727,611,550,440,377,284,281,244,206,168,147,118,111,102,92,73,74,58,47,46,33,32,15,22,26,19,22,14,11,6,11,11,12,8,5,11,6,2,2,4,1,3,3,3,1,0,0,0,0,1
378,1,0,0,1,1,2,4,0,1,1,4,2,1,0,2,2,1,9,0,0,3,5,3,3,8,1,2,2,0,0,9,13,16,10,4,5,2,7,5,9,8,16,20,37,54,49,46,58,40,41,38,35,65,61,47,53,58,86,96,94,99,104,162,149,155,231,221,242,362,402,406,480,566,713,928,1099,1495,1928,2393,3018,3693,5009,6663,9442,13791,21389,34726,64133,144121,548854,824985,176396,74632,38897,23919,15412,10086,7157,5042,3764,2760,1961,1551,1216,978,753,582,491,389,294,213,169,142,101,84,78,49,50,52,59,48,42,34,23,18,21,24,11,6,12,5,10,10,6,1,2,0,0,3,0,2,0,0,0,1,0,0,0,1,1
377,1,0,1,0,2,2,2,0,2,0,4,4,3,2,5,8,4,10,7,3,11,16,15,11,17,14,34,21,35,32,42,39,49,62,61,73,66,78,90,121,127,125,143,176,215,196,256,285,308,363,445,508,585,692,808,935,1149,1329,1588,1897,2288,2847,3248,3990,4688,5532,6760,7880,9570,11573,14065,17552,21533,27147,35271,47066,66549,107496,257637,690223,155795,85473,56311,40054,29721,22900,18145,14429,11823,9437,7500,6214,5370,4419,3713,3142,2615,2161,1906,1601,1310,1142,994,914,730,588,499,481,414,378,304,257,255,228,211,194,138,151,107,109,84,103,77,62,72,61,48,37,38,32,28,23,17,16,15,19,8,12,6,7,8,6,5,4,3,2,1,3,0,2
376,1,0,0,0,0,0,0,0,1,0,0,3,0,1,0,3,0,3,3,2,1,3,4,4,7,7,4,4,11,6,9,11,13,11,12,19,19,19,34,29,25,24,29,44,47,61,53,64,74,68,109,90,109,171,207,215,239,321,389,468,608,814,842,1145,1516,1885,2518,3162,4474,6260,8214,11426,17465,25043,35019,58176,622884,174619,48960,32150,23614,15676,10219,7406,5281,3928,2915,2212,1654,1249,971,745,572,499,419,336,279,232,192,170,162,106,100,70,66,46,39,42,35,24,32,25,27,18,5,11,12,2,13,3,4,3,2,4,3,5,5,5,1,3,1,0,3,0,1,2,0,0,0,1,0,1,0,0,0,1,2,0,2,1
375,2,1,0,0,2,0,1,4,2,3,0,2,2,3,5,4,12,8,14,6,10,17,12,16,23,13,14,19,26,35,30,43,42,46,46,61,66,64,76,119,96,95,161,166,206,227,262,315,332,403,494,554,692,814,973,1091,1330,1533,1825,2149,2533,3025,3714,4727,5887,7159,9638,12111,15576,20372,28781,43038,75515,209682,606001,109284,57668,36590,24523,17423,12613,9503,7298,5438,4406,3511,2873,2228,1839,1608,1281,1040,902,758,621,582,483,403,371,295,234,215,203,159,148,120,117,93,89,90,71,55,52,41,42,31,30,41,31,22,22,29,24,19,18,14,17,15,5,7,13,9,10,2,2,8,2,7,3,2,5,4,0,2,4,1,2,2,0,1
374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,3,5,4,2,1,3,4,7,5,7,11,15,12,19,13,20,21,17,26,30,51,43,62,43,68,75,89,92,144,150,137,179,199,248,316,342,414,463,549,686,764,991,1216,1480,1829,2295,2933,3816,4949,6754,9000,12380,17350,25398,39559,68685,153310,934747,244982,87682,47111,29400,19291,13731,9725,7172,5325,4114,3087,2416,1829,1456,1192,1043,773,624,488,404,370,274,300,184,166,144,120,102,89,66,63,61,49,50,41,27,26,19,16,20,11,15,9,10,6,5,6,4,6,2,1,1,4,1,0,0,0,0,0,0,1,0,0,1
373,1,0,0,0,0,0,1,0,3,0,3,1,2,1,2,3,3,4,6,4,7,8,11,7,9,16,13,18,22,19,22,34,37,37,35,50,50,45,54,57,72,94,100,111,106,129,151,161,189,218,245,344,355,422,472,602,701,834,1010,1243,1559,1980,2456,3286,4420,5749,7625,10195,13980,20180,30754,51640,136991,353811,68941,36959,23761,15686,10924,7858,5710,4348,3297,2375,1867,1537,1199,1033,780,717,585,499,399,384,312,268,279,222,218,174,157,161,119,124,112,111,107,82,64,72,69,58,40,39,38,29,30,24,25,25,21,12,10,10,11,5,4,9,4,4,2,2,2,0,1,0,3,0,1,1,1,0,0,0,0,0,0,0,1,1
372,1,0,1,0,0,1,0,2,3,2,4,2,6,3,6,9,4,8,9,12,4,11,15,17,21,16,37,27,36,33,28,41,51,43,72,69,73,68,97,99,137,177,182,219,234,284,346,383,425,518,587,644,801,950,1172,1243,1582,1804,2170,2488,3056,3419,4063,4751,5784,6961,8350,10409,12813,16066,20976,28378,39236,55194,91381,212438,979840,174782,84971,52967,37333,27262,20583,15799,12345,9727,7723,6078,5102,4145,3455,2889,2350,1905,1637,1248,1111,939,818,672,585,488,438,356,285,263,202,201,170,124,137,101,106,72,52,59,47,51,32,33,31,16,17,15,16,12,10,10,7,9,2,6,5,2,4,1,0,5,1,0,0,0,2,1,1,0,0,1,0,1
371,2,0,3,0,2,3,6,2,4,7,5,9,12,15,16,18,36,35,47,43,42,66,66,83,90,109,132,151,163,190,199,247,271,345,359,406,464,549,622,688,757,846,971,1127,1213,1379,1611,1838,2036,2250,2595,3023,3342,3960,4469,5253,6204,6972,8280,9387,11037,13093,15678,18709,22922,28095,35530,46170,61478,88400,150811,612200,285137,123655,79845,56320,40988,32207,25971,20709,17078,14117,11638,9670,8328,7035,5902,5204,4455,3642,3338,2871,2460,2102,1868,1623,1440,1263,1104,881,856,701,576,503,494,389,339,309,275,233,197,185,138,121,124,104,88,77,70,56,54,33,30,31,17,21,18,21,15,12,14,4,9,11,7,2,4,2,7,3,3,3,3,2,1,2,1,0,1,2
370,1,0,0,0,1,1,1,2,2,2,2,3,2,3,8,2,7,3,7,6,18,13,21,18,19,17,31,26,38,48,58,60,61,75,69,88,111,108,149,114,157,164,202,225,258,324,339,412,449,510,591,714,763,902,1014,1282,1485,1778,2082,2500,3000,3727,4549,5531,6858,8880,11447,15021,20245,29938,51928,147502,406033,71977,37416,24052,16950,12384,9382,7103,5573,4586,3629,2914,2368,1915,1584,1301,1119,961,792,642,555,477,420,348,304,278,211,190,177,155,122,105,87,96,80,69,60,68,55,45,35,34,18,19,21,21,16,15,9,8,2,4,6,7,8,6,5,5,5,2,3,1,1,3,2,2,0,0,0,1,0,0,0,0,0,0,1,1
369,1,1,0,0,0,0,1,0,1,0,1,0,0,1,3,1,1,5,0,1,2,6,1,2,5,4,7,8,7,8,7,17,9,18,11,18,27,24,30,29,28,43,52,60,65,80,71,86,92,108,119,157,144,183,210,237,257,297,381,436,493,550,661,793,991,1212,1300,1635,2000,4830,3986,3929,5099,6685,8636,11943,16738,25543,38488,68129,165322,655338,245759,92986,48382,31569,19271,13476,9714,7146,5378,4041,3136,2461,1987,1501,1255,1029,917,684,571,499,373,323,314,251,234,168,153,121,113,94,80,73,55,45,44,35,34,23,28,27,16,18,12,13,9,9,9,4,2,5,3,4,0,2,2,3,3,1,1,2,0,0,2,0,0,0,0,1
368,1,0,0,0,1,1,0,1,0,0,3,0,2,0,5,3,5,2,6,7,5,10,5,6,11,10,11,18,22,21,35,31,25,36,50,53,72,69,70,84,93,116,123,154,189,190,211,262,276,320,373,387,472,509,677,682,823,892,1064,1309,1515,1710,2118,2359,2875,3377,4869,4717,5834,6988,9661,11416,12927,16476,21436,29975,39770,58770,97166,271515,566127,135495,75411,49701,33440,25388,18509,14325,12172,8851,7221,5784,4854,3998,3254,2744,2205,1951,1554,1394,1144,944,818,682,593,486,417,372,333,267,258,196,179,182,134,108,96,100,79,58,61,61,45,44,37,31,22,12,24,13,11,11,11,7,7,3,4,4,4,4,0,4,2,1,2,1,1,1,0,1
367,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,4,1,1,1,0,3,2,0,2,1,4,3,8,4,5,6,5,8,8,10,13,10,14,16,28,35,52,125,238,227,294,331,257,213,171,150,169,194,200,2719,281,379,511,574,770,873,1162,1416,1964,2494,3306,4583,8264,10399,15016,25462,48619,120101,306014,1004390,193885,99330,39308,20946,13791,8858,6577,4058,3091,3028,2759,1516,1025,2198,672,363,331,240,174,132,118,116,134,134,129,166,141,107,17,15,13,16,12,5,5,12,12,12,6,4,3,1,2,2,2,0,0,1
366,1,0,1,1,0,1,1,0,1,1,1,1,2,1,1,1,3,6,3,4,3,3,3,7,8,8,7,8,11,13,21,10,19,25,21,27,54,63,63,44,75,86,92,110,134,150,166,187,220,236,276,356,428,458,516,644,675,853,970,1145,1405,1657,1972,2308,2785,3341,4138,6056,6042,8612,9160,12737,14629,20973,26180,38131,59902,126742,332477,543776,169394,64994,42037,29161,22046,15785,13821,9781,7332,6069,4914,3952,3156,2659,2270,1864,1543,1265,1140,931,803,654,559,485,398,335,295,209,192,174,154,135,114,83,67,79,51,47,43,42,28,22,26,15,11,11,13,11,9,9,3,2,0,7,1,2,2,2,1,2,0,0,0,0,0,0,1,0,0,1
365,3,1,0,0,2,1,2,1,0,1,3,3,4,0,2,4,5,4,8,15,11,14,14,5,19,24,15,25,31,31,36,38,59,50,68,82,80,85,91,96,126,136,160,176,210,254,264,307,372,405,492,487,619,722,811,1046,1177,1270,1570,1718,2073,2413,2807,3521,4291,5078,6703,8724,10480,13336,17676,24566,36040,58267,121815,676915,173905,70994,41678,28258,19886,14591,11437,8695,6718,5232,4218,3307,2771,2263,1888,1614,1323,1060,968,839,761,672,548,448,431,330,293,278,238,180,185,138,115,119,100,96,74,66,57,76,58,46,47,28,41,36,21,14,24,15,12,16,12,13,13,3,7,3,7,6,2,2,3,2,6,3,1,1,1,2,0,0,0,1
364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,1,0,1,0,0,2,2,0,3,1,6,3,4,6,4,5,4,7,8,7,4,12,15,19,20,26,34,18,33,42,44,71,74,147,298,367,2799,324,281,314,448,581,721,977,1201,1323,1504,1919,2320,2775,3772,5338,7915,11626,18295,31437,48719,89460,231738,1030060,275744,100797,53326,33870,19099,12274,7941,5392,3782,2948,2301,2117,1659,1131,930,717,597,639,359,289,276,225,202,172,133,106,80,61,50,41,33,28,15,17,16,16,12,8,7,4,8,3,0,1,6,0,1,1,1,4,4,0,0,0,1,1
363,1,0,0,1,2,0,1,2,0,3,1,2,3,1,4,2,5,3,4,5,3,8,7,5,12,6,13,17,12,22,22,34,24,28,37,30,63,57,50,58,66,73,77,103,98,112,140,150,181,204,226,280,284,348,419,535,579,682,793,969,1122,1337,1583,1959,2377,2909,3440,4469,5462,6992,9028,11494,15386,20932,30990,48250,87778,283385,605818,111589,58226,36380,24068,17407,12575,9316,6901,5233,4126,3146,2481,1983,1483,1227,952,843,654,535,471,346,270,227,203,140,143,106,107,91,73,49,44,35,39,38,32,37,33,22,23,21,23,14,16,11,15,10,5,5,5,4,4,3,2,4,2,4,2,3,1,0,0,0,0,0,0,0,0,2,1,1
362,2,0,1,2,3,0,1,1,2,3,2,6,5,6,10,11,21,16,26,25,30,38,64,51,82,85,87,143,182,196,275,274,347,384,476,600,663,798,1014,1378,1459,1527,1470,1703,2761,2510,2610,3034,3190,3804,4816,5397,6530,7416,8393,11096,12899,15331,20991,26937,36656,53983,85422,183091,629990,240819,100627,56808,42201,30704,21692,17758,14168,10712,9094,7584,6050,5423,4436,3702,3427,2826,2448,2315,1799,1499,1444,1258,1306,1360,1117,866,667,605,515,449,340,309,233,226,162,146,120,85,71,62,41,40,36,24,16,17,15,7,9,3,4,4,2,3,3,1,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
361,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,2,3,4,1,3,2,1,4,3,5,5,5,8,10,13,20,15,10,26,21,31,22,33,48,47,54,71,82,128,99,108,151,156,187,231,212,295,321,375,430,510,566,677,824,939,1101,1299,1647,1867,2371,2859,3637,4517,5662,7227,9405,12816,17546,26830,41943,74272,160841,501094,229487,93951,50783,30967,20769,13960,10172,7724,5851,4656,3622,2966,2378,2063,1635,1414,1204,1033,867,767,652,536,467,444,346,319,279,253,238,191,165,151,113,107,105,85,101,66,55,47,40,36,23,18,20,21,15,8,6,7,7,6,4,4,3,0,3,2,2,2,0,0,1
360,1,2,0,1,1,0,3,0,4,3,3,4,5,8,16,8,12,9,15,14,20,29,35,33,40,64,73,71,71,79,107,111,111,152,157,172,204,232,265,278,355,415,470,462,557,586,623,780,896,1014,1140,1324,1463,1779,2054,2373,2791,3227,3753,4451,5308,6535,7725,9436,11620,14265,17582,21844,27565,35253,45979,62818,93914,204672,473933,136610,81131,57301,43156,32897,25849,20186,15662,12514,10042,7981,6528,5355,4523,3670,3180,2605,2214,1862,1646,1410,1176,980,890,750,668,578,552,445,409,343,335,275,225,209,185,183,145,128,124,100,89,81,63,72,43,67,34,27,41,21,32,19,12,13,14,11,8,7,6,6,3,4,5,1,0,3,2,1,3,0,0,0,0,2
359,1,1,0,1,1,0,0,0,0,2,2,1,1,2,0,1,1,6,3,2,6,5,3,8,7,12,3,14,23,22,29,43,37,33,44,64,85,82,87,128,126,155,194,226,259,269,337,408,437,584,632,734,888,1038,1207,1446,1809,2247,2707,3149,3960,5011,6055,7899,9977,13073,17354,24069,34913,52225,91030,210922,471533,138514,70715,45110,30065,21371,15498,11662,8896,6920,5435,4307,3537,2827,2323,1867,1593,1295,1061,861,749,663,478,466,366,319,275,217,213,175,131,117,97,86,72,45,41,43,29,32,28,19,11,16,11,11,6,8,7,3,4,5,1,5,0,1,3,1,2,1,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
358,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,2,0,0,3,3,4,5,3,7,3,6,4,10,12,10,7,13,14,20,21,29,29,27,48,42,51,71,62,79,87,106,120,133,174,201,235,267,353,496,555,579,698,852,1100,1388,1921,2462,3305,4559,6954,11227,22490,88489,32097,13448,8060,5233,3667,2727,2080,1589,1143,890,724,629,428,397,326,266,203,209,169,134,112,89,102,81,73,59,55,38,47,38,29,22,19,26,18,16,13,12,1,8,4,5,9,6,3,7,2,3,0,0,2,2,1,1,1,2,0,2,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1
357,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,3,0,7,10,4,6,7,4,7,7,5,13,7,13,8,8,11,8,10,14,28,21,39,28,26,45,34,56,78,85,119,123,149,178,211,289,348,468,646,759,928,1168,1332,1650,2010,2591,3450,4660,6188,8103,11797,17437,27273,46146,89191,223444,879460,370446,121767,58780,33272,20612,13812,9503,6859,4953,3666,2882,2098,1619,1234,969,768,626,516,384,318,259,230,186,158,121,88,78,57,59,31,36,26,26,17,17,5,8,12,11,4,3,5,3,4,2,2,2,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
356,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,2,1,2,0,2,2,2,2,7,9,3,8,13,12,14,15,25,24,15,43,39,47,63,68,76,110,141,155,215,229,262,358,387,1613,571,616,760,902,1335,1688,1651,2358,2518,2750,3349,4051,4965,6629,7542,10093,12604,16365,21857,30985,45272,82621,128855,298335,418066,156249,91483,52270,34696,25010,17944,13437,10198,8108,6332,5059,3874,2990,2400,1903,1568,1409,1337,947,727,611,542,438,337,303,266,244,193,130,123,104,96,87,68,46,59,36,23,20,13,13,7,11,4,4,1,1,3,1,1,0,3,0,3,0,0,0,0,0,0,0,1,1,1,2
355,1,0,0,0,1,0,0,0,0,1,3,1,3,0,1,4,2,8,5,4,13,22,13,32,27,26,35,31,52,57,63,79,83,114,106,135,146,157,196,252,264,296,320,350,377,435,465,522,561,677,721,861,944,1022,1218,1348,1509,1721,1961,2231,2520,2722,3087,3512,3881,4314,4758,5334,6166,6839,7962,9447,11398,13632,15907,20506,27215,38470,60259,115242,800849,254574,92763,54704,36371,25865,19676,15274,12358,10243,8467,7160,5942,5156,4586,3897,3313,2844,2532,2199,1906,1626,1448,1257,1088,943,827,672,623,539,445,415,376,281,232,219,185,177,147,125,96,98,68,74,55,64,34,37,42,24,28,17,12,10,7,6,8,5,5,0,4,1,3,2,0,1,0,0,0,1
354,1,0,0,2,0,0,1,3,2,1,2,6,3,5,5,9,6,10,4,10,15,24,17,15,22,22,25,22,28,31,30,33,45,35,43,60,84,87,102,101,103,127,168,163,183,178,260,274,308,319,363,419,485,584,611,773,841,1002,1207,1471,1748,1976,2355,2770,3408,4013,5021,5944,7397,9433,12045,15846,20800,27447,39153,59637,103532,273338,1017367,168951,82303,50769,34570,24420,17693,13366,10506,8063,6296,5017,4127,3390,2678,2219,1811,1535,1251,1066,920,807,615,578,398,442,380,291,281,254,196,178,181,157,103,121,115,74,91,70,50,54,51,37,39,28,27,33,17,14,17,18,17,2,20,5,3,3,1,5,4,4,2,2,1,0,0,1,0,1,1,1
353,1,0,0,1,0,2,0,1,1,0,1,1,0,3,0,3,1,1,2,5,1,1,1,3,9,0,2,10,5,7,6,8,12,12,7,11,14,26,22,26,27,38,42,43,47,42,65,62,74,74,79,104,131,150,174,194,235,245,310,405,406,505,594,698,809,1005,1249,1439,1799,2269,2850,3534,4751,6087,8026,11011,15628,22872,36521,64795,167567,417915,98186,49034,29138,19178,13186,9288,6780,5206,3917,3038,2365,1905,1451,1155,970,762,644,528,464,368,310,250,234,205,164,159,134,92,87,76,75,71,53,52,43,35,28,23,29,22,16,13,10,16,8,10,12,5,5,8,3,1,7,2,3,1,2,2,3,1,0,1,0,1,1,0,0,1
352,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,3,4,3,2,2,5,7,5,2,5,5,11,3,6,16,16,19,18,29,26,33,31,58,52,75,65,86,108,145,180,231,285,369,490,591,800,1157,1508,1874,2533,3423,4837,6660,9506,13612,21066,34927,63999,166349,514560,132327,56539,31850,19281,12565,8537,5716,4124,2914,2049,1470,1202,848,631,480,348,262,209,148,148,91,77,60,40,39,24,31,27,10,15,8,12,4,8,6,4,3,3,1,2,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
351,1,1,0,0,0,0,0,0,0,1,3,1,3,1,1,1,5,5,7,6,5,8,5,16,24,26,29,35,34,36,40,55,64,51,62,86,94,86,116,115,138,150,173,199,201,241,259,268,323,342,392,439,507,521,568,706,783,916,1115,1220,1381,1707,1937,2276,2639,3158,3747,4372,5557,6582,8068,10142,12890,16696,22760,34480,55077,107659,564589,426305,105259,54203,33059,21462,15443,11287,8801,6780,5323,4464,3630,3002,2570,2166,1869,1673,1521,1323,1176,1024,931,850,726,673,603,541,557,475,440,387,363,316,294,266,268,217,214,185,197,160,140,129,104,118,92,89,86,63,55,48,50,39,42,26,18,21,17,16,10,16,12,3,3,2,4,1,0,0,1,1
350,1,0,0,2,1,0,0,0,2,0,0,1,5,3,6,7,5,7,9,8,6,6,13,16,10,14,16,14,18,29,27,31,50,28,51,55,64,63,77,79,87,113,115,142,155,157,190,286,277,328,341,417,437,526,579,729,856,969,1219,1399,1770,2605,3904,3065,3898,4974,6354,8474,11427,15705,22921,35116,61277,144856,597080,168277,67591,37408,23639,16038,11345,8339,6147,4698,3754,3614,2550,1770,1529,1190,992,832,649,516,413,350,291,227,227,184,144,114,98,88,70,64,42,54,31,30,20,30,20,14,10,12,10,1,7,6,3,2,4,1,4,3,2,1,3,1,0,0,1,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
