dominant_hue_1,dominant_sat_1,dominant_val_1,dominant_hue_2,dominant_sat_2,dominant_val_2,dominant_hue_3,dominant_sat_3,dominant_val_3,hue_contrast_c1_c2,hue_contrast_c1_c3,hue_contrast_c1_c4,hue_contrast_c1_c5,hue_contrast_c2_c3,hue_contrast_c2_c4,hue_contrast_c2_c5,hue_contrast_c3_c4,hue_contrast_c3_c5,hue_contrast_c4_c5,like_rate_segmentation
20.0,62.63736263736264,35.68627450980392,23.26530612244899,21.39737991266377,89.80392156862746,22.105263157894733,80.85106382978724,18.43137254901961,3.265306122448994,2.1052631578947363,2.736842105263168,4.999999999999989,1.1600429645542576,0.5284640171858257,1.7346938775509957,0.6315789473684319,2.894736842105253,2.263157894736821,0.0
359.3478260869565,37.55102040816327,96.07843137254902,358.3783783783784,62.01117318435754,70.19607843137254,54.63414634146341,100.0,96.47058823529412,0.969447708578116,304.7136797454931,358.8678260869565,7.198293376676133,303.744232036915,357.8983783783784,6.2288456680980175,54.15414634146342,297.51538636881696,351.66953271028035,0.0
211.5,53.57142857142857,87.84313725490196,213.97590361445785,35.31914893617021,92.15686274509804,40.00000000000009,2.912621359223304,40.3921568627451,2.4759036144578204,171.49999999999991,141.5,0.078947368421069,173.97590361445774,143.97590361445782,2.396956246036752,29.999999999999893,171.57894736842098,141.5789473684211,0.0
200.0,1.6304347826086898,72.15686274509804,170.00000000000003,38.70967741935484,12.15686274509804,240.0,4.49438202247191,34.90196078431372,29.99999999999997,40.0,8.83720930232559,48.57142857142861,69.99999999999997,38.83720930232556,78.57142857142858,31.16279069767441,8.571428571428612,39.73421926910302,0.0
217.50000000000009,3.3472803347280333,93.72549019607844,213.75000000000003,22.857142857142865,54.90196078431373,207.27272727272728,12.35955056179774,69.80392156862744,3.750000000000029,10.227272727272776,8.558823529411796,15.000000000000028,6.477272727272748,4.808823529411768,11.25,1.66844919786098,4.772727272727252,6.441176470588232,0.0
37.14285714285714,19.17808219178082,85.88235294117646,67.68292682926828,89.61748633879782,71.76470588235294,37.49999999999997,18.181818181818183,34.509803921568626,30.540069686411144,0.3571428571428328,3.613445378151255,37.14285714285714,30.18292682926831,34.1535150645624,67.68292682926828,3.970588235294088,37.49999999999997,33.529411764705884,0.0
105.94142259414224,94.84126984126983,98.82352941176472,350.1724137931035,63.387978142076506,71.76470588235294,345.0,34.71074380165289,94.90196078431372,244.23099119896125,239.05857740585776,26.910585589736968,230.6103015437888,5.172413793103488,271.1415767886982,13.62068965517244,265.9691629955948,8.448275862068954,257.5208871335258,0.0
139.99999999999983,1.2244897959183745,96.07843137254902,209.1588785046729,62.57309941520468,67.05882352941175,162.8571428571427,4.242424242424244,64.70588235294117,69.15887850467308,22.85714285714286,45.45454545454561,70.00000000000017,46.30173564753022,23.70433305012748,0.8411214953270871,22.59740259740275,47.14285714285731,24.54545454545456,0.0
76.36363636363635,18.032786885245898,23.921568627450977,120.0,2.380952380952384,98.82352941176472,209.73451327433625,51.8348623853211,85.49019607843137,43.63636363636365,133.3708769106999,142.16847372810676,23.863636363636324,89.73451327433625,98.5321100917431,67.49999999999997,8.797596817406856,157.23451327433622,166.03211009174308,0.0
186.66666666666663,5.389221556886225,65.49019607843137,200.0,1.2345679012345636,95.2941176470588,191.42857142857144,30.43478260869565,27.058823529411764,13.333333333333345,4.761904761904759,19.503546099290787,22.38596491228072,8.571428571428584,6.170212765957444,9.05263157894737,14.741641337386028,17.624060150375954,2.882418812989925,0.0
38.57142857142861,5.737704918032779,95.68627450980392,80.52631578947368,42.22222222222221,35.29411764705882,174.66666666666666,20.45454545454546,86.27450980392157,41.95488721804507,136.09523809523805,152.3376623376623,34.66386554621843,94.14035087719296,110.38277511961722,7.291021671826641,16.24242424242425,101.4313725490196,117.67379679144386,0.0
270.0,0.7843137254901933,100.0,34.99999999999998,5.797101449275369,81.17647058823529,352.65306122448976,50.256410256410255,76.47058823529412,235.00000000000003,82.65306122448976,219.23076923076923,55.35211267605632,317.65306122448976,15.76923076923076,179.6478873239437,301.88383045525904,138.00517390054608,163.87865655471293,0.0
353.0232558139535,18.859649122807014,89.41176470588235,0.0,46.85714285714286,68.62745098039215,353.33333333333337,11.203319502074685,94.50980392156862,353.0232558139535,0.3100775193798881,4.669051878354196,4.907778668805122,353.33333333333337,357.6923076923077,357.9310344827586,4.358974358974308,4.597701149425234,0.2387267904509258,0.0
195.19650655021832,98.28326180257513,91.37254901960785,200.625,66.66666666666666,37.64705882352941,175.07462686567166,69.4300518134715,75.68627450980392,5.428493449781684,20.121879684546656,57.196506550218174,5.35143865526112,25.55037313432834,62.62499999999986,0.0770547945205635,37.07462686567152,25.473318339807776,62.547945205479294,0.0
