,dominant_hue_1,dominant_sat_1,dominant_val_1,dominant_hue_2,dominant_sat_2,dominant_val_2,dominant_hue_3,dominant_sat_3,dominant_val_3,hue_contrast_c1_c2,hue_contrast_c1_c3,hue_contrast_c1_c4,hue_contrast_c1_c5,hue_contrast_c2_c3,hue_contrast_c2_c4,hue_contrast_c2_c5,hue_contrast_c3_c4,hue_contrast_c3_c5,hue_contrast_c4_c5,like_rate_segmentation
0,0.06909090909090905,0.19409282700421945,0.9294117647058825,0.0704690596784849,0.46798029556650245,0.7960784313725491,0.051851224265017364,0.6170212765957447,0.18110236220472442,0.001355880286131308,0.017198338629728156,0.004004371845168097,0.00522314049586774,0.01853958440069815,0.005297113752122202,0.006576873081284396,0.013251243932302316,0.01205337359877889,0.0012823008140320712,0.0
1,0.1885983339369793,1.0,0.984313725490196,0.0,0.5721153846153846,0.8156862745098039,0.0,0.36178861788617883,0.9645669291338582,0.1908742980832575,0.18881412150441296,0.17179890199453476,0.7969988140131096,0.0,0.019504876219054765,0.9877025954890625,0.01947257149215534,0.9936621658859188,0.967462671436327,0.0
2,0.19116883116883107,0.030172413793103467,0.9098039215686277,0.16736401673640167,0.01904761904761898,0.4117647058823529,0.5833506850456002,0.5175438596491228,0.8937007874015748,0.024184476940382366,0.3933176546914282,0.4169824479832618,0.1705019305019306,0.4172410996675046,0.43566308243727603,0.19481331042024685,0.017700420800331653,0.22418581319338396,0.24037334049298376,0.0
3,0.5575757575757575,0.016304347826086897,0.7215686274509804,0.4763437399420663,0.41935483870967744,0.1215686274509804,0.5815286745519304,0.5512820512820513,0.9173228346456693,0.08247526751463757,0.024665257223396783,0.13753341857491583,0.1115151515151515,0.10625033880847835,0.2175115207373273,0.1934192974655402,0.11090093097437047,0.08758899562311352,0.02392864911899076,0.0
4,0.5778512396694214,0.1235955056179774,0.6980392156862745,0.5648535564853557,0.08421052631578947,0.37254901960784326,0.5818181818181818,0.4619565217391305,0.7204724409448818,0.013466356478167444,0.004656756134380725,0.02895924254752584,0.01805785123966948,0.01797776526878693,0.04193548387096782,0.031430635838150284,0.023888263439347118,0.013516120143290171,0.01046878398955849,0.0
5,0.18869179600886912,0.8961748633879782,0.7176470588235294,0.04184100418410042,0.2222222222222222,0.07058823529411765,0.09429051013209432,0.6516129032258065,0.6062992125984251,0.14864605338966771,0.09439823956721725,0.08971243723828616,0.0851420124590856,0.05264342223696059,0.05870967741935478,0.06186347371318468,0.005969017954426927,0.009223203153287765,0.0031904865491988008,0.0
6,0.9762382445141066,0.6338797814207651,0.7176470588235294,0.2955130337354037,0.9484126984126984,0.9882352941176472,0.9606879606879606,0.3471074380165289,0.9488188976377951,0.68910319039077,0.014436561623494585,0.03856794141578526,0.7559098504412192,0.6672288843066205,0.6447169720579042,0.07518371696554643,0.02357971731837427,0.7475573057467805,0.7189148107200888,0.0
7,0.27878787878787836,0.04999999999999998,0.7058823529411764,0.24174802417480237,0.8571428571428571,0.08235294117647059,0.08353808353808323,0.037037037037037035,0.20866141732283464,0.037620297462816775,0.19537480063795845,0.11326281529698902,0.26704944178628426,0.15816055289739528,0.07455197132616485,0.30487104080045974,0.08373205741626824,0.4659830894403275,0.37908017814822037,0.0
8,0.14636363636363642,0.03669724770642202,0.8549019607843137,0.21757322175732213,0.16393442622950813,0.2392156862745098,0.5840273096910263,0.518348623853211,0.8543307086614172,0.0719488188976377,0.43885230977685546,0.47013160546726274,0.1881818181818181,0.3676800609730279,0.39288546907369043,0.11734104046242777,0.024554696061342897,0.25221604723015423,0.27506970042289247,0.0
9,0.5575757575757575,0.012345679012345637,0.952941176470588,0.5206880520688051,0.053892215568862256,0.6549019607843137,0.5821285400232769,0.572289156626506,0.6496062992125984,0.03762029746281718,0.025266515571224717,0.024270603277926336,0.01720180528691166,0.06248076331178829,0.013312852022529435,0.05448967599994536,0.049189960547301306,0.00810159049118138,0.041153882350037134,0.0
10,0.08363636363636352,0.08163265306122455,0.9607843137254902,0.22021581149526526,0.42222222222222205,0.3529411764705882,0.4875896304467733,0.2207207207207207,0.8700787401574803,0.1381060920016577,0.40498974709501034,0.4900794892658196,0.12165289256198362,0.26837428499478366,0.3470288624787776,0.014838067317531739,0.07807981492192013,0.2851887316714305,0.3613560683388832,0.0
11,0.08363636363636352,0.09803921568627455,0.8,0.6276150627615062,0.016064257028112393,0.9764705882352941,0.9819986962844104,0.5025641025641026,0.7637795275590551,0.550196850393701,0.9005468215994532,0.060676508194815966,0.5161558441558443,0.35628844839371143,0.4852534562211981,0.027539223781998353,0.8407382091592617,0.38649878248350855,0.45703719817272137,0.0
12,0.988076109936575,0.18859649122807015,0.8941176470588235,0.0,0.46857142857142864,0.6862745098039216,0.983892983892984,0.11203319502074685,0.9448818897637794,1.0,0.0030290666765574424,0.009269720572159598,0.00979222862141874,0.9861775651249336,1.0,1.0,0.01216619637672255,0.012922720232608972,0.0006664477871338432,0.0
13,0.482836879432624,0.7421052631578947,0.7450980392156863,0.2510460251046025,0.00896860986547082,0.8745098039215686,0.48929448929448927,0.5833333333333334,0.37401574803149606,0.23472664321215161,0.007041297634802745,0.07591018472032274,0.3878259703417149,0.23923444976076558,0.30752688172043013,0.15623121387283237,0.06778309409888356,0.39809030429476827,0.46319483721267496,0.0
14,0.3345454545454545,0.034482758620689696,0.3411764705882353,0.11157601115760112,0.012345679012345637,0.952941176470588,0.5596240547696859,0.4153225806451613,0.9724409448818898,0.22572178477690288,0.22599526176429607,0.2301792697971075,0.16727272727272724,0.44928074820767727,0.45091918140825527,0.0558766859344894,0.0008916034926880058,0.3962256579281784,0.3944367645098136,0.0
15,0.00871212121212123,0.47524752475247534,0.7921568627450981,0.9414225941422594,0.42105263157894735,0.07450980392156863,0.969041769041769,0.7142857142857143,0.023622047244094488,0.9434465223097113,0.9625697767145135,0.004897629004484677,0.975623543123543,0.02930622009569378,0.9396474118529632,0.0435193419297466,0.967397351730277,0.01426966530300787,0.9817809156862434,0.0
16,0.446060606060606,0.28125000000000006,0.3764705882352941,0.06694560669456047,0.049751243781094495,0.7882352941176471,0.8910728910728907,0.02352941176470591,1.0,0.38372703412073506,0.44657097288676206,0.15305785850944517,0.3523878787878787,0.8261562998405102,0.5313339145597211,0.026820809248555174,0.2957024009655585,0.8049820887296771,0.5037692031818637,0.0
17,0.555732531930879,0.4979423868312757,0.952941176470588,0.5534612038609718,0.407258064516129,0.9725490196078432,0.00849539832590685,0.28640776699029136,0.8070866141732284,0.002604269016737096,0.547853257026737,0.3827183290856639,0.40063110443275723,0.5452770968443855,0.38045033535611633,0.40406565160160146,0.9250973157083773,0.9556144486616347,0.02385062091534176,0.0
18,0.9478787878787874,0.08108108108108099,0.14509803921568626,0.12982442419739568,0.42629482071713143,0.984313725490196,0.6254646254646254,0.2727272727272728,0.5590551181102362,0.82799813574705,0.32204637467795333,0.28315703824247324,0.7995151515151512,0.4970148723222998,0.5408501658124811,0.018649780506537827,0.04293951662372716,0.48174690872763165,0.5214364755842659,0.0
19,0.5601334445371142,0.981981981981982,0.43529411764705894,0.10650437428680096,0.04313725490196085,1.0,0.5535108392251249,0.9932432432432434,0.5787401574803149,0.45916216269463417,0.0059782483732266824,0.4403066587941647,0.4146627937073997,0.4482280080366206,0.020231099064154053,0.8702049395691013,0.4280304164976003,0.4240762068170451,0.8493306185368569,0.0
20,0.03521531100478469,0.7124999999999999,0.31372549019607837,0.5414718188530642,0.3441295546558705,0.968627450980392,0.05811344941779724,0.71875,0.6259842519685038,0.5120669900782525,0.022992784645199424,0.04395239208994509,0.023076700014499057,0.48354727786683627,0.46398481973434524,0.48391600465724904,0.02033092765358213,0.00011109453164398202,0.020225007390550144,0.0
21,0.5702479338842975,0.2907488986784141,0.8901960784313725,0.11506276150627603,0.06779661016949153,0.9254901960784314,0.43088064140695714,0.41304347826086957,0.35826771653543305,0.46074176807444545,0.13901925322222483,0.006025219694869845,0.4790082644628097,0.31674955930496107,0.4505760368663596,0.023811087756174142,0.1330802161827093,0.3429312779430977,0.4737203192717657,0.0
22,0.5629370629370629,0.6419753086419754,0.952941176470588,0.3825463239689179,0.02745098039215688,1.0,0.8910728910728907,0.03797468354430384,0.30708661417322836,0.18277883533789066,0.32956079008710554,0.35376727333212726,0.47438091320444264,0.5103668261562997,0.16817961829009095,0.2944090931170154,0.6782678988879418,0.8101405345825292,0.12624403061918196,0.0
23,0.5702479338842974,0.13924050632911397,0.6196078431372549,0.07172743574417219,0.08641975308641968,0.952941176470588,0.568058968058968,0.16666666666666674,0.5866141732283465,0.5045761325288883,0.001522401043932267,0.5197218729195945,0.08413768050131694,0.49760765550239217,0.013179723502304121,0.5839420694912025,0.5107655502392342,0.0863592731324891,0.5966516624554475,0.0
24,0.581969696969697,0.4824120603015075,0.7803921568627452,0.0,0.004166666666666652,0.9411764705882353,0.5995085995085995,0.173469387755102,0.7677165354330708,0.588992782152231,0.018265081152077943,0.08140764849471123,0.3101515151515151,0.6009006473402758,0.5032258064516129,0.27239884393063596,0.09850830284266814,0.3310829429594928,0.23031324777028492,0.0
25,0.0,0.0,0.8549019607843137,0.0,0.0,0.1607843137254902,0.0,0.0,0.33858267716535434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.16727272727272724,0.023474178403755916,0.8352941176470589,0.5499103407053196,0.18918918918918912,0.2901960784313725,0.14429305338396248,0.37931034482758635,0.6811023622047244,0.38695163104611907,0.02283601565898216,0.4272587388926037,0.4374825174825174,0.4056111352762069,0.03843591732445155,0.0552626564187259,0.44398339355466654,0.4640589501432708,0.01683935398777399,0.0
27,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.0,0.0,0.31496062992125984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.6666666666666666,0.023529411764705882,0.500190186382655,0.49438202247191015,0.6980392156862745,0.23101889768556433,0.9566929133858268,0.9960629921259843,0.5059502505368647,0.2315553192746175,0.5085028478437753,0.00722040549378678,0.2689340239180749,0.0007412838057998961,0.49374945655666747,0.2696740799810975,0.2259038181414086,0.4941081939756005,0.0
29,0.5414354066985645,0.3502304147465437,0.8509803921568627,0.5466200913592569,0.5396039603960398,0.7921568627450981,0.09023899932990842,0.9894179894179894,0.7401574803149606,0.0049454978195325435,0.4516063654004904,0.4434725266992573,0.03961722488038279,0.45649848464113185,0.44275467587822764,0.04459882271835391,0.014477116102415494,0.41484005110348443,0.3975531579769235,0.0
30,0.05854545454545457,0.3278688524590164,0.9568627450980393,0.05206880520688054,0.6887755102040817,0.7686274509803921,0.10442260442260463,0.03404255319148936,0.9212598425196851,0.00658355205599302,0.046052631578947546,0.02024048458548045,0.5191030303030302,0.05256512493354618,0.02650736758263635,0.5267308927424533,0.026101659873589943,0.4769743731055384,0.49985470932465353,0.0
31,0.08363636363636356,0.15447154471544722,0.9647058823529412,0.18688981868898183,0.6122448979591837,0.38431372549019605,0.09519456031083935,0.4673913043478261,0.7204724409448818,0.10439632545931761,0.011683542895293242,0.4672091131000814,0.01626262626262631,0.09158599458477057,0.3578494623655914,0.08707450224791262,0.4488427728941805,0.004630015315898421,0.4443417204457014,0.0
32,0.5741958041958042,0.5024154589371981,0.8117647058823529,0.3000597728631201,0.5577689243027888,0.984313725490196,0.1037024485300347,0.3020833333333333,0.37401574803149606,0.27760989010989023,0.47090953511098704,0.07351192338987299,0.40692307692307694,0.19629599076060059,0.20248847926267283,0.13290668868703548,0.39844910080844737,0.0639674651514144,0.3350010876658691,0.0
33,0.5532867132867133,0.2321428571428571,0.8784313725490196,0.5342774380431284,0.47272727272727283,0.43137254901960786,0.43439803439803437,0.02127659574468078,0.9212598425196851,0.019533615990308933,0.11851306588148698,0.004356262126807229,0.013452002542911637,0.09919028340080974,0.0236559139784946,0.0058611908322891235,0.12280701754385964,0.10578421303138859,0.0177652091944021,0.0
34,0.5663564781675019,0.5695067264573991,0.8745098039215686,0.5578800557880056,0.13043478260869573,0.8117647058823529,0.010125828307646453,0.3928571428571428,0.32677165354330706,0.00888668444003569,0.5568551429983823,0.4101540846857122,0.4156963077562517,0.5480643758155721,0.41376344086021527,0.42538380259804837,0.9611425257358274,0.979868103878095,0.011887135368788724,0.0
35,0.021904761904761903,0.8155339805825242,0.403921568627451,0.694560669456067,0.96,0.9803921568627451,0.02939302939302938,0.6967741935483871,0.6062992125984251,0.6803899512560931,0.00753145489987594,0.04004649540857838,0.03621542299508402,0.6655147970937446,0.6346236559139786,0.6374203977662388,0.03194222931065035,0.02892736322125754,0.003217524570802094,0.0
36,0.551142191142191,0.32773109243697485,0.9333333333333331,0.1101079057476327,0.30399999999999994,0.9803921568627451,0.09348309348309351,0.4352331606217616,0.7559055118110236,0.4464173759656561,0.45807262912526064,0.3143769168179257,0.4675058275058274,0.016473600268614084,0.1319373703074892,0.026467903863705507,0.1481924508240298,0.01003818446640164,0.15819495806443823,0.0
37,0.5877149877149876,0.27007299270072993,0.5372549019607843,0.5241136313587316,0.1507936507936508,0.9882352941176472,0.9336609336609336,0.23611111111111105,0.27952755905511806,0.06465821395369659,0.3474414465126541,0.02280034306071725,0.023169533169533078,0.41140178055609045,0.04155494408992441,0.04080468512321258,0.36991566136436427,0.3732433177183797,0.0007219851027281716,0.0
38,0.16727272727272724,0.005291005291005272,0.7411764705882353,0.5933815138836059,0.24175824175824182,0.3568627450980392,0.0,0.01801801801801808,0.8700787401574803,0.4309234073013601,0.16746411483253587,0.0,0.4321212121212121,0.5937364071335364,0.42697947214076254,0.006349623401646465,0.16746411483253587,0.6042987048773766,0.4327097382350809,0.0
39,0.5612929292929291,0.5921052631578947,0.2980392156862745,0.08368200836820083,0.875,0.06274509803921569,0.11764946764946763,0.9561752988047808,0.9842519685039369,0.4834208223972003,0.4440124933545986,0.44927583401139126,0.47347474747474744,0.034190590111642716,0.03541218637992833,0.004190751445086625,0.0011629452418926434,0.030214935243868885,0.03117371232446291,0.0
40,0.26484848484848483,0.38709677419354843,0.2431372549019608,0.16736401673640167,0.012987012987013064,0.9058823529411764,0.5693441693441693,0.5701754385964912,0.8937007874015748,0.09875328083989501,0.3055146607778186,0.33018133209345574,0.19515151515151488,0.4032020610967979,0.4238479262672811,0.2933526011560691,0.019943871917556165,0.11091421667337918,0.1301120295845119,0.0
41,0.021353965183752335,0.18650793650793648,0.9882352941176472,0.14427932477276004,0.5870445344129555,0.968627450980392,0.16707616707616707,0.00409836065573769,0.9566929133858267,0.12432914887840053,0.1460857171943399,0.5246378966384955,0.1283111065865825,0.023098498597591173,0.39480032279875243,0.005476118040766606,0.3710479407073834,0.017751736740583956,0.3887602921365014,0.0
42,0.3345454545454545,0.004065040650406489,0.9647058823529412,0.6694560669456067,0.15384615384615383,0.10196078431372549,0.5269325269325269,0.25324675324675316,0.6023622047244094,0.33858267716535434,0.19322782480677217,0.048541206555852756,0.2090909090909089,0.14170040485829957,0.2875576036866358,0.1257225433526013,0.1453809348546189,0.01621552875341783,0.16151838155318657,0.0
43,0.16727272727272724,0.07692307692307693,0.40784313725490196,0.17273809066830445,0.9688888888888889,0.8823529411764706,0.6035814684463334,0.5260663507109005,0.826771653543307,0.005435960413205216,0.4375188585714902,0.4413918537309146,0.39959595959595967,0.43214157048053725,0.4304139175646583,0.39506696599553376,0.0024405210163724713,0.03772910413858326,0.03503279348139795,0.0
44,0.0031861471861471743,0.5932203389830508,0.6941176470588235,0.038448490331335496,0.2936507936507937,0.9882352941176472,0.002880623570278753,0.6041666666666666,0.37401574803149606,0.035666656532798255,0.0003024803387779574,0.5854671572112486,0.8393473848555815,0.035584173515207956,0.5427100018247806,0.8058237570461583,0.5773953181415301,0.8465202662865451,0.26327215672406823,0.0
