,Number_of_Unique_Hues,Pixels_Belong_To_Dominant_Hue,like_rate
0,1.0,0.02785648547905096,0.14050655371004747
1,1.0,0.12668706315449096,0.1516358019677367
2,1.0,0.16485123711450103,0.1324531499857175
3,1.0,0.25270466667377345,0.24493455529585662
4,1.0,0.18828587774188849,0.1836170169451391
5,1.0,0.2405698224368473,0.3889767447027718
6,1.0,0.18949474275196235,0.3065784222355952
7,1.0,0.15188489842620131,0.3220428433622103
8,1.0,0.11713624782798723,0.23095546618136728
9,0.9940119760479043,0.16729384090028818,0.26302724051527687
10,0.8802395209580839,0.38033551156452433,0.12763780439435476
11,1.0,0.18695406526165423,0.23959130428532138
12,0.7604790419161678,0.5807704471237043,0.08341636017933302
13,1.0,0.30057103059117835,0.11066643118155878
14,0.8922155688622755,0.24090952700757937,0.0821829145327044
15,0.7245508982035929,0.6940036457833637,0.11037764325631036
16,0.9461077844311379,0.7440198137310293,0.03807630920270662
17,0.6946107784431138,0.4560647570721446,0.10789930406849013
18,0.5149700598802396,0.25846258807978084,0.10817915583867513
19,0.9940119760479043,0.19477011310456574,0.08970893900649317
20,0.19161676646706588,0.18765550545268475,0.09362516021756084
21,0.8622754491017964,0.3517107820667257,0.1533824454737008
22,1.0,0.12279112077634574,0.45079996056147165
23,0.9880239520958085,0.1916857661652826,0.10712329891656505
24,0.6946107784431138,0.2368330721587941,0.11949840188953131
25,0.6407185628742516,0.4046293631249978,0.13271726188338112
26,0.9880239520958085,0.29950003731064845,0.07449802744238232
27,1.0,0.008741351924696451,0.2045522956472098
28,0.9940119760479043,0.1647254469282676,0.09728638042908373
29,0.14970059880239522,0.3592617466358232,0.0600680693568051
30,0.23952095808383234,0.13599766897282006,0.09898904276956066
31,0.9640718562874253,0.25204373518678425,0.07015728045318226
32,0.9940119760479043,0.6491100521993739,0.11770246945967588
33,0.970059880239521,0.1721491999530952,0.07632976915019846
34,0.9101796407185629,0.30600061829074593,0.07207914925538868
35,0.251497005988024,0.2535141300755807,0.07031734067798628
36,0.7664670658682635,0.7193962071060795,0.029408684794617623
37,0.8023952095808384,0.35749286655935414,0.11435096333022574
38,0.9940119760479043,0.2400737684820962,0.34526351051389426
39,0.502994011976048,0.22579906972116506,0.20268913708139943
40,1.0,0.24278003418366076,0.3824293188201704
41,0.2634730538922156,0.069038202550627,0.18154667296482857
42,0.8922155688622755,0.04982215257567843,0.053813545148490724
43,0.874251497005988,0.22506280625823943,0.07092676489921376
44,0.5089820359281437,0.16733790299942078,0.0600218978613951
45,0.6706586826347306,0.24663475717874642,0.08927743207317033
46,0.6107784431137725,0.3040533577806916,0.057918329445654504
47,0.5209580838323353,0.2682550342724957,0.12207502564690267
48,0.9760479041916168,0.12794141162173397,0.10368312953597748
49,0.9880239520958085,0.1898024667668724,0.15560038538692028
50,1.0,0.3727376421802211,0.184981869130702
51,0.81437125748503,0.21985352905433495,0.14852402923476282
52,0.8562874251497007,0.3121060617366863,0.18640441265344793
53,0.0718562874251497,0.681040149811137,0.06893609918847372
54,0.41916167664670667,0.383439757516319,0.10082513281292217
