,dominant_hue_1,dominant_sat_1,dominant_val_1,dominant_hue_2,dominant_sat_2,dominant_val_2,dominant_hue_3,dominant_sat_3,dominant_val_3,hue_contrast_c1_c2,hue_contrast_c1_c3,hue_contrast_c1_c4,hue_contrast_c1_c5,hue_contrast_c2_c3,hue_contrast_c2_c4,hue_contrast_c2_c5,hue_contrast_c3_c4,hue_contrast_c3_c5,hue_contrast_c4_c5,like_rate_segmentation
0,0.08561074453161531,0.7835051546391754,0.3803921568627451,0.09358557631597411,0.1933962264150944,0.8313725490196078,0.11261508641576487,0.6275510204081632,0.7686274509803921,0.007977260223730067,0.027052527737345247,0.019408197018740293,0.001144937968412589,0.01914809321270824,0.027341461373210953,0.006846093332664453,0.04649779372047086,0.026141047764145133,0.021078107492680805,0.0
1,0.01516647222471506,0.6832298136645963,0.6313725490196078,0.0951324453459902,0.6173469387755102,0.7686274509803921,0.039267627580833624,0.2339449541284404,0.8549019607843137,0.0799664033343106,0.024164858031459038,0.5708858178635546,0.6283350156954234,0.056349172008381965,0.48928649576677735,0.5472728248515671,0.5469609759416951,0.6097208081080995,0.05938684657548333,0.0
2,0.10930319637811889,0.30851063829787245,0.3686274509803922,0.09759915471461834,0.7135922330097086,0.807843137254902,0.07004083313317092,0.9061032863849764,0.8352941176470589,0.011700941162658721,0.039411430062279304,0.887397403882547,0.04527422531694729,0.027815918032699744,0.8967065552890241,0.033485398944341584,0.9272617526652063,0.005923019587449596,0.956489098304257,0.0
3,0.7847245073306275,0.1451612903225806,0.7294117647058823,0.9255440707127757,0.8538011695906434,0.6705882352941176,0.6936258278145695,0.21917808219178084,0.5725490196078431,0.14084182292327946,0.0916240508290716,0.6506688729032508,0.12267112175565041,0.2341244336241827,0.7898993844366721,0.018572911053312408,0.5592519192483291,0.2162476821961856,0.7931526817888385,0.0
4,0.0,0.4670050761421321,0.7725490196078433,0.0038350910834132174,0.3686440677966102,0.9254901960784314,0.9585328578706063,0.4148936170212766,0.3686274509803922,0.0038350910834132174,0.9612702499731789,0.008813675784560139,0.07188424189545964,0.9623748932427257,0.004950574343013952,0.06793177644453476,0.953449451174677,0.8973951366767363,0.06473296102123084,0.0
5,0.7864899167959383,0.0886075949367089,0.30980392156862746,0.6472866730584852,0.12562814070351758,0.7803921568627452,0.03990786063921682,0.7885714285714288,0.6862745098039216,0.1391809341186138,0.7489799630967542,0.23408039104490905,0.11080275677851475,0.6125023076172632,0.094115341978396,0.028759463167279637,0.5155676771296691,0.643914524599373,0.12633789806931747,0.0
6,0.08341559723593285,0.1574074074074074,0.8470588235294118,0.09342281879194632,0.364963503649635,0.5372549019607843,0.1039110333624891,0.3271604938271605,0.6352941176470588,0.010009587727708538,0.020525775637483246,0.09303324439257919,0.49643336015017436,0.010538160841430643,0.08276080561212941,0.48563795402662574,0.07252937866331687,0.480280099251628,0.4140603928466727,0.0
7,0.0766521704330194,0.17535545023696675,0.8274509803921568,0.8447005028134125,0.8666666666666667,1.0,0.10198675496688739,0.416184971098266,0.6784313725490196,0.7680505067003291,0.025381029565129935,0.005672513495936744,0.09045247983301077,0.7489984396951775,0.7632204415527767,0.6788931919899797,0.019732205778717336,0.06567297538786453,0.08700992587008413,0.0
8,0.050508526766711644,0.6646341463414633,0.6431372549019608,0.6116970278044105,0.16363636363636372,0.8627450980392157,0.7509933774834437,0.12698412698412698,0.24705882352941178,0.5611899337655142,0.7024682353844381,0.4973515345350746,0.5246459862850431,0.14019139673589928,0.06579028574955252,0.03820224257355564,0.20561432265130047,0.1793407226353372,0.028385143280801592,0.0
9,0.46422593244345245,0.7666666666666667,0.23529411764705882,0.10947986577181215,0.1641025641025641,0.7647058823529411,0.5438227905914592,0.3536585365853659,0.6431372549019608,0.35473289841177197,0.0796672793310457,0.0858186920120285,0.32710047255364183,0.437795978168789,0.44070106173416573,0.02867361068139697,0.00610863479769273,0.4104892429153446,0.4236947964877374,0.0
