,Entropy
0,0.9540484142313286
1,0.9295722434248255
2,0.8701030870364344
3,0.9397873731458206
4,0.9383767255055353
5,0.971492399207939
6,0.9375372201693204
7,0.9042807165226441
8,0.9242023554495988
9,0.9728359311770671
10,0.6526643477066987
11,0.3735320791230985
12,0.866835149493818
13,0.8747164994611119
14,0.7093657821899302
15,0.8574864769442385
16,0.7075458880250236
17,0.83788221299206
18,0.750528237202339
19,0.7853093151729149
20,0.9712457910729788
21,0.8211912053524821
22,0.9013365469630203
23,0.6006385544441892
24,0.9699016123139972
25,0.7845185240785517
26,0.9500458237722627
27,0.20652452887764583
28,0.3630303256449886
29,0.8689261375243553
30,0.7472422227793034
31,0.9095408959556754
32,0.943961955459744
33,0.8409073537820055
34,0.9624833292942467
35,0.8758879187260122
36,0.8331965264989658
37,0.9866700144952645
38,0.9060994764203818
39,0.7488832751804007
40,0.8299296900114497
41,0.6470533691734439
42,0.44829291573417773
43,0.9473855493471535
44,0.8268849448141742
45,0.9610704632680036
46,0.7961876500803939
47,0.9748408018268837
48,0.921588668273702
49,0.8908802956025099
50,0.969121961747915
51,0.9500434630788221
52,0.9977974223959785
53,0.8670680455473923
54,0.8945685483797314
55,0.8338542021105064
56,0.8560547581700491
57,0.9542418458571493
58,0.8370671440869166
59,0.9448979266220123
60,0.954018798987698
61,0.9920222662063949
62,0.9036531703624053
63,0.7972904479287115
64,0.9039130881682407
65,0.9550928161171648
66,0.9785331771902259
67,0.19347200869783376
68,0.6650484856458234
69,0.8334730015448559
70,0.7452708276901114
71,0.9274787263163891
72,0.9280455762133077
73,0.9493295503888086
74,0.9535680008358951
75,0.9357528408417539
76,0.9496307948509659
77,0.9771289263691121
78,0.9095653414857512
79,0.7157835269195012
80,0.8967749969717638
81,0.8241826538295858
82,0.9074678900119684
83,0.9342742829524648
84,0.8768014721154462
85,0.4868910482158666
86,0.9296166431210551
87,0.5160957427072138
88,0.6645132308150776
89,0.5505542118800794
90,0.7109198680868516
91,0.9059556071109505
92,0.843118799823352
93,0.918658279697466
