,Hue,Saturation
0,0.14943356330044172,0.690954033539094
1,0.4004057899705309,0.5863836327261319
2,0.23131893559360292,0.4888904984965876
3,0.6873982770542675,0.5364426193997851
4,0.46223982714971906,0.6242899780946648
5,0.46739483810385873,0.5121752038968018
6,0.2963449786375067,0.35101329831935824
7,0.2710477468515453,0.43356977537553587
8,0.6323310379870974,0.5143092301053216
9,0.5208496950085447,0.5293061251893627
10,0.2499170140037709,0.33706977845671005
11,0.24039016572911284,0.5263196342735685
12,0.25271926982448445,0.13126424590145347
13,0.28572284293525235,0.40759358367054754
14,0.18889235482609001,0.30768858776883456
15,0.3118030026315375,0.08090377103971569
16,0.07452889925570776,0.06052923696215391
17,0.33062492771978774,0.08273077057158161
18,0.2206216141444789,0.0711295794050765
19,0.3724104878232967,0.2494548194319644
20,0.07301684491269712,0.21720978493452142
21,0.27374401970740897,0.22488689355721364
22,0.31750741252831066,0.47414701507399604
23,0.4164289346635205,0.18122071071578574
24,0.05859791746147079,0.44924517768144123
25,0.047878566653804994,0.08543572898483955
26,0.28764100869032805,0.13748795681282963
27,0.5286455187139926,0.5021045973431872
28,0.3728454567137988,0.29176531390577826
29,0.4251864804638178,0.06449336553768713
30,0.07832392285773983,0.19896045741729818
31,0.2378721606270868,0.11435991690994446
32,0.4616849495787876,0.22586827290827186
33,0.22897853150389516,0.1477314819140699
34,0.13542691730883938,0.04917072400765633
35,0.07413110650754264,0.06521999954929697
36,0.4318286206061791,0.07901140145280981
37,0.45252923758577723,0.16818319350665897
38,0.17587518958210177,0.4382289857810942
39,0.0843442015363638,0.07083110516078604
40,0.3103759904640048,0.44409473626539875
41,0.08723413702975226,0.015840446671205013
42,0.17375342644280228,0.23066164903964087
43,0.2681271545328073,0.17358224335465022
44,0.051417419908442355,0.1704822362202374
45,0.26747929265349324,0.04972255586294253
46,0.4041668315769378,0.14146245717178876
47,0.18148149942819433,0.06389449320470586
48,0.44211279581091173,0.3108227616709663
49,0.6076893461097277,0.2934337984189671
50,0.5302250042540211,0.7372713282576097
51,0.3051040192823829,0.14350162455951215
52,0.22903919595892988,0.20011089642201932
53,0.0407157019339834,0.009546351004025707
54,0.13454372693847977,0.07932510849350569
55,0.05099968649475181,0.04795269816509107
56,0.3456395552653097,0.46380462366363046
57,0.3612874209695269,0.24229229840650598
58,0.27366359470703866,0.10479762314143118
59,0.6180863576791646,0.3264680136156015
60,0.8133137515697503,0.34662620814904277
61,0.059642936453886006,0.07380665204241085
62,0.32496212899406607,0.20351772449341662
63,0.3175654940819976,0.10316779378603586
64,0.10379052475193516,0.016060604183304572
65,0.09273982024857638,0.3430095504133301
66,0.32985014470495305,0.15937141961073173
67,0.22335056238571457,0.20191593294485902
68,0.331057688754878,0.061576394203177134
69,0.38274512839042696,0.01040464718862737
70,0.2919515864459171,0.20923059960331752
71,0.29810686798160957,0.8239334056412612
72,0.1623248364908186,0.05335188887619004
73,0.2827586270797207,0.05742282880905761
74,0.48615294097110484,0.08360644546627348
75,0.12602406958949944,0.09738964293871828
76,0.0918191273822624,0.14088721442924626
77,0.1033330715498962,0.09284604059199646
78,0.17259955049480627,0.10473682063265197
79,0.5809670418256561,0.2517623944913697
80,0.2872294703242274,0.03628409315937832
81,0.4968103863862692,0.2593284515926287
82,0.7598105126199206,0.5073811315408346
83,0.28895870462589424,0.2027835280647339
84,0.24416623008371338,0.2711791897689334
85,0.3263135079169758,0.029846201169783808
86,0.42512652741330215,0.3429704248045293
87,0.3429101221853778,0.05416315755287424
88,0.055133945541903887,0.15989647195566165
89,0.14169919080205576,0.1310866804076327
90,0.4053984814873198,0.18216423942828508
91,0.4072884401187152,0.058390467005590606
92,0.525484802390655,0.038675256296930985
93,0.5491656528266384,0.3021405916049095
94,0.344187284252079,0.013628868562629065
95,0.4063367849908218,0.16347960263248107
96,0.5199692517163811,0.44003476337582964
97,0.2274137890942811,0.04495379312007992
98,0.48731898009658037,0.3849192649225874
99,0.07267366691497991,0.0883885484929722
100,0.27617702105676,0.18336430771898915
101,0.4054412982288704,0.7122867809593371
102,0.3356771443888429,0.06304334784961366
103,0.29581841774869033,0.4173692239855662
104,0.18315979966382076,0.027014191935808417
105,0.18158067675510456,0.05063189271446596
106,0.5523757773136915,0.07720278031671475
107,0.3705076439755729,0.1799327669960023
108,0.16736533258162642,0.47665596392825765
109,0.2188725349576783,0.10374354147479319
110,0.6440613351546782,0.722364369808655
111,0.35840952362457706,0.009491017173199818
112,0.2253121719381315,0.2376364610669583
113,0.1907738551422975,0.13506319412618786
114,0.287468229141019,0.07192244889336462
115,0.4643187298867183,0.5590324617285782
116,0.1432078319973234,0.44633552960193146
117,0.16343975393086063,0.03563593640371626
118,0.1409312921713059,0.26123938231841604
119,0.23013501115617727,0.21553446809243965
120,0.05258502491916285,0.05805154516242525
121,0.5812307338849626,0.0928610746142209
122,0.08911080491425478,0.04766780073985269
123,0.43665112706944104,0.4077327515537871
124,0.5013787052242894,0.46020272429466036
125,0.06743542101938572,0.2166555992810615
126,0.22678277258959903,0.06378168291814908
127,0.3300107285913108,0.2127821061015748
128,0.1063622225748707,0.1051293941645957
129,0.26164083408797234,0.0844545287273492
130,0.0,0.6042459600764848
131,0.3937061494917803,0.24855210314176934
132,0.34631396270745174,0.3070769985698317
133,0.05531345427646446,0.0815437774792366
134,0.16275695910994228,0.20644819709811302
