,Entropy
0,0.9269419765891378
1,0.9729678572569416
2,0.9130590036537614
3,0.9196667063794328
4,0.890566704700501
5,0.9732675801067578
6,0.8620912033052368
7,0.9103642211035965
8,0.9476079766435994
9,0.9165701361819047
10,0.9934872512197455
11,0.8786372261717597
12,0.9673961890850404
13,0.5699706101664692
14,0.6980130759019305
15,0.0034121240195058578
16,0.9696317820418887
17,0.7854600116519472
18,0.9329822245975441
19,0.8109290442534831
20,0.9199152805049797
21,0.7302947774309037
22,0.9357958039395446
23,0.9179584547808421
24,0.9808802451419552
25,0.83972716929207
26,0.5346154060910941
27,0.8598933172846093
28,0.7165163807708537
29,0.9689886151805263
30,0.6946093838664873
31,0.8049437113897231
32,0.6663491509446431
33,0.7816569477863846
34,0.9491902873730453
35,0.2844266989706852
36,0.6742554780717147
37,0.9275423511713445
38,0.8820415384090401
39,0.7352426358653994
40,0.9112350109416087
41,0.7642095227161181
42,0.831890749718331
43,0.7818514046548015
44,0.7990045289182666
45,0.6802499089373737
46,0.7589056395716987
47,0.734617921601947
48,0.8176850311094574
49,0.9380573776416101
50,0.9072768291909061
51,0.839043205799817
52,0.6933243166394785
53,0.5791310480906375
54,0.8541662451464991
55,0.5738901005849315
56,0.9492793494845178
57,0.9138529215546947
58,0.9222884444319175
59,0.9633265035861382
60,0.9139109925264202
61,0.6237655456241418
62,0.7019810653052532
63,0.7361133023485749
64,0.7682755012414564
65,0.9518645240541739
66,0.8248249546645021
67,0.9590786024342255
68,0.5427820971127912
69,0.9694509612156297
70,0.7476413936086623
71,0.2979499747950132
72,0.8817532414292895
73,0.9222037425395742
74,0.7889241095328903
75,0.7130891977395497
76,0.6970502563531793
77,0.7712014640954834
78,0.8656019126424044
79,0.9179140578812348
80,0.9375557727454742
81,0.722264377893542
82,0.6079875812520008
83,0.7045454436002143
84,0.9570236220272728
85,0.9708923395866975
86,0.9046640857034893
87,0.8165898069685591
88,0.9466431289285187
89,0.900387446926332
90,0.7557926630861045
91,0.7718553290771324
92,0.6871235340488373
93,0.6945195527817625
94,0.5838652491394627
95,0.9206370553000671
96,0.5647618370951824
97,0.9565220565071517
98,0.7123465580255908
99,0.7791748394756006
100,0.9319751952788695
101,0.9501076407163338
102,0.7585537091536907
103,0.7779136610499318
104,0.8426325993833381
105,0.7847330551477847
106,0.7783282287890942
107,0.8544138088451538
108,0.7676560581446104
109,0.9797269789021987
110,0.21840187910562547
111,0.9542309090290104
112,0.9524701634592949
113,0.8394621375274998
114,0.6633324563262648
115,0.9544826199917138
116,0.9378025039732907
117,0.8385872885092487
118,0.7755809468537391
119,0.7355313139260513
120,0.9586515329372163
121,0.7879662896821433
122,0.9232327075284188
123,0.981744329397706
124,0.9170847747327646
125,0.8287915786278695
126,0.6805487205017311
127,0.91937912992781
128,0.6169766854788128
129,0.0
130,0.6796756969946103
131,0.9211988795821091
132,0.6195536274058417
133,0.719292402192796
134,0.7480163166892964
135,0.8774004704210268
136,0.7799454992093293
137,0.9474408690659017
138,0.8044779529595201
139,0.6833388618664618
140,0.8523871516915786
141,0.4399805695880128
142,0.8978737491765849
143,0.6243355023415276
144,0.8844377427201491
145,0.9689598575245586
146,0.8744606637244836
147,0.7665066906792193
148,0.7571109223173373
149,0.9647445966864798
150,0.8090944685732151
151,0.9657675364158917
152,0.5248998798712692
153,0.9026597992471113
154,0.6637771728147728
155,0.9907451604340693
156,0.6750749616166831
157,0.9401537031821681
158,0.4605968721453595
159,0.6195659702584106
160,0.9658426813839316
161,0.9099637830878728
162,0.735812128293138
163,0.780303919764548
164,0.8438263911264174
165,0.6741813148135207
166,0.8025692578037147
167,0.9716199633903535
168,0.2348562059017787
169,0.8574484404140597
