,Brightness
0,0.4005219629661464
1,0.403846737276659
2,0.5026215420998956
3,0.4097347759061424
4,0.43011088858271274
5,0.38846654959228977
6,0.5416775614233998
7,0.5221867285364176
8,0.5202181897513556
9,0.40840103700480146
10,0.4862080370491906
11,0.47822678921108963
12,0.594251535340066
13,0.48919497548242186
14,0.7161392188916905
15,0.5105892248524648
16,0.5904540121780323
17,0.724842575285353
18,0.6318703657484218
19,0.7943737720229276
20,0.7375823833101159
21,0.6415640670577964
22,0.4967623060816162
23,0.5991243270669455
24,0.42340419951090214
25,0.8135747630441008
26,0.8373686138896862
27,0.6773000490967183
28,0.5568593704318
29,0.6299451766004032
30,0.5507742584289053
31,0.7476896086018447
32,0.6617951214294355
33,0.5759885653802805
34,0.7224310437035598
35,0.42826512819825213
36,0.7785690911309554
37,0.6652469151701175
38,0.5711672169559336
39,0.8779904192090391
40,0.553857384694136
41,0.9745475099802161
42,0.6552563572942993
43,0.7147773377237693
44,0.732259290555217
45,0.7401734683341339
46,0.8165484714882467
47,0.6744319834592614
48,0.7616372394329592
49,0.6060341282583236
50,0.4267145501170072
51,0.6440591346059901
52,0.784770901510658
53,0.9713345555498867
54,0.870169644825542
55,0.6701504458966023
56,0.7476871091644212
57,0.5019884838764671
58,0.6398536326576784
59,0.6996811199730465
60,0.7606192260634766
61,0.8121294096345903
62,0.5256075755172039
63,0.9345045088179251
64,0.8595293316034367
65,0.631996354570239
66,0.797567103467197
67,0.7791926755658456
68,0.883830386114353
69,0.33892343885508736
70,0.8514380419902756
71,0.8242167377719295
72,0.743440666971612
73,0.749812498568796
74,0.7730596887828647
75,0.8058411423831101
76,0.7403595778774482
77,0.7151297003777055
78,0.7178792345320423
79,0.8095892735451383
80,0.6224340115298265
81,0.5605178935356299
82,0.9120628695666086
83,0.6216315995409999
84,0.3186020135445108
85,0.7871622413246236
86,0.7263004012278633
87,0.5091171802252189
88,0.7170178092991074
89,0.748723070415376
90,0.6384814808790488
91,0.8370009502242747
92,0.699899455433818
93,0.8531861601619615
94,0.7749776806670343
95,0.5481881748686553
96,0.9557749113329561
97,0.4286244382981105
98,0.7111254290381691
99,0.6855522330636866
100,0.7396452281841779
101,0.3410802986875424
102,0.832428959252693
103,0.6774439687499184
104,0.65412367562425
105,0.8413983388882316
106,0.8627812957885235
107,0.6409613457836041
108,0.8747511751811987
109,0.4645528208931555
110,0.9636954115433636
111,0.43917764215686117
112,0.7903674480509912
113,0.6170201641053914
114,0.899361094777102
115,0.426355216057385
116,0.6360002179700184
117,0.851756072447232
118,0.5640775743732881
119,0.903091047547047
120,0.7741837797542901
121,0.7428220487060039
122,0.6801881139680177
123,0.3824562593943993
124,0.5624663951487785
125,0.7549372368142239
126,0.7370548227368161
127,0.6361674119297358
128,0.6666096951461552
129,0.6190856045295823
130,0.6939586138986665
131,0.6538697006403817
132,0.6911237202270197
133,0.6796218763805764
134,0.7198165983023159
135,0.7312048150843932
136,0.6259365251745779
137,0.4566348764233986
138,0.7891146155806898
139,0.6970843124446758
140,0.7466801326149557
141,0.4511138973616574
142,0.740983677962439
143,0.44702468009031227
144,0.7507097713267558
145,0.7287417261306479
146,0.44323790206556724
147,0.5463715553504177
148,0.8463237626858375
149,0.40549669570384284
150,0.7993859938515878
