,Number_of_Unique_Hues,Pixels_Belong_To_Dominant_Hue,like_rate
0,0.7111111111111111,0.1879241819128225,0.00018655880749881366
1,0.8666666666666667,0.1473785992255376,0.00018701746352941872
2,0.8277777777777778,0.17291567471908253,0.00018710937401864502
3,0.8611111111111112,0.10239453529532713,0.00018720134439611518
4,0.538888888888889,0.08199862729111101,0.0001874776154047733
5,0.9833333333333334,0.06436823774413426,0.00018756982588232507
6,0.9944444444444445,0.11710320735651361,0.00027363788546658197
7,0.8666666666666667,0.15941806858435523,8.144003356800507e-05
8,0.9833333333333334,0.10185223571899082,6.081846421622925e-05
9,0.8500000000000001,0.13961010544900102,4.243333317402987e-05
10,0.9500000000000001,0.20918902553163157,0.0003445920027656645
11,0.9944444444444445,0.4707792656468085,0.0004017254057055278
12,0.9333333333333333,0.23874330553158132,0.00010730438646088406
13,0.9888888888888889,0.19785894264564302,0.00021728732029949483
14,0.9888888888888889,0.2994783454963381,0.00019040443618363156
15,0.888888888888889,0.15015877442808334,0.0002571330386627357
16,0.888888888888889,0.17617952251673905,0.00016945632646019185
17,1.0,0.22762888618367247,0.00020056251765182854
18,0.9722222222222223,0.3707025899306484,0.00013481922039350292
19,0.9666666666666667,0.2111689424404486,0.00014397146531777773
20,0.9722222222222223,0.08136168701651061,0.0002592551096030209
21,0.9444444444444445,0.3068117433193508,0.00016861244086214348
22,0.9777777777777779,0.2671882792939134,0.00019283126562486355
23,0.6166666666666667,0.13600077722626538,0.00014698202332051128
24,0.9277777777777778,0.10431582522291863,0.0001930227877735447
25,0.0,1.0,0.0
26,0.9888888888888889,0.08107399604435382,7.72952930449155e-05
27,0.0,0.73225895202596,0.00016146794734937073
28,0.9833333333333334,0.3730359437834252,0.0001710060443843854
29,0.8777777777777779,0.5572167929449966,0.00020212492927893544
30,0.8388888888888889,0.5256147562436688,0.00022455844029533784
31,0.9944444444444445,0.05753861319550968,0.00035971353991818547
32,0.8222222222222223,0.13087426648224293,0.00014853913020664911
33,0.9666666666666667,0.19520774680179348,0.00036388227245445656
34,0.9722222222222223,0.1196007167567219,0.00010786673770849404
35,0.9722222222222223,0.21770543208294546,9.929960067779696e-05
36,0.9944444444444445,0.3763785192415846,0.00016060560944960924
37,0.938888888888889,0.0422725660485289,0.0001776694422888119
38,0.7444444444444445,0.15783137121390095,0.00013245918125988687
39,0.9944444444444445,0.18234498712090852,0.00034269315874380833
40,0.9444444444444445,0.20298042821984616,9.337445065764257e-05
41,0.9833333333333334,0.16656218501083972,0.00017315516812026823
42,0.9666666666666667,0.48012021881264455,0.00035234987403814547
43,0.8111111111111111,0.0805727353548754,0.00019582862427858368
44,0.9944444444444445,0.12244580040276737,0.00023114327060919118
45,0.9555555555555556,0.13871646274946303,0.00019651405410819447
46,0.9166666666666667,0.20831925238873542,0.00016990910379110808
47,0.9111111111111112,0.11067727145004207,0.0002121835291734727
48,0.9944444444444445,0.1130931218406862,0.0003041875520851641
49,0.8555555555555556,0.14202804966040322,0.00039444153306561784
50,0.9500000000000001,0.15451475913314144,0.00019888864203309245
51,0.9444444444444445,0.12164302952412898,0.00019908825751542567
52,1.0,0.06416764971551257,0.0002359068355117828
53,0.9944444444444445,0.3002111827616575,0.0007285760758813484
54,0.9888888888888889,0.2776125753199672,0.0002005939827854322
55,1.0,0.21749772506374637,0.0012317127192588108
56,0.9222222222222223,0.08474781394643756,0.00019551711159590914
57,0.9833333333333334,0.25673090089988226,0.00022537034584833797
58,0.7444444444444445,0.2395515203441906,0.00010520596799315743
59,0.75,0.1599364986040497,0.00011154974747285446
60,0.6722222222222223,0.3388777707006636,0.00012308607852237773
61,0.9944444444444445,0.10724131158607342,0.0003997579934473597
62,0.9611111111111111,0.22217825198630306,0.00019946833721746156
63,0.8611111111111112,0.2713717331685077,8.40917831089661e-05
64,0.9944444444444445,0.04265741030385946,0.00012555395224693163
65,0.9944444444444445,0.16479081264952497,0.00018057907956705295
66,0.9333333333333333,0.251093916655046,0.00011442678716759466
67,0.8222222222222223,0.5583135362580659,0.00010349452705255368
68,0.9333333333333333,0.2851499112848145,0.0004252475504029096
69,0.9944444444444445,0.062137062344350596,0.0004024839692945941
70,0.9944444444444445,0.18292623176334466,0.00043953545775223744
71,0.9611111111111111,0.17994463100387398,0.00016433789088871024
72,0.9111111111111112,0.1754914930156421,8.201452114890898e-05
