,Brightness
0,0.30345012040914304
1,0.5590531865364174
2,0.6822012495076053
3,0.5551277382691195
4,0.6131704880715592
5,0.4160739061723702
6,0.35882247634368863
7,0.5865301400796727
8,0.6337276314860498
9,0.4975857323493201
10,0.9030478354198088
11,0.8973392963744078
12,0.7371690066087295
13,0.6464315092640962
14,0.8384518769227425
15,0.6401828898139823
16,0.0658126151894119
17,0.7179123573049035
18,0.7006419925234744
19,0.41107817569394794
20,0.31479095542775976
21,0.7059161286129814
22,0.5783889721978908
23,0.5146168420076478
24,0.5691979103008951
25,0.20016400408021767
26,0.5962611302587504
27,0.2767618855908392
28,0.0
29,0.6014126121690977
30,0.7325190725758415
31,0.6729065397648306
32,0.610890856239046
33,0.7734126970744544
34,0.5420259321961998
35,0.5285248564563942
36,0.7852936829175181
37,0.36114379509813216
38,0.5366450568535197
39,0.15165984619146688
40,0.6592164490318584
41,0.859218148755241
42,0.8401287968837632
43,0.5509139817724913
44,0.6192041170327918
45,0.5827793974901032
46,0.654102178953675
47,0.5073772476647553
48,0.6905379897579134
49,0.3563050056560409
50,0.5293943853762826
51,0.5448492949165531
52,0.449476107719536
53,0.7567342512248589
54,0.49016006304965726
55,0.7599326934904453
56,0.7212473519051121
57,0.5713417231982616
58,0.6900878916387168
59,0.5195731752455708
60,0.5472008163928164
61,0.34826718061362577
62,0.5871617443121577
63,0.4643532881314553
64,0.41560563051098637
65,0.5574962939072559
66,0.4937372795646075
67,0.7514108523193326
68,0.8571023192786225
69,0.758948346076038
70,0.8201666851231393
71,0.4863449013735505
72,0.6388740366932903
73,0.6071181949227966
74,0.5985049133385336
75,0.5561335168604
76,0.6143883999345832
77,0.5657840719665188
78,0.683279980802854
79,0.5764408781351276
80,0.5342875948392936
81,0.6449446703868063
82,0.47676783601367206
83,0.6255016041534411
84,0.6263072207909046
85,0.8720039351138484
86,0.30631707332293084
87,0.7153666959749467
88,0.831066509376241
89,0.5760515059525442
90,0.8423471865261232
91,0.3110250339132568
92,0.7333406615748803
93,0.6158274795062482
94,0.9008641173235927
95,0.5045831694971861
96,0.7951865167221912
97,0.7008671873454415
98,0.46429505684280675
99,0.6774575945051353
100,0.8262258213873521
101,0.5243207076617364
102,0.7665339919490022
103,0.8660067982536399
104,0.8665045352507794
105,0.796005946968795
106,0.6401539068553224
107,0.59932258145653
108,0.5415919300685459
109,0.536749180845282
110,0.5381999966016997
111,0.874251498750723
112,0.6930517531215037
113,0.43847261477942473
114,0.6889402071082547
115,0.9141310592539222
116,0.8294349015680222
117,0.4545967789951087
118,0.8292968407570045
119,0.905706135402879
120,0.8575162452542955
121,0.8172511336951416
122,0.8719275197373177
123,0.3855434357977869
124,0.6120059913743972
125,0.45014400952089667
126,0.7357780536297205
127,0.558629640511527
128,0.7288575636070151
129,0.9080260847782737
130,0.6060756486222845
131,0.6087182044867361
132,0.7495928878509432
133,0.6084028913781967
134,0.5315853414505549
135,0.38141248696702307
136,0.535494939096353
137,0.5581031583373783
138,0.4008854003088835
139,0.5508866815987776
140,0.651724851887604
141,0.5495073412863585
142,0.8376727598945963
143,0.6926238028775249
144,0.5814414353529145
145,0.9037255581572692
146,0.8817358733851473
147,0.44990069554343454
148,0.8371620122216274
149,0.8712298792379436
150,0.7603457652057797
151,0.7498853790253477
152,0.8611598169482924
153,0.5196886290968483
154,0.5961024500168706
155,0.43659175258177724
156,0.910503941117681
157,0.5902160320590024
158,0.43372948894470814
159,0.8554428194256094
160,0.42614985624069973
161,0.42191588033882227
162,0.4187558440867219
163,0.5412303788804427
164,0.6383502023553744
165,0.7986933326336365
166,0.8780899221091745
167,0.7672791096363523
168,0.46773416704951326
169,0.8643793144890848
170,0.2132789556998233
171,0.448600567391007
172,0.9310236230777214
173,0.5557658964646759
174,0.9170110649722216
175,0.42164296522137285
176,0.7860686004234081
177,0.37832735078770924
178,0.5307579257266171
179,0.5726842973763577
180,0.5961918872412004
181,0.9052378463548085
182,0.3537740404033048
183,0.47665924953136823
184,0.8636891269139064
185,0.7490776517015163
186,0.6443086139006589
187,0.4331521724412141
188,0.8443762679806865
189,0.7131550580197468
190,0.7001728675764718
191,0.4216523233010569
192,0.695915109741962
193,0.6596034596458671
194,0.4932474726029266
195,0.8585365875185096
196,0.8164867273821526
197,0.9204525987812229
198,0.39618044227306554
199,0.40964469518200836
200,0.8682787847145914
201,0.7679070191011717
202,0.8725008630040538
203,0.8348358010278536
204,0.3819348865673801
205,0.5079802335288546
206,0.7425390039652398
207,0.400330596270886
208,0.6852575649433734
209,0.4208773689424086
210,0.46443972201382505
211,0.9133605036022041
212,0.4003338846704762
213,0.9042780336996754
214,0.9447260817944381
215,0.8893475994832543
216,0.43666827323080276
217,0.8699766966119691
218,0.3878609163389333
219,0.9127223855666977
220,0.5236231558983631
221,0.8575396628582823
222,0.5271740014329662
223,0.5098279731326254
224,0.42388905947280137
225,0.7607028946543075
226,0.5215726615762861
227,0.4917892831458907
228,0.8729380990635589
229,0.6015223365195521
230,0.7208814048449073
231,0.7821760251277003
232,0.7953208563273111
233,0.5798924094348425
234,0.7010616706801431
235,0.7703673470523182
236,0.5547184931601725
237,0.6712565847447667
238,0.8121794501543016
239,0.46918599082149953
240,0.8586827645973893
241,0.8310610447427758
242,0.3960778821609931
243,0.9377877096746474
244,0.45528120865819116
245,0.8916390526436069
246,0.4570189349166231
247,0.4918888989749031
248,0.5412164685406946
249,0.46689274369175965
250,0.8123961389052121
251,0.6194819167150576
252,0.7273130775664811
253,0.8969044888698152
254,0.6646792650557436
255,0.5088926230066488
256,0.8749351593666279
257,0.6225870581126731
258,0.5326597118365728
259,0.8125260117991924
260,0.8540401441314853
261,0.829120436488596
262,0.818947650340951
263,0.7012913430550498
264,0.5043236103532667
265,0.59969324942886
266,0.5829360807536921
267,0.8947784654293056
268,0.8057497925652546
269,0.6076178371600771
270,0.8908420290566721
271,0.5489092840843806
272,0.8472939099677756
273,0.8495851756162791
274,0.5481838683316529
275,0.8597259636956132
276,0.6614528261254873
277,0.48899205280792896
278,0.8280061541541688
279,0.45043833470252875
280,0.834104732409132
281,0.7513961390305195
282,0.8338241840153848
283,0.7465252759751249
284,0.40105397173546015
285,0.7784182269033721
286,0.8661576244491787
287,0.4055132171834959
288,0.4938069068587379
289,0.7471693085607034
290,0.823889383003114
291,0.9024047743511789
292,0.7534825243757539
293,0.47086229399629936
294,0.5046975177658393
295,0.8626174029021054
296,0.5555735250885678
297,0.6497429469979088
298,0.6761598263463786
299,0.46222832919755336
300,0.8606170065918524
301,0.35286645156544344
302,0.5954153879017168
303,0.5718725296362694
304,0.6076276503870195
305,0.3787015046727558
306,0.37999083134596984
307,0.7788985122037415
308,0.5480354107917556
309,0.38385796800451405
310,0.8764743458313304
311,0.8963410891957151
312,0.8956389150275252
313,0.4710684922422432
314,0.47090781817187005
315,0.5672390352326719
316,0.6156424928550843
317,0.594890798397322
318,0.8100968283584598
319,0.3307785975136511
320,0.46864568588536776
321,0.513920799049252
322,0.44470673943413846
323,0.5312571031047264
324,0.5401628857502938
325,0.9429985917121737
326,0.49841293336134446
327,0.3841874449248586
328,0.9130321873861242
329,0.5668664193288921
330,0.6264964866312774
331,0.5225004309717645
332,0.5007073403308964
333,0.43430387542676946
334,0.5199779653010272
335,0.5988432761298339
336,0.7741532970277163
337,0.4333365385801932
338,0.5913398079715506
339,0.6356650240760013
340,0.42454067837301085
341,0.8728607773944124
342,0.451044837327304
343,0.606878425235333
344,0.5819870357173371
345,0.4366232931845662
346,0.9082195303373584
347,0.4240901621167937
348,0.509827062050652
349,0.9204645649019603
350,0.3695233648632374
351,0.8583944051836778
352,0.59676352227845
353,0.41995647137813424
354,0.39590918867935726
355,0.4380989538393358
356,0.9450837385598883
357,0.6028377168299515
358,0.5001870028923676
359,0.9299316318780855
360,0.5872471474198457
361,0.7115944196703636
362,0.3630901890520079
363,0.8245264831132655
364,0.44538377711022287
365,0.5399371110099171
366,0.8645630446055885
367,0.4352676134426782
368,0.7388249464736469
369,0.3195735853674356
370,0.8120036109319202
371,0.5707874554150845
372,0.918189361367072
373,0.8770023998498999
374,0.5172297771242369
375,0.4254834002222245
376,0.08672587763653561
377,0.8434383304223563
378,0.6080220260396709
379,0.5643682938872645
380,0.5870754379970102
381,0.5202491933462916
382,0.5158920355391239
383,0.5986289519916133
384,0.5153881994199365
385,0.4602011757404904
386,0.48932210019350825
387,0.56263813381772
388,0.6708299675695424
389,0.5673007736575821
390,0.632724809252093
391,0.5785133140199985
392,0.6270000331431154
393,0.6299992747571936
394,0.540723965955791
395,0.6241576771677906
396,0.5276057938302887
397,0.6190723372889819
398,0.4832649773390843
399,0.4512498860683061
400,0.8300195271135729
401,0.37801516648848216
402,0.4784703283443988
403,0.5606565433838597
404,0.2636997517324701
405,0.5954407218952609
406,0.9424246952877435
407,0.46818658167753596
408,0.3785899784571162
409,0.6396902051526807
410,0.8746654629839696
411,0.46359908365822805
412,0.5507769856840892
413,0.47347130860489245
414,0.633058827495669
415,0.5430775865166317
