,Hue,Saturation,dominant_hue_1,dominant_sat_1,dominant_val_1,dominant_hue_2,dominant_sat_2,dominant_val_2,dominant_hue_3,dominant_sat_3,dominant_val_3,hue_contrast_c1_c2,hue_contrast_c1_c3,hue_contrast_c1_c4,hue_contrast_c1_c5,hue_contrast_c2_c3,hue_contrast_c2_c4,hue_contrast_c2_c5,hue_contrast_c3_c4,hue_contrast_c3_c5,hue_contrast_c4_c5,like_rate_segmentation,Number_of_Unique_Hues,Pixels_Belong_To_Dominant_Hue,like_rate,like_rate_segmentation,michelson_contrast,laplacian0,laplacian1,laplacian2,laplacian3,laplacian4,laplacian5,laplacian6,laplacian7,laplacian8,laplacian9,laplacian10,laplacian11,laplacian12,laplacian13,laplacian14,laplacian15,laplacian16,laplacian17,laplacian18,laplacian19,laplacian20,laplacian21,laplacian22,laplacian23,laplacian24,laplacian25,laplacian26,laplacian27,laplacian28,laplacian29,laplacian30,laplacian31,laplacian32,laplacian33,laplacian34,laplacian35,laplacian36,laplacian37,laplacian38,laplacian39,laplacian40,laplacian41,laplacian42,laplacian43,laplacian44,laplacian45,laplacian46,laplacian47,laplacian48,laplacian49,Brightness
0,0.082535294665579,0.6008463424940306,0.0556563823351482,0.6263736263736265,0.3568627450980392,0.0646682835970895,0.2139737991266377,0.8980392156862746,0.0615731317243384,0.8085106382978724,0.1843137254901961,0.0091446414631426,0.0059360191571527,0.0076174531756827,0.0139840182648401,0.0032409121599547,0.0014765756122737,0.004829931972789,0.0017757158854583,0.0081974637024842,0.0063750926612304,0.0,0.7111111111111111,0.1879241819128225,0.0001865588074988,1,1.0,0.151292278007607,0.3783732273852621,0.4194718727263443,0.3249468363271949,0.4586748528060103,0.3321763740172213,0.4087088582560407,0.3240899255991433,0.4513606196797308,0.3223225479276403,0.3661074115566723,0.4985086805094565,0.3451951739406631,0.3688320995751456,0.1969493231349905,0.4884405519416145,0.4565394941594911,0.4233386492710905,0.315285393547097,0.4445433171750835,0.3615953259112704,0.3779966040093139,0.2780779463857717,0.2818215774079187,0.339046782686951,0.2513671687104282,0.2093344668174223,0.31398873687872,0.3283971604924183,0.337237030524765,0.3682526215246672,0.4293318300058164,0.4212326201909664,0.4952540790339378,0.2682119382977784,0.3733470670859594,0.4358476783232839,0.3981476265572225,0.4762966771154752,0.3747559673986675,0.3921942695024843,0.3438476875259938,0.4153853731528415,0.4933112955475669,0.4540885218887607,0.3372528108587129,0.3109545609543042,0.3452845750443206,0.4023592681587615,0.3701452514952386,0.303450120409143
1,0.603184053928359,0.5441716050306228,1.0,0.3755102040816327,0.9607843137254902,0.9961491366612838,0.6201117318435754,0.7019607843137254,0.1521807483268202,1.0,0.9647058823529412,0.0027149833368649,0.8591734641974813,0.9988368916933184,0.0201322132110234,0.8485964789268015,1.0,0.0173430604876454,0.1522570983764548,0.8425192733289139,0.9906184020007898,0.0,0.8666666666666667,0.1473785992255376,0.0001870174635294,1,0.760008896797153,0.5414721028847556,0.4596039537184242,0.303083824832745,0.322484202213921,0.4968090275882915,0.3279734543798273,0.6280534615632822,0.3962197639752343,0.6415352765177259,0.3398081371203053,0.479710782437134,0.5301660341809888,0.4833361062231783,0.7475399641650342,0.2743955174690103,0.2215832030458032,0.4802133090926448,0.4802813746584942,0.2542457645343752,0.5400055457191805,0.30419153026145,0.2672611522742712,0.4193775109218056,0.0024004675341217,0.2660780770238644,0.4499182101185424,0.2572936441667497,0.4432988260010448,0.3378709201896183,0.3378155746975063,0.409050210115189,0.4072114450203903,0.3911844207575224,0.6541971360154331,0.5174013632703012,0.117687671090044,0.4269830739838128,0.5259453853202241,0.5782999271486029,0.5253912046919103,0.2146537189378592,0.4822105803687914,0.4429085723219479,0.4081646463038633,0.4873670182666968,0.2287219451939865,0.3948258005524478,0.1416348142785063,0.533573304113646,0.5492726433810472,0.5590531865364174
2,0.5886610075134012,0.2860942926767318,0.5885662431941924,0.5357142857142857,0.8784313725490196,0.5947677776107715,0.3531914893617021,0.9215686274509804,0.1114180478821365,0.029126213592233,0.403921568627451,0.0069338830732766,0.4835629605895544,0.3938369781312127,0.0002208002883922,0.4860514987734642,0.4022815198738989,0.0066738781752395,0.0843465045592702,0.4858860303654312,0.3988139362490735,0.0,0.8277777777777778,0.1729156747190825,0.0001871093740186,1,1.0,0.2310573457230133,0.3368950234529433,0.4263512640618336,0.2715103861055489,0.3829750536869804,0.2797798468252054,0.3737160497321059,0.2980090002179528,0.4004859857896864,0.3403565390769829,0.2877466650450488,0.5566235684528686,0.2731122103101803,0.3585719033995076,0.2632346466397804,0.2347837885646793,0.4954424294465389,0.5220631246217462,0.2885321365585828,0.3718615385914893,0.5119450847749141,0.4522513097555459,0.3596044086251093,0.1984594702992205,0.4294981545535274,0.4680070305603171,0.2550564477104704,0.3594259042627429,0.2054264159474594,0.3819920746900609,0.4842539305128577,0.3897563029578312,0.2471750087440829,0.548012683886704,0.3888598385676776,0.3131767680793202,0.5482113379991059,0.4283777907955921,0.3822346730885604,0.3285551961775752,0.5778413573669444,0.4372463084557597,0.3736139200431033,0.4228055502591532,0.551235241122314,0.4414160099835262,0.2966059067244579,0.4414896804039172,0.5554233317963665,0.4979002352499883,0.6822012495076053
3,0.4145056712706066,0.2626846645272904,0.5565638233514821,0.0163043478260868,0.7215686274509804,0.4725322827752244,0.3870967741935484,0.1215686274509804,0.6685082872928176,0.0449438202247191,0.3490196078431372,0.0840163934426228,0.1127843639859019,0.0245966064080632,0.1358447488584476,0.1955650420965254,0.1085146277507465,0.2187675070028011,0.0876157489220329,0.0242730094047587,0.1119273782228254,0.0,0.8611111111111112,0.1023945352953271,0.0001872013443961,1,1.0,0.2550008995259473,0.5086610434047896,0.5072737889402943,0.3305612037087821,0.4560675461807607,0.4142288156819265,0.3526048621681168,0.3705574309509175,0.4317100494764698,0.3854640371006895,0.3385677444562506,0.4573090624882763,0.3614982931820529,0.3503250543058874,0.1918173963085662,0.4690166913666697,0.5106244221903269,0.4268449597714366,0.3045259875101548,0.5008221118699696,0.3639546274631154,0.3475988247805426,0.3644157857932417,0.2640142085514851,0.4283225687848861,0.3670407280638931,0.3197825889419559,0.3998449217447545,0.448301117092515,0.4740547354125952,0.3350701658727176,0.3856654579014384,0.4443095795368182,0.3830838806796586,0.2702098448729592,0.2489919754801261,0.581474855329118,0.39897639902137,0.3364086993638756,0.4095668182203757,0.5504643681142659,0.4043160494599832,0.4211163938233778,0.4301852674581077,0.4716643177352887,0.4389495418944291,0.4283648819886583,0.3931374098377362,0.4160556613740198,0.3857501179870065,0.5551277382691195
4,0.6124294292869119,0.137157647044939,0.6052631578947371,0.0334728033472803,0.9372549019607844,0.5941398555482601,0.2285714285714286,0.5490196078431373,0.5773480662983426,0.1235955056179774,0.6980392156862745,0.0105020491803279,0.0288369112463955,0.0238217752309672,0.0419520547945206,0.0180961159082824,0.0134362819725541,0.0313235294117647,0.0046909285958097,0.0135156529640132,0.0181441590720795,0.0,0.538888888888889,0.081998627291111,0.0001874776154047,1,1.0,0.3345786707383467,0.3946818067382762,0.3899308499687932,0.2626206894850469,0.4332973569954166,0.4258288451203561,0.3712690419073615,0.3294948131909018,0.3867438006081816,0.3693670381754433,0.3078790906059137,0.4888673753244101,0.2919266562232079,0.3806201226372635,0.2291408333382107,0.4250272857413757,0.4696882218126514,0.3998195472065526,0.3006430769348225,0.4541987967619251,0.4024551495906664,0.4578092526406233,0.3855092719878533,0.2606410668496354,0.3789170077990526,0.3612709552562879,0.2788338122748595,0.3782792980764118,0.3787642869125929,0.3269933050083912,0.3481418970690166,0.4303762235403973,0.3271717553909967,0.4993700448911933,0.3872687240118131,0.3896524749282162,0.4656936251014349,0.3245112785381432,0.396143916204605,0.3965889524256353,0.5333805164672659,0.2825739241401587,0.4855691581688952,0.5839572413529266,0.5168500243226635,0.2832752866652841,0.3681255832268311,0.5001094113736894,0.5102968055032192,0.3880840335894902,0.6131704880715592
5,0.3619898944085037,0.3468659643828032,0.1033618529081323,0.1917808219178082,0.8588235294117647,0.1881315759973095,0.8961748633879782,0.7176470588235294,0.1044544198895026,0.1818181818181818,0.3450980392156862,0.0855288836846213,0.001007003249874,0.0100573032393871,0.1038812785388127,0.0843246479423172,0.0954279681827854,0.1884505021520802,0.0111635079563739,0.1061944161458189,0.0944490472245236,0.0,0.9833333333333334,0.0643682377441342,0.0001875698258823,1,1.0,0.1360663101816022,0.421251081490586,0.4924259357684176,0.2810549921546431,0.4625012735114827,0.3271619056679752,0.4003343850866261,0.3556559195628044,0.4533918769818368,0.3362310971859674,0.2701776095548063,0.4760342283754816,0.2749683082218896,0.4194056947142597,0.2352154943279276,0.3334543182741037,0.4341799435692313,0.4197582656595623,0.3227315144144582,0.4530221323529703,0.4091470041643363,0.4076946502059837,0.3643795215413731,0.3035546937806359,0.3084052421515644,0.2417036432470269,0.3397181568082514,0.423572911603117,0.3396861287094899,0.3476514574796323,0.4967079201845493,0.3982611353474377,0.3906288061615398,0.516978556083999,0.426709732634168,0.4057787218129217,0.4171710761131841,0.4498439493742099,0.45295410666851,0.3887282617453695,0.7456299984918742,0.3471529598238428,0.4588821819697589,0.4829759939925628,0.139732913457962,0.30594501391236,0.4204386758678264,0.714066802205255,0.3116043140559681,0.438732767962178,0.4160739061723702
6,0.995600650105572,0.726441693366478,0.2948158160514545,0.9484126984126984,0.9882352941176472,0.9733398238503862,0.6338797814207651,0.7176470588235294,0.9609806629834254,0.3471074380165289,0.9490196078431372,0.6839802349151236,0.6740517402023545,0.0749002382219319,0.6449717337697289,0.0144506188741276,0.7575937561305212,0.0379242731575389,0.7477856406411099,0.0239242592696327,0.7254109496719037,0.0,0.9944444444444444,0.1171032073565136,0.0002736378854665,1,0.9898681640625,0.2558451029829218,0.4102956562690981,0.434572252130891,0.2927738061509777,0.4579562236608085,0.4895676508225315,0.3597443886720463,0.35782717792226,0.4242939367024802,0.3582087642831221,0.3414905569408878,0.4867290885967059,0.3115113452867374,0.3652037435748061,0.2093003387980092,0.3885320256487596,0.4718725341805138,0.4171935372787416,0.2958196004939546,0.4591478043427708,0.3721834632164909,0.47846936116208,0.365429926330596,0.2826736998603678,0.3528283123938861,0.3490063289992057,0.3262121805106833,0.404295188000949,0.3818006871558628,0.3861225688900305,0.3691543100923574,0.3549920737137336,0.3519290664272765,0.4745257622620698,0.3618251298827434,0.3030764088354459,0.4901055446695456,0.3597264937864733,0.4072723739493603,0.3780350742205953,0.5032504989150328,0.3506437725030995,0.420103098714814,0.4898646865200051,0.4562000171923284,0.3842143847900316,0.3766423090154587,0.4750045067323302,0.4369516876891216,0.4668410941465177,0.3588224763436886
7,0.5465806362547604,0.2415080454083188,0.389594676346037,0.0122448979591837,0.9607843137254902,0.5813783666030523,0.6257309941520468,0.6705882352941176,0.4536306235201258,0.0424242424242424,0.6470588235294118,0.1936826515499724,0.0644482079919439,0.1265136454003257,0.195776255707763,0.129357155443592,0.0662320213842006,0.002341946124244,0.0635337307069834,0.1335015517261729,0.0691421254801537,0.0,0.8666666666666667,0.1594180685843552,8.144003356800507e-05,1,1.0,0.2606083082903158,0.2698034188110939,0.4322931627240793,0.320961293261665,0.3244408765519094,0.0775911513255849,0.3411931992895445,0.3177904810271333,0.3633873987279959,0.3709583537347526,0.1789817632306974,0.6534655962721674,0.1034120202759872,0.3165699449046265,0.2717744572663499,0.053375422082211,0.4134538434234849,0.6600508013216453,0.2994082506583563,0.3370432878079343,0.5035737088115534,0.3133642619885808,0.2856418114473929,0.1990486850148501,0.3973482660512297,0.673518167393011,0.3422836838621877,0.4242063799873507,0.4390856514310076,0.758067930835667,0.705469065121473,0.4588163285562179,0.2920542898836167,0.4293939074855282,0.2354532827622354,0.0574796609310568,0.2997885023966228,0.4496559011604671,0.2593227793573669,0.3012807447197263,0.3016670436718307,0.7417959624635757,0.2106036348264511,0.5966602461143043,0.4630273204275651,0.4533549954757317,0.201626793392238,0.599339643094536,0.5163323521759466,0.2796978670988245,0.5865301400796727
8,0.4154238518810633,0.3268202110459976,0.2125061870978385,0.1803278688524589,0.2392156862745098,0.3335521996060407,0.0238095238095238,0.9882352941176472,0.5842052510634136,0.518348623853211,0.8549019607843137,0.1222056631892697,0.3760537381653826,0.3956975411915496,0.0667419053549189,0.2506990552286685,0.2753075063882315,0.1879411764705881,0.024734884669001,0.445264728937071,0.4676960847654735,0.0,0.9833333333333334,0.1018522357189908,6.081846421622925e-05,1,1.0,0.2019741186499976,0.4127950062352815,0.4385825849990914,0.3080559443947026,0.4529950638973926,0.4478772890059631,0.3827737983848101,0.3289016676062016,0.4429649318023123,0.341576385935931,0.3396260655049609,0.4840560627934111,0.3460311640020101,0.3642125918966266,0.1846520426381603,0.3479140683541498,0.4359199426703781,0.3883195895602432,0.2794422507105592,0.4727813412274206,0.4027918286015359,0.4524848204537475,0.3349841166860384,0.2846096275201887,0.350490594328318,0.3772557610078005,0.3439394402769378,0.4124835017543944,0.3965104887090264,0.3562688717226694,0.3827162655375746,0.4009350531314273,0.2897030870609949,0.5031787098808178,0.3998554029975097,0.3362391611415909,0.509089843517569,0.3902526946558913,0.441044943718504,0.3944245483034784,0.4550595089459646,0.3347864133358753,0.4235646017581649,0.5295659763173681,0.4602135075568638,0.4889895452247906,0.4247872769962525,0.3933566552980562,0.363352439518682,0.2975770629861798,0.6337276314860498
9,0.4623927216808411,0.2539751469686126,0.5194595684613832,0.0538922155688622,0.6549019607843137,0.5559203326767346,0.0123456790123456,0.952941176470588,0.533214943435938,0.3043478260869565,0.2705882352941176,0.0373406193078324,0.0134267099983216,0.0542842237356006,0.062609148441881,0.0239467398485541,0.0172401249592535,0.0252053663570691,0.0414468639424987,0.0499087140743458,0.0081194896140561,0.0,0.8500000000000001,0.139610105449001,4.243333317402987e-05,1,1.0,0.1301191598271393,0.4982184871594903,0.4325374916216932,0.3090047251882006,0.5367904221147025,1.0,0.0875239347294775,0.4203205909537043,0.4398996825696599,0.3753464218731379,0.7530618533748237,0.7993279565823247,0.1404931891533282,0.2903513340989647,0.2505450346332233,0.0690217511530112,0.9160013677262416,0.4319456951850268,0.9963764116693008,0.6482790203572844,0.1337858456859869,0.7898610179718131,0.4493543050982721,0.0493486861596504,0.2659432362145555,0.3410686052189476,0.20090579121016,0.4492123425343432,0.3513101774426032,0.4728205289916264,0.2119640649045693,0.6392336926622444,0.4281803209496576,0.5341608591995444,0.2327387981869352,0.3796576422173662,0.3246574935115863,0.3661810439268719,0.5244018499200718,0.3883312141880954,0.626304009478265,0.3352324984654912,0.2114646614839149,0.4928183025428932,0.465790584333774,0.5054313323931152,0.4055523847317625,0.3100065809330256,0.4351708352985823,0.3835386862728238,0.4975857323493201
