,Entropy
0,0.944093554534511
1,0.8982740577452977
2,0.7787973744980623
3,0.9163364680746082
4,0.9145226308925924
5,0.9574574225822905
6,0.9133282874544091
7,0.9479660730096846
8,0.8960335549205678
9,0.9591296594817829
10,0.7927915022869942
11,0.6278871494999085
12,0.821921510568913
13,0.8578620617717203
14,0.6238293837933011
15,0.7419739827029974
16,0.6477922348273153
17,0.7061095595750262
18,0.722349510194747
19,0.7160936905689959
20,0.9545724216445484
21,0.7879253135007689
22,0.8663266313964006
23,0.6048685803417719
24,0.9567105397951865
25,0.7156783424740871
26,0.9297261800875691
27,0.0
28,0.16821908829242815
29,0.8202971717499377
30,0.6553099068769683
31,0.8771840809207085
32,0.9218910567721244
33,0.7868375564586774
34,0.9456435217075203
35,0.8336062581580539
36,0.7860031011833433
37,0.9771334437235126
38,0.872679959347507
39,0.6685956942314202
40,0.741708633506978
41,0.40872120661467437
42,0.590682426312301
43,0.9262771097400206
44,0.7576653057995892
45,0.9437698681014413
46,0.6553099088304031
47,0.9491110327319163
48,0.8927179369703331
49,0.8385569863362359
50,0.9544126411776768
51,0.9285742302300466
52,0.9915488464170266
53,0.817043493349169
54,0.7363525221755978
55,0.8654571024659048
56,0.7781155957513639
57,0.9351021680976632
58,0.7832403750619228
59,0.9283832581946547
60,0.9474194303534382
61,0.9496958748263691
62,0.8693574163176225
63,0.746255590387924
64,0.8697402433874071
65,0.971873907592792
66,0.9735735125030875
67,0.0009043699284441153
68,0.7137479557513717
69,0.7796388226505746
70,0.6716152003796678
71,0.8529772496111572
72,0.9030459289715929
73,0.9688689296732362
74,0.934269155187853
75,0.8734676033200808
76,0.9290633942047115
77,0.9703015013410059
78,0.8770809106275252
79,0.6262305999029736
80,0.8498943171433886
81,0.7663738839689915
82,0.874431152203295
83,0.8209981608791648
84,0.9050519047122616
85,0.5022567289605162
86,0.903050623251729
87,0.36708751379338045
88,0.4519724906554188
89,0.5728650630825511
90,0.7128172996290081
91,0.8724461023526202
92,0.8724344442308343
93,0.8994656936131822
94,0.622571930825774
95,0.7176158970554969
96,0.6225062835768327
97,0.8822307076801559
98,0.9594900875569439
99,0.854789624678705
100,0.6042825893492572
101,0.9149772047426052
102,0.8306520137042981
103,0.5033379807793292
104,0.4235747266217267
105,0.6479296138375852
106,0.8620486490225909
107,0.9135873306084534
108,0.9133347005568675
109,0.9573064539673797
110,0.9635414663571005
111,0.7660833993169975
112,0.5994080017244847
113,0.8384438930671316
114,0.8655863260844094
115,0.5132736641350546
116,0.6062504037553191
117,0.9770233382035909
118,0.8578665976019517
119,0.6542133635832434
120,0.6398590477260029
121,0.767784752674274
122,0.18976579961427742
123,0.9380980603448716
124,0.8814844687241796
125,0.8448028328058645
126,0.6924743520372352
127,0.9186537624323616
128,0.5947364511668498
129,0.40384451387003173
130,0.8195939431921515
131,0.9365657396757787
132,0.700013941725482
133,0.9436991814992868
134,0.9267151204901156
135,0.9247677024306971
136,0.9411933909966606
137,0.8217287844259467
138,0.9471102888658667
139,0.8336350738445508
140,0.8779906443452472
141,0.8104331932474738
142,0.5472197381844248
143,0.7020854683332549
144,0.8564191870837772
145,0.9382589424219241
146,0.2606985204150041
147,0.8523130909721404
148,0.6277286042551906
149,0.6837110264152624
150,0.6161980590825678
151,0.8588033139416988
152,0.7560991523814296
153,0.8632075233100056
154,0.8754403327295748
155,0.9014792707819879
156,0.28031127045708737
157,0.9496842811445969
158,0.981808741073068
159,0.7336966662981617
160,0.9025790789243964
161,0.7659300719621951
162,0.8961492399246787
163,0.939452876558438
164,0.8630918072903302
165,0.5672603145742829
166,0.8979566534494048
167,0.5420921659820894
168,0.852937597301078
169,0.7059784893258079
170,0.7290785364680556
171,0.9507210652190419
172,0.3938748242166641
173,0.8674702276113038
174,0.5471066771551594
175,0.932085948955198
176,0.847143962850357
177,0.9658823024136345
178,0.7450184806972544
179,0.8963611258981057
180,0.9338827281457474
181,0.5000271993611023
182,0.9786095306730391
183,0.9566450956026451
184,0.6389298449316443
185,0.8905696052469925
186,0.8177599112207623
187,0.9878780234629736
188,0.6694588563154484
189,0.7925664471911642
190,0.8926923184062536
191,0.9619873647474868
192,0.8597357171921638
193,0.8453010427312306
194,0.6975485925938889
195,0.637719140668338
196,0.640116657936348
197,0.6034589179758525
198,0.9865508364316755
199,0.8869009809766466
200,0.74660869735428
201,0.793161303298302
202,0.596331421953852
203,0.7698721783044167
204,0.9441721321942467
205,0.9849094757740036
206,0.8535732035211199
207,0.962065137284525
208,0.792420291237502
209,0.9832225599752624
210,0.898729266831964
211,0.38906510873842937
212,0.9712412195546007
213,0.5091923488837564
214,0.5487188526565787
215,0.605112403095633
216,0.9427835187773379
217,0.7625095024426722
218,0.7724578705426826
219,0.5824124807390301
220,0.8992460471942785
221,0.6854146042540379
222,0.9181085099723327
223,0.8557373954844496
224,0.8566230984061793
225,0.6236099836036564
226,0.9496759152519854
227,0.8182082400423716
228,0.6764382182829667
229,0.9171783421255657
230,0.8638894070645093
231,0.835056745173026
232,0.6597130736738774
233,0.7983591695832508
234,0.8531915850118599
235,0.7825368738531149
236,0.8806494480042149
237,0.7336454034731785
238,0.3623381920472888
239,0.6987080430495587
240,0.805411121186757
241,0.44101829856206565
242,0.8924500456879929
243,0.7749338225067652
244,0.9509945120283465
245,0.7991304784030502
246,0.9120370421730195
247,0.8565828613766089
248,0.8216800481533033
249,0.981950451944664
250,0.5242965084899471
251,0.7110747074615158
252,0.6788209496022097
253,0.46581672695797116
254,0.8964553285789665
255,0.8991443629049038
256,0.7873659951814369
257,0.9465927523429523
258,0.9630587425734074
259,0.8742960435579892
260,0.5948157912397212
261,0.8130444833065007
262,0.6926819884479951
263,0.7633022203634878
264,0.7865946977449174
265,0.8451011838410736
266,0.7741910820467344
267,0.5539617261034206
268,0.7533188068869963
269,0.8926928223782971
270,0.7393992265525262
271,0.9582203079336946
272,0.7684789074450771
273,0.7706707955664571
274,0.948320235176197
275,0.7293531229902768
276,0.7684648219837349
277,0.9129013552122887
278,0.7508259439207738
279,0.8534213479644233
280,0.5244038469963381
281,0.7396116711208531
282,0.649271169749744
283,0.8199840073926068
284,0.9530108569777389
285,0.819165529097948
286,0.6576355517547567
287,0.8464895111683179
288,0.6991718241508877
289,0.7570957467152375
290,0.7327038613492352
291,0.6558155293250947
292,0.7258590835000935
293,0.8517837763164491
294,0.7509289036548936
295,0.612916746868061
296,0.8609134768838009
297,0.8343135712014262
298,0.8493921500822539
299,0.9285821423839979
300,0.7631304846453164
301,0.6259279203368426
302,0.7522342668514732
303,0.9306703701389976
304,0.929812777327715
305,0.8614491727809708
306,0.8958810824973411
307,0.717787198090063
308,0.8474459242827281
309,0.9253982060666297
310,0.7081724051947209
311,0.7259100103029743
312,0.6045569170726779
313,0.9324094421911855
314,0.948413655771319
315,0.9312415555085054
316,0.8581323181290785
317,0.7751223972562973
318,0.5429614557654545
319,0.869567676291491
320,0.8725767520661327
321,0.8904240752741608
322,0.9607243324058028
323,0.8522005258548497
324,0.92856691019198
325,0.5764626763189862
326,0.8812889783323428
327,0.8277427738922565
328,0.7025986267848161
329,0.8179194999971224
330,0.7326241681087826
331,0.9747519630556252
332,0.8991368241224884
333,0.6508103800732157
334,0.9673265765625625
335,0.879211368450225
336,0.7693732393541464
337,0.9879313316525802
338,0.9071207836115343
339,0.8598646935667171
340,0.9027279757988143
341,0.7168396575307168
342,0.9640778432727817
343,0.8804620589210685
344,0.976211965258454
345,0.9083420064682739
346,0.5758416716109835
347,0.9943984643779109
348,0.8340511502027843
349,0.6278996833401402
350,0.935227648387509
351,0.6597946758510465
352,0.921768776530399
353,0.9924587075489508
354,0.9750963753165991
355,0.8603157700623483
356,0.45978950596151313
357,0.7575862879906738
358,0.9030283796614713
359,0.6856109229528871
360,0.9053428868713982
361,0.7066679750193647
362,0.8605798754099103
363,0.7338254099456152
364,0.9460826780790776
365,0.9213832884473403
