,0,1,2,3,4,5,6,7,8,9,10,11
0,0.11700951833963111,0.11142044236152591,0.1084413088372873,0.10648062270570677,0.10513788939487409,0.10517651951580224,0.10928107474592122,0.11943180396391063,0.1311628582816904,0.13743666620229303,0.13477775429520333,0.12605407902402382
1,0.03316706798133935,0.03186546026219838,0.031012347844673063,0.03036953441483098,0.0298986936858359,0.029767581654621834,0.030588388308901888,0.03279433356071711,0.035510451312179364,0.037110186451679766,0.0367645119006087,0.035055702637072916
2,0.02355784340156078,0.023113413582992126,0.02332239148743938,0.023862551955182817,0.02463620403821788,0.02566997487533243,0.026941435460214318,0.02803821452653774,0.028686922257210448,0.02835166095839613,0.026870977134100128,0.02495712649227857
3,0.20124291020854126,0.19092081185938045,0.18019929183486746,0.16997490984613503,0.16102927378947865,0.15507735041153475,0.1555450190278748,0.16553213136902364,0.18374910817108991,0.2018386022796591,0.2107196062705451,0.20915394512745636
4,0.12505671331542884,0.11683566332427868,0.1090894353329082,0.1011654656214633,0.0932527273423099,0.08694119073856822,0.0876257671821132,0.10084449234360549,0.1200343619818685,0.1346942000790359,0.138851909833282,0.13383251937026802
5,0.241573212073981,0.23198012852163938,0.23321871113760825,0.23864517012528685,0.24670014071909416,0.25832324928057215,0.2748129332149081,0.29414135003428454,0.3099218494394193,0.3119416525637552,0.2948092338103063,0.2663279188384364
6,0.04900770409654604,0.04756231738472805,0.047404159898751005,0.04794147510695742,0.04907803181675871,0.050954457109849305,0.053680565369148725,0.05666049416582731,0.058915975273070464,0.05898550279897532,0.05633425626099122,0.05232599699709643
7,0.04103964343933288,0.03910235453717155,0.03735184934534696,0.03578763037533108,0.034423100761638334,0.03353822508646923,0.034076200547134936,0.036835387454633155,0.04062577913051775,0.04341044184074424,0.0440481948283404,0.04292488807494078
8,0.07439921261341678,0.07882115770631691,0.08367253743033734,0.08828101241544699,0.09254144034484864,0.09615511265882186,0.0979354898608999,0.09581115346701585,0.08964110232023095,0.08106542985505247,0.07420328914899836,0.07221313383442077
9,0.12553489525640144,0.12231816351193438,0.11856830064946473,0.11424117046474885,0.10944188716232103,0.10479217177758908,0.10265746707790752,0.10637599565126904,0.1148306138412186,0.12319120164133644,0.12765256156314106,0.12785658921154924
10,0.04125169031935369,0.04110377911980741,0.041851315282916024,0.04314198401656044,0.04486504122221616,0.046959148234048786,0.04890124438225398,0.04955584002870556,0.04908642163204467,0.04755848506207712,0.04511852838343032,0.04269895589027204
11,0.07917269981173874,0.07827847321844382,0.08182921435613423,0.08674001262741292,0.09220256049452358,0.09827812126717803,0.10523569874267354,0.11200570244640481,0.11538786076329306,0.11183822559086071,0.10112143170850234,0.08799131021674012
12,0.038718801470111454,0.03765452260158344,0.03791762666224115,0.03888682522765486,0.04036767901006609,0.04235139367199191,0.04489720672967779,0.04753723739004279,0.04922694245992064,0.048679045878240186,0.04568649425675224,0.04172244981557652
13,0.06577673594520103,0.06472442953120804,0.07497607794379432,0.08947940716548689,0.10550771205056048,0.12206889052750201,0.13678579098612728,0.14454373889291156,0.14229756752843367,0.12869186599235738,0.10604162080844129,0.08195242163404337
14,0.05571627887268734,0.05261593927721387,0.056695949980041155,0.06471281671186861,0.0747669942105952,0.08601452476986483,0.09687066223211711,0.1037539500928952,0.10420575872654556,0.09675634643332931,0.08264365672882591,0.06700925525102885
15,0.05492982630910752,0.05725304091043961,0.06619473951498858,0.0775307280367653,0.08983351567174275,0.10236423054298979,0.11285521403489858,0.11679432284694577,0.1123055300504105,0.09938682932070687,0.0810678555549455,0.06390983303933596
16,0.01531937792595624,0.014738640196441223,0.014682766665310043,0.014895543006008923,0.015291055373744896,0.015895209996079674,0.016853042697028857,0.01804380508341664,0.019054819142829985,0.01919123878296382,0.018216413303725157,0.016646447121989722
17,0.011736538036106392,0.01160058966391491,0.011893171121002966,0.012281325263176575,0.012676558971711592,0.013124208257276152,0.01381397790921602,0.014705624138799897,0.015388766641251442,0.015228043638349294,0.014121454674045242,0.01269159566262234
18,0.04147065735469745,0.039793197449854316,0.03922541802958618,0.03880708841629577,0.03834314186903117,0.03815274163925451,0.0395615432889369,0.04373650198099836,0.04856426773365094,0.05086274837439983,0.049293892712129035,0.045239990980566344
