,Hue,Saturation
0,21.5343619454363,153.94307480921375
1,52.3347834683642,130.7358728780864
2,31.583696952160494,109.09932146990741
3,87.5557706404321,119.65251494984568
4,59.92332995756173,139.14838927469137
5,60.55597569868403,114.26687228666395
6,39.563980516975306,78.50037567515432
7,36.459392361111114,96.82205005787037
8,80.79767554012345,114.74047453703703
9,67.11619212962962,118.06872010030864
10,33.86613538030832,75.40590459569518
11,32.69695842978395,117.40593123070988
12,34.21004060694726,29.73169358166404
13,38.26038504968383,91.05718044263776
14,26.376919338740677,68.88536704425103
15,41.461057581018515,18.555244984567903
16,12.341730325508667,14.033545508285501
17,43.77096746341019,18.96070911910751
18,30.270874357521794,16.38606864771589
19,48.89907618617948,55.96160649157352
20,12.156164329827712,48.80549901717653
21,36.790290889618795,50.50927186942644
22,42.16112798996914,105.8273152970679
23,54.301214643697755,40.818480642804964
24,10.386609788678893,100.30087603383154
25,9.071083653740262,19.56101776881862
26,38.49579083378615,31.11291536869351
27,68.07293008996922,112.0319128904894
28,48.95245749197008,65.35153118752947
29,55.37597939250832,14.913300502223976
30,12.807472404554336,44.75544445578116
31,32.387937708374665,25.98013316527199
32,59.85523292824074,50.727068383487655
33,31.296472212381847,33.386250401005896
34,19.815404408230865,11.512762363886603
35,12.292911440308453,15.07456164406101
36,56.1911322040902,18.135273340677966
37,58.73160346346357,37.925077804138134
38,24.77939525462963,97.85606385030864
39,13.54630762726949,16.319828564435742
40,41.28592833719136,99.15784384645062
41,13.900973291081938,4.115808057944771
42,24.519003099173553,51.79085743801653
43,36.100964356119135,39.12328340614844
44,9.505387374900204,38.43530199843698
45,36.021455881272075,11.635229842237015
46,52.79635512662932,31.994972161902908
47,25.46742639153619,14.78039337884668
48,57.45325166457455,69.58093104772212
49,77.77353814081356,65.72181624635591
50,68.26677154034691,164.22222457893415
51,40.63892871972318,32.44752249134948
52,31.303917222578075,45.010760205596085
53,8.192025219229798,2.718965854161634
54,19.707015380277483,18.20489402285999
55,9.454121283043778,11.242447136384484
56,45.61362895447531,103.53203896604938
57,47.53400423272316,54.37203553763724
58,36.780420777912596,23.8579831047824
59,79.04950537896686,73.05306578489247
60,103.00867450470882,77.52675324776514
61,10.51485914078017,16.980188635742305
62,43.07600376138669,45.76683406954699
63,42.16825601508968,23.496276745526956
64,15.932846409100684,4.164667389076987
65,14.576655083292389,76.72411210136099
66,43.675882665533,35.96948985014348
67,30.60578295382158,45.411350112041276
68,43.82407781142093,14.265940042084166
69,50.16738897910852,2.909446647176802
70,39.024803998474,47.03468659045219
71,39.78020736882716,183.45505063657407
72,23.116436,12.440684
73,37.89660337134165,13.344143529054772
74,62.858053035875216,19.15504675145035
75,18.661445354218582,22.21393764708495
76,14.463663583189467,31.867309129325673
77,15.876705729166666,21.20558063271605
78,24.377394340088976,23.844489266294755
79,74.49405878593146,56.47372426064124
80,38.44528502556611,8.652845580715852
81,64.16598186728395,58.1528515625
82,96.44252041522492,113.20292871972319
83,38.65750430620093,45.60389460823586
84,33.16037374614198,60.78287374614197
85,43.24185095896339,7.224090806403201
86,55.36862168902069,76.71542899507986
87,45.27866085662664,12.620728026357742
88,9.961495836103987,36.08601417919329
89,20.585165548980935,29.692286653517424
90,52.947508650315065,41.027877003424756
91,53.17945273145993,13.55889048276856
92,67.68503300524053,9.183513966339694
93,70.59125169376694,67.65410593892524
94,45.43539983340275,3.6249947938359015
95,53.06266140569263,36.88121469976219
96,67.00814023526077,98.2568182220805
97,31.104440104166667,10.576903211805556
