dominant_hue_1,dominant_sat_1,dominant_val_1,dominant_hue_2,dominant_sat_2,dominant_val_2,dominant_hue_3,dominant_sat_3,dominant_val_3,hue_contrast_c1_c2,hue_contrast_c1_c3,hue_contrast_c1_c4,hue_contrast_c1_c5,hue_contrast_c2_c3,hue_contrast_c2_c4,hue_contrast_c2_c5,hue_contrast_c3_c4,hue_contrast_c3_c5,hue_contrast_c4_c5,like_rate_segmentation
35.08771929824561,89.52879581151834,74.90196078431373,35.625000000000036,14.678899082568808,85.49019607843137,18.75,44.44444444444444,14.117647058823529,0.5372807017544261,16.33771929824561,1.0887512899896947,12.523616734143044,16.875000000000036,0.5514705882352686,13.06089743589747,17.426470588235304,3.8141025641025657,13.612368024132738,0.0
