,DTVnorm,DTVnorm2,DTVnorm3,DTVnorm4,DTVnorm5,DTVnorm6,DTVnorm7,DTVnorm8,DTVnorm9,DTVnorm10,DTVnorm11,DTVnorm12
0,0.1040949552826011,0.1067408037908288,0.108351592387138,0.1104944082605255,0.1128914289108126,0.1153443931831847,0.1175949094315907,0.1191214860085137,0.1183573739497624,0.1110140533461831,0.1057541730933075,0.1034183446380367
1,0.2687651772783866,0.2706152570792579,0.2689376241859555,0.268081808457359,0.2675754540608679,0.2680556382909632,0.2719325009807378,0.281216250215629,0.2902580415794673,0.2823471973144515,0.2748876615794134,0.2698069127666204
2,0.2165993723612768,0.2196969451848985,0.2201548263272552,0.2215948975574453,0.2236291513564674,0.2262422569651684,0.2298972878641301,0.2347002027214322,0.2372681146871417,0.2271053968238655,0.2198340921901805,0.2162056704986056
3,0.201805039072264,0.2058365643656336,0.2066513435829388,0.2079722049192262,0.2095429982847547,0.2112631105681882,0.2132446390455351,0.2154637515578159,0.2157618437911463,0.2059415018220563,0.2005299624186986,0.1993993524439401
4,0.2361221921309973,0.2394371107007736,0.2397089547856679,0.2413788747286631,0.2441875865303278,0.2479947712099342,0.2525509067355013,0.2570325457469997,0.2583669055194996,0.2463367714570429,0.2383836430815293,0.2351036723918641
5,0.1804494621626468,0.1785845522447881,0.1761636662834259,0.1764181152548355,0.1792084764387992,0.1847330453078581,0.1933162333336043,0.2039243720072208,0.2110015746210697,0.2029631953077644,0.1936386585154795,0.1854811259630121
6,0.2844970712041375,0.2867926465700554,0.2840850695186217,0.2818351310239685,0.2800230763069395,0.2793638523796758,0.2819775229548283,0.2894607293409,0.2969564938737102,0.2894867297911442,0.2849914827423535,0.2833586213475851
7,0.3809171872650802,0.3849546845938864,0.3831209760984919,0.382717501915275,0.3835865385929427,0.3862590878839788,0.392036807295431,0.4011905618876436,0.4079433392348344,0.3934328221087652,0.383642356110519,0.3795174696970613
8,0.2011665196355919,0.2033990331270816,0.2043486420116146,0.2064940144469589,0.2092216276155651,0.2127344019753892,0.2181156750306284,0.2256923802966959,0.230553108209997,0.2204680090027863,0.2105806468970337,0.2034021258019457
9,0.2430180206486094,0.2479547073112381,0.2489706103876641,0.2506086344179409,0.2525998141327841,0.2548384671802218,0.2573305477102349,0.2598507803158779,0.2599941486967523,0.2480004997536278,0.2413200540854577,0.2399741592412118
10,0.1998514373169403,0.1966598295951348,0.1917538091407327,0.1889952581332737,0.1886602516950621,0.1915762896516844,0.1993956628986054,0.212456627640246,0.2239310158377951,0.2195113942288814,0.2125705639137337,0.2052871741769587
11,0.2721686881945855,0.2757171937279312,0.275818915872598,0.2771264905500731,0.2792439199100278,0.282381605178967,0.2874887888215109,0.2946357240163965,0.2987337298788258,0.2860505924058246,0.2765952365057418,0.2718211774670231
12,0.25123295002261,0.2572127752685152,0.2630483574575507,0.2719614412571599,0.2828062289095229,0.2943700741546635,0.3043868776798419,0.3094408330503507,0.3051043968197192,0.281714441911021,0.2631426703717694,0.2525972420978351
13,0.0473940123870722,0.0473029710831784,0.0471495133623321,0.0473177592223127,0.0476434358567504,0.0482807382801113,0.0499157754838035,0.053006863378184,0.0555368984625288,0.0538027154256529,0.0513158462511895,0.0488628677124812
14,0.2214175109180657,0.2214221419609029,0.2235823104788694,0.2292871830650032,0.2371843005433266,0.2474310651805363,0.2607562590840105,0.2750789009272786,0.2817667540636389,0.2655336238667929,0.2465547622686916,0.2301910832080307
15,0.0283337326866617,0.028912682131582,0.0300623705401323,0.0313592578128585,0.0325062598594146,0.0334917368294516,0.0348315822849787,0.03704677983388,0.0383642263927731,0.0361216731975025,0.0330420897396423,0.0300099575578609
16,0.3044682555859583,0.3127376872873294,0.3220660170507527,0.3356689164106444,0.351745961093842,0.3685551410092978,0.3827011467895221,0.388944861906354,0.3815755370627101,0.3490871676513295,0.322519281013983,0.3069584676286349
17,0.0539598341907487,0.0550849469066353,0.0581391380446133,0.0627811857276859,0.0682457422524206,0.0739720606498855,0.0790335606674058,0.0818816578434719,0.0805526357900995,0.0721951367054964,0.0636878173662599,0.0570164869635665
18,0.0655483092135028,0.0660417094590843,0.0675612682857659,0.0707104023999126,0.0749370491862719,0.0797271837231276,0.0842510258409846,0.0871923924838017,0.0867523247030402,0.0796981556298985,0.0729123904809013,0.0678629726311332
19,0.018890038509347,0.0198288066130906,0.022049163403155,0.0248559573780044,0.027771654932195,0.0305091767626714,0.0327696913189343,0.0340523962986797,0.0332515718986473,0.0290431762948398,0.0244549004819545,0.020638242545047
20,0.0222308514895121,0.0224340092487355,0.0229312474162545,0.0237541222426558,0.0247748476440764,0.0259443338588996,0.0272666320100601,0.028606656925155,0.0290902567852867,0.0272088076088142,0.0250783859373194,0.0232146117253131
21,0.017314824267857,0.017486705239125,0.017636492854327,0.0178358082161733,0.0180160679231761,0.0182141112025049,0.0186755765118209,0.0196381542987403,0.0204207129698082,0.0196780773735633,0.0187065523799166,0.0177877692432389
22,0.2592400992892439,0.2646631577263622,0.2670604652512465,0.2705446487658768,0.2744319974391142,0.2783922524250616,0.2825085129697625,0.2865976404662027,0.2869518490748782,0.2721393688396598,0.2619866426897478,0.25762827216716
23,0.0451440735204051,0.0454574376422723,0.0459595479901626,0.0471343164731332,0.0487845633316671,0.050824489371521,0.0531521209356214,0.0553250553483732,0.0559824220900175,0.0525174527696723,0.0490196609296962,0.0463382350010091
24,0.1072019123045313,0.1092686125489343,0.1109215111186972,0.1131610820251927,0.1154610652554637,0.1177485100492549,0.1203346750042433,0.1233381870912075,0.1246444961689536,0.1181341918805609,0.1121542484961123,0.1080797772186341
25,0.0339740320592229,0.0343066861190046,0.034681116405321,0.0354266397820118,0.0364652118595858,0.0378586591555553,0.0396371949560132,0.0414157952903708,0.0420134642396906,0.0394325964250622,0.0367997319807289,0.0348047397577838
26,0.0183083319519886,0.0182151614037965,0.0180488574458381,0.0180266431066748,0.0181213776492701,0.0183810408021949,0.0190228894774557,0.0201813424363286,0.0211369047986936,0.0205382249213538,0.0196980853410922,0.0188518560116395
