,DTVnorm,DTVnorm2,DTVnorm3,DTVnorm4,DTVnorm5,DTVnorm6,DTVnorm7,DTVnorm8,DTVnorm9,DTVnorm10,DTVnorm11,DTVnorm12
0,0.126229202667675,0.1209962101710389,0.1189129707414138,0.1181141158874855,0.1181047736612433,0.1195246545090149,0.1247144483139665,0.1352294125484617,0.1463073509405447,0.1509973276180876,0.1462822578105919,0.1358953967282549
1,0.0394431022500877,0.0378635927172197,0.0368216259512199,0.036121339476864,0.0357218545447764,0.0357648968297033,0.0368248193826297,0.0394060174741431,0.0424234397531345,0.0441137174724108,0.0435982058150375,0.0416089889160431
2,0.0399819839552908,0.0392536811690824,0.0397560267543997,0.0408976705811932,0.0424889831789681,0.0444887464278846,0.0467472882815634,0.0487190029011994,0.0496749459138587,0.0487930212341829,0.0459605105698397,0.0424751580917047
3,0.1989833956735486,0.1886403479787681,0.1777939510720834,0.1674433361843937,0.1583926296614281,0.1523358622480403,0.152642605010274,0.1625050491594649,0.1806448775165693,0.1988165660300596,0.2079392064265087,0.206683762199985
4,0.1224996526565838,0.1142695283060237,0.1064032556696414,0.0983554839355914,0.0903377975782001,0.0839146033008298,0.0844231948900162,0.0975101834243644,0.116607214102256,0.1313316558848636,0.1357310639528395,0.1310418189156251
5,0.2394034397636307,0.2297859468455147,0.2309203719139562,0.2362518927631559,0.2442395547419788,0.2558030501332524,0.2721903818593399,0.2914447233905656,0.3071673555081662,0.3092264480203638,0.2922479165921989,0.2639931985035911
6,0.0463211284889387,0.0448786663527702,0.044610615136849,0.0450417307155236,0.0460989232987282,0.0478912244440725,0.0504491375939547,0.0532604957232824,0.0553595913333087,0.0554466430540137,0.0530311238109399,0.0493783692679564
7,0.1451798306083089,0.1382679805277379,0.1306942893786952,0.122678635475388,0.1143882062344413,0.1069840320857817,0.1054700293800543,0.115975698567729,0.1325049846679202,0.1459709716407339,0.1517191473251079,0.1504554566000165
8,0.0718483043708137,0.0762925366229429,0.0810649918275892,0.085598935650045,0.0898094761715771,0.0933650153153623,0.0949957063394574,0.0926979137371217,0.0863414509171107,0.0777361207233797,0.0710669675865187,0.0694066457124695
9,0.1231008476783132,0.1198805138261254,0.1160148241494742,0.1115692879717701,0.1066715209699461,0.1019156221028642,0.0996010440866493,0.1031632426413692,0.1114972144758414,0.1199111836918881,0.1246244062162758,0.1251768009372355
10,0.0664262070479179,0.0660006212045194,0.0673125366265051,0.0696795743366161,0.072866507808181,0.076693406633969,0.0803152801524611,0.0821161203331286,0.0817305635431612,0.0789584889130034,0.0741802511411709,0.0693556722351044
11,0.0769195986326194,0.0761118959109394,0.0797578469772374,0.0847931245611495,0.0904094275130129,0.0966262444173953,0.1035982348897921,0.1102620362403147,0.1133932957448342,0.1096041305619465,0.0987609434161869,0.0856453584990184
12,0.0359535943338885,0.034895080874317,0.0350468848062303,0.0359064964387055,0.037302928719238,0.0391949345028327,0.0415625481733933,0.0440269483976285,0.0455558714311892,0.0450269425479746,0.0422800344095658,0.0386856940422568
13,0.0641763006320726,0.0631103908064206,0.0732953278508933,0.0877548031366035,0.1037739710910039,0.1203281209766663,0.1349715013535668,0.1426700453940234,0.1403279944000959,0.1266908694822696,0.1041257413270595,0.0802123257706026
14,0.0591750978716262,0.0558618031100601,0.0603732660626841,0.0691786139254097,0.0802155929247216,0.0925370976155225,0.1043326056895215,0.1117578397028905,0.1120813743752054,0.1038130725545138,0.0883729476069873,0.0713855534272302
15,0.0573077259467822,0.0596116085452767,0.068677976463995,0.0802440603853702,0.0928675404639318,0.105760975630518,0.1165341748103537,0.1206351620684343,0.1160445460765047,0.1028051875103973,0.0840439830822536,0.0664964035073512
16,0.0153666403202316,0.0146415318070188,0.0143494618464098,0.0143357962848924,0.0145392072593522,0.014969691598006,0.0157792943627187,0.0170442071795794,0.0182321761198152,0.0186246755156915,0.0179351367963912,0.0166069179752805
17,0.0199379093866269,0.0194309138463829,0.0196500067410439,0.0202372283128511,0.0211067906176488,0.0222444731819664,0.0236657767934361,0.0251838079826006,0.0260974398988174,0.025677487649112,0.0238637649772149,0.0215784979324788
18,0.0682174292645391,0.0668492860888145,0.0688352222715962,0.0714027288028445,0.0739397605374818,0.0767257085110578,0.0812025179251376,0.0883784675247905,0.0943244428155574,0.0942639051103853,0.0869800815874958,0.0762114982089649
19,0.0434486421863955,0.0420013277503171,0.0409853536376097,0.0405085004777481,0.0407141591154058,0.0416572154938239,0.0432073716893036,0.0449637290888602,0.046544937148344,0.0472813730146698,0.0467071892012648,0.0451959565369272
20,0.2115498239927047,0.1975616282330159,0.1820918363338882,0.1666096686829555,0.1522202023812181,0.1414751142234607,0.1406105569937645,0.156010226471443,0.1828496273714643,0.2082242956401771,0.2213962341785793,0.2210162786739927
21,0.0508796840805221,0.0510523084239169,0.053692698335483,0.0574104539497625,0.061753400331418,0.0665156470035964,0.0709564425483658,0.0734326630576364,0.0728946375425193,0.0687508930138129,0.0617719865159002,0.0548098631119709
22,0.0525931639304497,0.0497914632929548,0.0471828718505592,0.0449371043579241,0.0432097715568442,0.0423787194354186,0.0432472539540474,0.0464262698282831,0.0510939488060235,0.0550344553576174,0.0563468701365353,0.0551252872289675
